drinking water source,total,geo_code,geo_level,geo_version
CoveredWell/Kuwa,2651,27002,local,2016
Not Stated Source of Water,158,27002,local,2016
Other Source of water,1069,27002,local,2016
River/Stream,28,27002,local,2016
Sprout Water,2428,27002,local,2016
Tap/Piped,13804,27002,local,2016
Tubewell/HandPump,170,27002,local,2016
Uncovered Well/Kuwa,224,27002,local,2016
CoveredWell/Kuwa,2872,27005,local,2016
Not Stated Source of Water,93,27005,local,2016
Other Source of water,434,27005,local,2016
River/Stream,395,27005,local,2016
Sprout Water,2018,27005,local,2016
Tap/Piped,2962,27005,local,2016
Tubewell/HandPump,5014,27005,local,2016
Uncovered Well/Kuwa,541,27005,local,2016
CoveredWell/Kuwa,4904,27001,local,2016
Not Stated Source of Water,152,27001,local,2016
Other Source of water,1724,27001,local,2016
River/Stream,18,27001,local,2016
Sprout Water,917,27001,local,2016
Tap/Piped,16212,27001,local,2016
Tubewell/HandPump,1937,27001,local,2016
Uncovered Well/Kuwa,621,27001,local,2016
CoveredWell/Kuwa,2622,27004,local,2016
Not Stated Source of Water,283,27004,local,2016
Other Source of water,576,27004,local,2016
River/Stream,128,27004,local,2016
Sprout Water,1094,27004,local,2016
Tap/Piped,15960,27004,local,2016
Tubewell/HandPump,6076,27004,local,2016
Uncovered Well/Kuwa,367,27004,local,2016
CoveredWell/Kuwa,35,27003,local,2016
Not Stated Source of Water,37,27003,local,2016
Other Source of water,7,27003,local,2016
River/Stream,14,27003,local,2016
Sprout Water,401,27003,local,2016
Tap/Piped,4662,27003,local,2016
Tubewell/HandPump,6,27003,local,2016
Uncovered Well/Kuwa,326,27003,local,2016
CoveredWell/Kuwa,1043,27008,local,2016
Not Stated Source of Water,107,27008,local,2016
Other Source of water,6123,27008,local,2016
River/Stream,22,27008,local,2016
Sprout Water,2883,27008,local,2016
Tap/Piped,6307,27008,local,2016
Tubewell/HandPump,113,27008,local,2016
Uncovered Well/Kuwa,148,27008,local,2016
CoveredWell/Kuwa,217,27009,local,2016
Not Stated Source of Water,31,27009,local,2016
Other Source of water,76,27009,local,2016
River/Stream,774,27009,local,2016
Sprout Water,1608,27009,local,2016
Tap/Piped,1537,27009,local,2016
Tubewell/HandPump,153,27009,local,2016
Uncovered Well/Kuwa,1010,27009,local,2016
CoveredWell/Kuwa,382,27007,local,2016
Not Stated Source of Water,119,27007,local,2016
Other Source of water,3350,27007,local,2016
River/Stream,3,27007,local,2016
Sprout Water,754,27007,local,2016
Tap/Piped,14734,27007,local,2016
Tubewell/HandPump,47,27007,local,2016
Uncovered Well/Kuwa,52,27007,local,2016
CoveredWell/Kuwa,1154,27010,local,2016
Not Stated Source of Water,121,27010,local,2016
Other Source of water,729,27010,local,2016
River/Stream,21,27010,local,2016
Sprout Water,1164,27010,local,2016
Tap/Piped,15870,27010,local,2016
Tubewell/HandPump,646,27010,local,2016
Uncovered Well/Kuwa,453,27010,local,2016
CoveredWell/Kuwa,2315,27011,local,2016
Not Stated Source of Water,131,27011,local,2016
Other Source of water,4688,27011,local,2016
River/Stream,16,27011,local,2016
Sprout Water,1166,27011,local,2016
Tap/Piped,14522,27011,local,2016
Tubewell/HandPump,2241,27011,local,2016
Uncovered Well/Kuwa,482,27011,local,2016
CoveredWell/Kuwa,1070,55,district,2016
Not Stated Source of Water,418,55,district,2016
Other Source of water,43,55,district,2016
River/Stream,1242,55,district,2016
Sprout Water,2746,55,district,2016
Tap/Piped,34902,55,district,2016
Tubewell/HandPump,33,55,district,2016
Uncovered Well/Kuwa,3429,55,district,2016
CoveredWell/Kuwa,3,21008,local,2016
Not Stated Source of Water,24,21008,local,2016
Other Source of water,2,21008,local,2016
River/Stream,79,21008,local,2016
Sprout Water,156,21008,local,2016
Tap/Piped,3555,21008,local,2016
Tubewell/HandPump,2,21008,local,2016
Uncovered Well/Kuwa,48,21008,local,2016
CoveredWell/Kuwa,528,21005,local,2016
Not Stated Source of Water,95,21005,local,2016
Other Source of water,5,21005,local,2016
River/Stream,449,21005,local,2016
Sprout Water,570,21005,local,2016
Tap/Piped,7169,21005,local,2016
Tubewell/HandPump,8,21005,local,2016
Uncovered Well/Kuwa,1275,21005,local,2016
CoveredWell/Kuwa,34,21001,local,2016
Not Stated Source of Water,57,21001,local,2016
Other Source of water,2,21001,local,2016
River/Stream,30,21001,local,2016
Sprout Water,207,21001,local,2016
Tap/Piped,4301,21001,local,2016
Tubewell/HandPump,5,21001,local,2016
Uncovered Well/Kuwa,357,21001,local,2016
CoveredWell/Kuwa,30,21002,local,2016
Not Stated Source of Water,38,21002,local,2016
Other Source of water,4,21002,local,2016
River/Stream,108,21002,local,2016
Sprout Water,409,21002,local,2016
Tap/Piped,3742,21002,local,2016
Tubewell/HandPump,4,21002,local,2016
Uncovered Well/Kuwa,111,21002,local,2016
CoveredWell/Kuwa,1,21007,local,2016
Not Stated Source of Water,24,21007,local,2016
Other Source of water,3,21007,local,2016
River/Stream,12,21007,local,2016
Sprout Water,90,21007,local,2016
Tap/Piped,3843,21007,local,2016
Tubewell/HandPump,3,21007,local,2016
Uncovered Well/Kuwa,74,21007,local,2016
CoveredWell/Kuwa,65,21004,local,2016
Not Stated Source of Water,53,21004,local,2016
Other Source of water,1,21004,local,2016
River/Stream,26,21004,local,2016
Sprout Water,186,21004,local,2016
Tap/Piped,4230,21004,local,2016
Tubewell/HandPump,3,21004,local,2016
Uncovered Well/Kuwa,364,21004,local,2016
CoveredWell/Kuwa,176,21003,local,2016
Not Stated Source of Water,106,21003,local,2016
Other Source of water,0,21003,local,2016
River/Stream,343,21003,local,2016
Sprout Water,733,21003,local,2016
Tap/Piped,3484,21003,local,2016
Tubewell/HandPump,3,21003,local,2016
Uncovered Well/Kuwa,527,21003,local,2016
CoveredWell/Kuwa,233,21006,local,2016
Not Stated Source of Water,21,21006,local,2016
Other Source of water,26,21006,local,2016
River/Stream,195,21006,local,2016
Sprout Water,395,21006,local,2016
Tap/Piped,4578,21006,local,2016
Tubewell/HandPump,5,21006,local,2016
Uncovered Well/Kuwa,673,21006,local,2016
CoveredWell/Kuwa,588,48,district,2016
Not Stated Source of Water,494,48,district,2016
Other Source of water,184,48,district,2016
River/Stream,354,48,district,2016
Sprout Water,3415,48,district,2016
Tap/Piped,51857,48,district,2016
Tubewell/HandPump,42,48,district,2016
Uncovered Well/Kuwa,2260,48,district,2016
CoveredWell/Kuwa,49,28009,local,2016
Not Stated Source of Water,35,28009,local,2016
Other Source of water,17,28009,local,2016
River/Stream,75,28009,local,2016
Sprout Water,260,28009,local,2016
Tap/Piped,4022,28009,local,2016
Tubewell/HandPump,2,28009,local,2016
Uncovered Well/Kuwa,216,28009,local,2016
CoveredWell/Kuwa,73,28002,local,2016
Not Stated Source of Water,90,28002,local,2016
Other Source of water,101,28002,local,2016
River/Stream,47,28002,local,2016
Sprout Water,493,28002,local,2016
Tap/Piped,11494,28002,local,2016
Tubewell/HandPump,20,28002,local,2016
Uncovered Well/Kuwa,187,28002,local,2016
CoveredWell/Kuwa,34,28008,local,2016
Not Stated Source of Water,24,28008,local,2016
Other Source of water,36,28008,local,2016
River/Stream,44,28008,local,2016
Sprout Water,173,28008,local,2016
Tap/Piped,2839,28008,local,2016
Tubewell/HandPump,1,28008,local,2016
Uncovered Well/Kuwa,170,28008,local,2016
CoveredWell/Kuwa,75,28006,local,2016
Not Stated Source of Water,21,28006,local,2016
Other Source of water,1,28006,local,2016
River/Stream,37,28006,local,2016
Sprout Water,380,28006,local,2016
Tap/Piped,2851,28006,local,2016
Tubewell/HandPump,0,28006,local,2016
Uncovered Well/Kuwa,264,28006,local,2016
CoveredWell/Kuwa,6,28011,local,2016
Not Stated Source of Water,19,28011,local,2016
Other Source of water,3,28011,local,2016
River/Stream,17,28011,local,2016
Sprout Water,86,28011,local,2016
Tap/Piped,3342,28011,local,2016
Tubewell/HandPump,7,28011,local,2016
Uncovered Well/Kuwa,102,28011,local,2016
CoveredWell/Kuwa,23,28012,local,2016
Not Stated Source of Water,33,28012,local,2016
Other Source of water,1,28012,local,2016
River/Stream,7,28012,local,2016
Sprout Water,77,28012,local,2016
Tap/Piped,3277,28012,local,2016
Tubewell/HandPump,0,28012,local,2016
Uncovered Well/Kuwa,93,28012,local,2016
CoveredWell/Kuwa,8,28003,local,2016
Not Stated Source of Water,42,28003,local,2016
Other Source of water,1,28003,local,2016
River/Stream,35,28003,local,2016
Sprout Water,102,28003,local,2016
Tap/Piped,4243,28003,local,2016
Tubewell/HandPump,1,28003,local,2016
Uncovered Well/Kuwa,19,28003,local,2016
CoveredWell/Kuwa,7,28005,local,2016
Not Stated Source of Water,35,28005,local,2016
Other Source of water,1,28005,local,2016
River/Stream,13,28005,local,2016
Sprout Water,243,28005,local,2016
Tap/Piped,2975,28005,local,2016
Tubewell/HandPump,1,28005,local,2016
Uncovered Well/Kuwa,65,28005,local,2016
CoveredWell/Kuwa,40,28010,local,2016
Not Stated Source of Water,29,28010,local,2016
Other Source of water,0,28010,local,2016
River/Stream,3,28010,local,2016
Sprout Water,360,28010,local,2016
Tap/Piped,2985,28010,local,2016
Tubewell/HandPump,1,28010,local,2016
Uncovered Well/Kuwa,91,28010,local,2016
CoveredWell/Kuwa,8,28007,local,2016
Not Stated Source of Water,25,28007,local,2016
Other Source of water,6,28007,local,2016
River/Stream,13,28007,local,2016
Sprout Water,162,28007,local,2016
Tap/Piped,3139,28007,local,2016
Tubewell/HandPump,1,28007,local,2016
Uncovered Well/Kuwa,34,28007,local,2016
CoveredWell/Kuwa,228,28001,local,2016
Not Stated Source of Water,69,28001,local,2016
Other Source of water,14,28001,local,2016
River/Stream,42,28001,local,2016
Sprout Water,721,28001,local,2016
Tap/Piped,6306,28001,local,2016
Tubewell/HandPump,6,28001,local,2016
Uncovered Well/Kuwa,713,28001,local,2016
CoveredWell/Kuwa,37,28004,local,2016
Not Stated Source of Water,72,28004,local,2016
Other Source of water,3,28004,local,2016
River/Stream,21,28004,local,2016
Sprout Water,358,28004,local,2016
Tap/Piped,4384,28004,local,2016
Tubewell/HandPump,2,28004,local,2016
Uncovered Well/Kuwa,306,28004,local,2016
CoveredWell/Kuwa,994,17,district,2016
Not Stated Source of Water,256,17,district,2016
Other Source of water,223,17,district,2016
River/Stream,623,17,district,2016
Sprout Water,6236,17,district,2016
Tap/Piped,62418,17,district,2016
Tubewell/HandPump,57,17,district,2016
Uncovered Well/Kuwa,3035,17,district,2016
CoveredWell/Kuwa,2,30010,local,2016
Not Stated Source of Water,13,30010,local,2016
Other Source of water,5,30010,local,2016
River/Stream,7,30010,local,2016
Sprout Water,443,30010,local,2016
Tap/Piped,1646,30010,local,2016
Tubewell/HandPump,0,30010,local,2016
Uncovered Well/Kuwa,18,30010,local,2016
CoveredWell/Kuwa,1,30007,local,2016
Not Stated Source of Water,25,30007,local,2016
Other Source of water,0,30007,local,2016
River/Stream,8,30007,local,2016
Sprout Water,110,30007,local,2016
Tap/Piped,2504,30007,local,2016
Tubewell/HandPump,0,30007,local,2016
Uncovered Well/Kuwa,3,30007,local,2016
CoveredWell/Kuwa,66,30004,local,2016
Not Stated Source of Water,25,30004,local,2016
Other Source of water,87,30004,local,2016
River/Stream,24,30004,local,2016
Sprout Water,339,30004,local,2016
Tap/Piped,4460,30004,local,2016
Tubewell/HandPump,49,30004,local,2016
Uncovered Well/Kuwa,360,30004,local,2016
CoveredWell/Kuwa,175,30009,local,2016
Not Stated Source of Water,35,30009,local,2016
Other Source of water,1,30009,local,2016
River/Stream,52,30009,local,2016
Sprout Water,1053,30009,local,2016
Tap/Piped,12314,30009,local,2016
Tubewell/HandPump,4,30009,local,2016
Uncovered Well/Kuwa,350,30009,local,2016
CoveredWell/Kuwa,64,30011,local,2016
Not Stated Source of Water,31,30011,local,2016
Other Source of water,2,30011,local,2016
River/Stream,55,30011,local,2016
Sprout Water,610,30011,local,2016
Tap/Piped,4193,30011,local,2016
Tubewell/HandPump,0,30011,local,2016
Uncovered Well/Kuwa,183,30011,local,2016
CoveredWell/Kuwa,5,30005,local,2016
Not Stated Source of Water,8,30005,local,2016
Other Source of water,1,30005,local,2016
River/Stream,1,30005,local,2016
Sprout Water,221,30005,local,2016
Tap/Piped,4618,30005,local,2016
Tubewell/HandPump,0,30005,local,2016
Uncovered Well/Kuwa,10,30005,local,2016
CoveredWell/Kuwa,1,30008,local,2016
Not Stated Source of Water,9,30008,local,2016
Other Source of water,2,30008,local,2016
River/Stream,0,30008,local,2016
Sprout Water,48,30008,local,2016
Tap/Piped,3034,30008,local,2016
Tubewell/HandPump,0,30008,local,2016
Uncovered Well/Kuwa,27,30008,local,2016
CoveredWell/Kuwa,103,30003,local,2016
Not Stated Source of Water,30,30003,local,2016
Other Source of water,6,30003,local,2016
River/Stream,57,30003,local,2016
Sprout Water,130,30003,local,2016
Tap/Piped,4924,30003,local,2016
Tubewell/HandPump,1,30003,local,2016
Uncovered Well/Kuwa,349,30003,local,2016
CoveredWell/Kuwa,317,30006,local,2016
Not Stated Source of Water,14,30006,local,2016
Other Source of water,67,30006,local,2016
River/Stream,99,30006,local,2016
Sprout Water,1637,30006,local,2016
Tap/Piped,3391,30006,local,2016
Tubewell/HandPump,0,30006,local,2016
Uncovered Well/Kuwa,205,30006,local,2016
CoveredWell/Kuwa,75,30013,local,2016
Not Stated Source of Water,19,30013,local,2016
Other Source of water,2,30013,local,2016
River/Stream,71,30013,local,2016
Sprout Water,755,30013,local,2016
Tap/Piped,4247,30013,local,2016
Tubewell/HandPump,1,30013,local,2016
Uncovered Well/Kuwa,185,30013,local,2016
CoveredWell/Kuwa,66,30002,local,2016
Not Stated Source of Water,14,30002,local,2016
Other Source of water,36,30002,local,2016
River/Stream,143,30002,local,2016
Sprout Water,353,30002,local,2016
Tap/Piped,5858,30002,local,2016
Tubewell/HandPump,1,30002,local,2016
Uncovered Well/Kuwa,288,30002,local,2016
CoveredWell/Kuwa,102,30012,local,2016
Not Stated Source of Water,14,30012,local,2016
Other Source of water,4,30012,local,2016
River/Stream,37,30012,local,2016
Sprout Water,432,30012,local,2016
Tap/Piped,6059,30012,local,2016
Tubewell/HandPump,1,30012,local,2016
Uncovered Well/Kuwa,278,30012,local,2016
CoveredWell/Kuwa,17,30001,local,2016
Not Stated Source of Water,19,30001,local,2016
Other Source of water,10,30001,local,2016
River/Stream,69,30001,local,2016
Sprout Water,105,30001,local,2016
Tap/Piped,5170,30001,local,2016
Tubewell/HandPump,0,30001,local,2016
Uncovered Well/Kuwa,779,30001,local,2016
CoveredWell/Kuwa,21559,5,province,2016
Not Stated Source of Water,4448,5,province,2016
Other Source of water,9400,5,province,2016
River/Stream,11875,5,province,2016
Sprout Water,28251,5,province,2016
Tap/Piped,370788,5,province,2016
Tubewell/HandPump,392136,5,province,2016
Uncovered Well/Kuwa,46300,5,province,2016
CoveredWell/Kuwa,957,24,district,2016
Not Stated Source of Water,159,24,district,2016
Other Source of water,295,24,district,2016
River/Stream,662,24,district,2016
Sprout Water,2425,24,district,2016
Tap/Piped,57460,24,district,2016
Tubewell/HandPump,20,24,district,2016
Uncovered Well/Kuwa,2909,24,district,2016
CoveredWell/Kuwa,4,46006,local,2016
Not Stated Source of Water,6,46006,local,2016
Other Source of water,116,46006,local,2016
River/Stream,130,46006,local,2016
Sprout Water,89,46006,local,2016
Tap/Piped,3666,46006,local,2016
Tubewell/HandPump,1,46006,local,2016
Uncovered Well/Kuwa,86,46006,local,2016
CoveredWell/Kuwa,20,46001,local,2016
Not Stated Source of Water,7,46001,local,2016
Other Source of water,5,46001,local,2016
River/Stream,33,46001,local,2016
Sprout Water,66,46001,local,2016
Tap/Piped,4946,46001,local,2016
Tubewell/HandPump,1,46001,local,2016
Uncovered Well/Kuwa,43,46001,local,2016
CoveredWell/Kuwa,46,46010,local,2016
Not Stated Source of Water,29,46010,local,2016
Other Source of water,26,46010,local,2016
River/Stream,12,46010,local,2016
Sprout Water,224,46010,local,2016
Tap/Piped,7742,46010,local,2016
Tubewell/HandPump,2,46010,local,2016
Uncovered Well/Kuwa,272,46010,local,2016
CoveredWell/Kuwa,7,46008,local,2016
Not Stated Source of Water,23,46008,local,2016
Other Source of water,1,46008,local,2016
River/Stream,64,46008,local,2016
Sprout Water,187,46008,local,2016
Tap/Piped,4068,46008,local,2016
Tubewell/HandPump,0,46008,local,2016
Uncovered Well/Kuwa,200,46008,local,2016
CoveredWell/Kuwa,325,46011,local,2016
Not Stated Source of Water,12,46011,local,2016
Other Source of water,5,46011,local,2016
River/Stream,48,46011,local,2016
Sprout Water,237,46011,local,2016
Tap/Piped,3810,46011,local,2016
Tubewell/HandPump,2,46011,local,2016
Uncovered Well/Kuwa,264,46011,local,2016
CoveredWell/Kuwa,8,46012,local,2016
Not Stated Source of Water,15,46012,local,2016
Other Source of water,9,46012,local,2016
River/Stream,17,46012,local,2016
Sprout Water,58,46012,local,2016
Tap/Piped,5360,46012,local,2016
Tubewell/HandPump,2,46012,local,2016
Uncovered Well/Kuwa,57,46012,local,2016
CoveredWell/Kuwa,143,46003,local,2016
Not Stated Source of Water,6,46003,local,2016
Other Source of water,12,46003,local,2016
River/Stream,23,46003,local,2016
Sprout Water,207,46003,local,2016
Tap/Piped,4409,46003,local,2016
Tubewell/HandPump,3,46003,local,2016
Uncovered Well/Kuwa,504,46003,local,2016
CoveredWell/Kuwa,172,46002,local,2016
Not Stated Source of Water,10,46002,local,2016
Other Source of water,95,46002,local,2016
River/Stream,63,46002,local,2016
Sprout Water,383,46002,local,2016
Tap/Piped,4344,46002,local,2016
Tubewell/HandPump,2,46002,local,2016
Uncovered Well/Kuwa,246,46002,local,2016
CoveredWell/Kuwa,53,46004,local,2016
Not Stated Source of Water,6,46004,local,2016
Other Source of water,1,46004,local,2016
River/Stream,16,46004,local,2016
Sprout Water,144,46004,local,2016
Tap/Piped,4923,46004,local,2016
Tubewell/HandPump,1,46004,local,2016
Uncovered Well/Kuwa,122,46004,local,2016
CoveredWell/Kuwa,98,46007,local,2016
Not Stated Source of Water,19,46007,local,2016
Other Source of water,0,46007,local,2016
River/Stream,39,46007,local,2016
Sprout Water,306,46007,local,2016
Tap/Piped,4186,46007,local,2016
Tubewell/HandPump,3,46007,local,2016
Uncovered Well/Kuwa,206,46007,local,2016
CoveredWell/Kuwa,28,46009,local,2016
Not Stated Source of Water,22,46009,local,2016
Other Source of water,24,46009,local,2016
River/Stream,98,46009,local,2016
Sprout Water,466,46009,local,2016
Tap/Piped,6171,46009,local,2016
Tubewell/HandPump,1,46009,local,2016
Uncovered Well/Kuwa,265,46009,local,2016
CoveredWell/Kuwa,53,46005,local,2016
Not Stated Source of Water,4,46005,local,2016
Other Source of water,1,46005,local,2016
