foundation type,total,geo_code,geo_level
Cement Bonded Bricks/Stone,2112,75007,local
Mud Bonded Bricks/Stone,21898,75007,local
Not Stated about House,126,75007,local
Others,58,75007,local
Rcc with Pillar,346,75007,local
Wooden Pillar,64,75007,local
Cement Bonded Bricks/Stone,1079,13,district
Mud Bonded Bricks/Stone,22840,13,district
Not Stated about House,180,13,district
Others,17,13,district
Rcc with Pillar,482,13,district
Wooden Pillar,2425,13,district
Cement Bonded Bricks/Stone,1079,73006,local
Mud Bonded Bricks/Stone,22840,73006,local
Not Stated about House,180,73006,local
Others,17,73006,local
Rcc with Pillar,482,73006,local
Wooden Pillar,2425,73006,local
Cement Bonded Bricks/Stone,1079,73005,local
Mud Bonded Bricks/Stone,22840,73005,local
Not Stated about House,180,73005,local
Others,17,73005,local
Rcc with Pillar,482,73005,local
Wooden Pillar,2425,73005,local
Cement Bonded Bricks/Stone,1079,73007,local
Mud Bonded Bricks/Stone,22840,73007,local
Not Stated about House,180,73007,local
Others,17,73007,local
Rcc with Pillar,482,73007,local
Wooden Pillar,2425,73007,local
Cement Bonded Bricks/Stone,1079,73002,local
Mud Bonded Bricks/Stone,22840,73002,local
Not Stated about House,180,73002,local
Others,17,73002,local
Rcc with Pillar,482,73002,local
Wooden Pillar,2425,73002,local
Cement Bonded Bricks/Stone,1079,73001,local
Mud Bonded Bricks/Stone,22840,73001,local
Not Stated about House,180,73001,local
Others,17,73001,local
Rcc with Pillar,482,73001,local
Wooden Pillar,2425,73001,local
Cement Bonded Bricks/Stone,1079,73004,local
Mud Bonded Bricks/Stone,22840,73004,local
Not Stated about House,180,73004,local
Others,17,73004,local
Rcc with Pillar,482,73004,local
Wooden Pillar,2425,73004,local
Cement Bonded Bricks/Stone,1079,73003,local
Mud Bonded Bricks/Stone,22840,73003,local
Not Stated about House,180,73003,local
Others,17,73003,local
Rcc with Pillar,482,73003,local
Wooden Pillar,2425,73003,local
Cement Bonded Bricks/Stone,105,06,district
Mud Bonded Bricks/Stone,24208,06,district
Not Stated about House,226,06,district
Others,112,06,district
Rcc with Pillar,4,06,district
Wooden Pillar,233,06,district
Cement Bonded Bricks/Stone,105,67002,local
Mud Bonded Bricks/Stone,24208,67002,local
Not Stated about House,226,67002,local
Others,112,67002,local
Rcc with Pillar,4,67002,local
Wooden Pillar,233,67002,local
Cement Bonded Bricks/Stone,105,67006,local
Mud Bonded Bricks/Stone,24208,67006,local
Not Stated about House,226,67006,local
Others,112,67006,local
Rcc with Pillar,4,67006,local
Wooden Pillar,233,67006,local
Cement Bonded Bricks/Stone,105,67009,local
Mud Bonded Bricks/Stone,24208,67009,local
Not Stated about House,226,67009,local
Others,112,67009,local
Rcc with Pillar,4,67009,local
Wooden Pillar,233,67009,local
Cement Bonded Bricks/Stone,105,67007,local
Mud Bonded Bricks/Stone,24208,67007,local
Not Stated about House,226,67007,local
Others,112,67007,local
Rcc with Pillar,4,67007,local
Wooden Pillar,233,67007,local
Cement Bonded Bricks/Stone,105,67008,local
Mud Bonded Bricks/Stone,24208,67008,local
Not Stated about House,226,67008,local
Others,112,67008,local
Rcc with Pillar,4,67008,local
Wooden Pillar,233,67008,local
Cement Bonded Bricks/Stone,105,67003,local
Mud Bonded Bricks/Stone,24208,67003,local
Not Stated about House,226,67003,local
Others,112,67003,local
Rcc with Pillar,4,67003,local
Wooden Pillar,233,67003,local
Cement Bonded Bricks/Stone,105,67005,local
Mud Bonded Bricks/Stone,24208,67005,local
Not Stated about House,226,67005,local
Others,112,67005,local
Rcc with Pillar,4,67005,local
Wooden Pillar,233,67005,local
Cement Bonded Bricks/Stone,105,67004,local
Mud Bonded Bricks/Stone,24208,67004,local
Not Stated about House,226,67004,local
Others,112,67004,local
Rcc with Pillar,4,67004,local
Wooden Pillar,233,67004,local
Cement Bonded Bricks/Stone,105,67001,local
Mud Bonded Bricks/Stone,24208,67001,local
Not Stated about House,226,67001,local
Others,112,67001,local
Rcc with Pillar,4,67001,local
Wooden Pillar,233,67001,local
Cement Bonded Bricks/Stone,27893,30,district
Mud Bonded Bricks/Stone,23151,30,district
Not Stated about House,973,30,district
Others,985,30,district
Rcc with Pillar,3442,30,district
Wooden Pillar,85969,30,district
Cement Bonded Bricks/Stone,27893,71004,local
Mud Bonded Bricks/Stone,23151,71004,local
Not Stated about House,973,71004,local
Others,985,71004,local
Rcc with Pillar,3442,71004,local
Wooden Pillar,85969,71004,local
Cement Bonded Bricks/Stone,27893,71012,local
Mud Bonded Bricks/Stone,23151,71012,local
Not Stated about House,973,71012,local
Others,985,71012,local
Rcc with Pillar,3442,71012,local
Wooden Pillar,85969,71012,local
Cement Bonded Bricks/Stone,27893,71009,local
Mud Bonded Bricks/Stone,23151,71009,local
Not Stated about House,973,71009,local
Others,985,71009,local
Rcc with Pillar,3442,71009,local
Wooden Pillar,85969,71009,local
Cement Bonded Bricks/Stone,27893,71013,local
Mud Bonded Bricks/Stone,23151,71013,local
Not Stated about House,973,71013,local
Others,985,71013,local
Rcc with Pillar,3442,71013,local
Wooden Pillar,85969,71013,local
Cement Bonded Bricks/Stone,27893,71001,local
Mud Bonded Bricks/Stone,23151,71001,local
Not Stated about House,973,71001,local
Others,985,71001,local
Rcc with Pillar,3442,71001,local
Wooden Pillar,85969,71001,local
Cement Bonded Bricks/Stone,27893,71007,local
Mud Bonded Bricks/Stone,23151,71007,local
Not Stated about House,973,71007,local
Others,985,71007,local
Rcc with Pillar,3442,71007,local
Wooden Pillar,85969,71007,local
Cement Bonded Bricks/Stone,27893,71011,local
Mud Bonded Bricks/Stone,23151,71011,local
Not Stated about House,973,71011,local
Others,985,71011,local
Rcc with Pillar,3442,71011,local
Wooden Pillar,85969,71011,local
Cement Bonded Bricks/Stone,27893,71002,local
Mud Bonded Bricks/Stone,23151,71002,local
Not Stated about House,973,71002,local
Others,985,71002,local
Rcc with Pillar,3442,71002,local
Wooden Pillar,85969,71002,local
Cement Bonded Bricks/Stone,27893,71003,local
Mud Bonded Bricks/Stone,23151,71003,local
Not Stated about House,973,71003,local
Others,985,71003,local
Rcc with Pillar,3442,71003,local
Wooden Pillar,85969,71003,local
Cement Bonded Bricks/Stone,27893,71006,local
Mud Bonded Bricks/Stone,23151,71006,local
Not Stated about House,973,71006,local
Others,985,71006,local
Rcc with Pillar,3442,71006,local
Wooden Pillar,85969,71006,local
Cement Bonded Bricks/Stone,27893,71005,local
Mud Bonded Bricks/Stone,23151,71005,local
Not Stated about House,973,71005,local
Others,985,71005,local
Rcc with Pillar,3442,71005,local
Wooden Pillar,85969,71005,local
Cement Bonded Bricks/Stone,27893,71010,local
Mud Bonded Bricks/Stone,23151,71010,local
Not Stated about House,973,71010,local
Others,985,71010,local
Rcc with Pillar,3442,71010,local
Wooden Pillar,85969,71010,local
Cement Bonded Bricks/Stone,27893,71008,local
Mud Bonded Bricks/Stone,23151,71008,local
Not Stated about House,973,71008,local
Others,985,71008,local
Rcc with Pillar,3442,71008,local
Wooden Pillar,85969,71008,local
Cement Bonded Bricks/Stone,684,22,district
Mud Bonded Bricks/Stone,39049,22,district
Not Stated about House,284,22,district
Others,47,22,district
Rcc with Pillar,74,22,district
Wooden Pillar,1245,22,district
Cement Bonded Bricks/Stone,684,70007,local
Mud Bonded Bricks/Stone,39049,70007,local
Not Stated about House,284,70007,local
Others,47,70007,local
Rcc with Pillar,74,70007,local
Wooden Pillar,1245,70007,local
Cement Bonded Bricks/Stone,684,70004,local
Mud Bonded Bricks/Stone,39049,70004,local
Not Stated about House,284,70004,local
Others,47,70004,local
Rcc with Pillar,74,70004,local
Wooden Pillar,1245,70004,local
Cement Bonded Bricks/Stone,684,70001,local
Mud Bonded Bricks/Stone,39049,70001,local
Not Stated about House,284,70001,local
Others,47,70001,local
Rcc with Pillar,74,70001,local
Wooden Pillar,1245,70001,local
Cement Bonded Bricks/Stone,684,70002,local
Mud Bonded Bricks/Stone,39049,70002,local
Not Stated about House,284,70002,local
Others,47,70002,local
Rcc with Pillar,74,70002,local
Wooden Pillar,1245,70002,local
Cement Bonded Bricks/Stone,684,70006,local
Mud Bonded Bricks/Stone,39049,70006,local
Not Stated about House,284,70006,local
Others,47,70006,local
Rcc with Pillar,74,70006,local
Wooden Pillar,1245,70006,local
Cement Bonded Bricks/Stone,684,70008,local
Mud Bonded Bricks/Stone,39049,70008,local
Not Stated about House,284,70008,local
Others,47,70008,local
Rcc with Pillar,74,70008,local
Wooden Pillar,1245,70008,local
Cement Bonded Bricks/Stone,684,70003,local
Mud Bonded Bricks/Stone,39049,70003,local
Not Stated about House,284,70003,local
Others,47,70003,local
Rcc with Pillar,74,70003,local
Wooden Pillar,1245,70003,local
Cement Bonded Bricks/Stone,684,70009,local
Mud Bonded Bricks/Stone,39049,70009,local
Not Stated about House,284,70009,local
Others,47,70009,local
Rcc with Pillar,74,70009,local
Wooden Pillar,1245,70009,local
Cement Bonded Bricks/Stone,684,70005,local
Mud Bonded Bricks/Stone,39049,70005,local
Not Stated about House,284,70005,local
Others,47,70005,local
Rcc with Pillar,74,70005,local
Wooden Pillar,1245,70005,local
Cement Bonded Bricks/Stone,441,01,district
Mud Bonded Bricks/Stone,47212,01,district
Not Stated about House,396,01,district
Others,27,01,district
Rcc with Pillar,12,01,district
Wooden Pillar,230,01,district
Cement Bonded Bricks/Stone,441,69006,local
Mud Bonded Bricks/Stone,47212,69006,local
Not Stated about House,396,69006,local
Others,27,69006,local
Rcc with Pillar,12,69006,local
Wooden Pillar,230,69006,local
Cement Bonded Bricks/Stone,441,69004,local
Mud Bonded Bricks/Stone,47212,69004,local
Not Stated about House,396,69004,local
Others,27,69004,local
Rcc with Pillar,12,69004,local
Wooden Pillar,230,69004,local
Cement Bonded Bricks/Stone,441,69010,local
Mud Bonded Bricks/Stone,47212,69010,local
Not Stated about House,396,69010,local
Others,27,69010,local
Rcc with Pillar,12,69010,local
Wooden Pillar,230,69010,local
Cement Bonded Bricks/Stone,441,69005,local
Mud Bonded Bricks/Stone,47212,69005,local
Not Stated about House,396,69005,local
Others,27,69005,local
Rcc with Pillar,12,69005,local
Wooden Pillar,230,69005,local
Cement Bonded Bricks/Stone,441,69008,local
Mud Bonded Bricks/Stone,47212,69008,local
Not Stated about House,396,69008,local
Others,27,69008,local
Rcc with Pillar,12,69008,local
Wooden Pillar,230,69008,local
Cement Bonded Bricks/Stone,441,69001,local
Mud Bonded Bricks/Stone,47212,69001,local
Not Stated about House,396,69001,local
Others,27,69001,local
Rcc with Pillar,12,69001,local
Wooden Pillar,230,69001,local
Cement Bonded Bricks/Stone,441,69003,local
Mud Bonded Bricks/Stone,47212,69003,local
Not Stated about House,396,69003,local
Others,27,69003,local
Rcc with Pillar,12,69003,local
Wooden Pillar,230,69003,local
Cement Bonded Bricks/Stone,441,69009,local
Mud Bonded Bricks/Stone,47212,69009,local
Not Stated about House,396,69009,local
Others,27,69009,local
Rcc with Pillar,12,69009,local
Wooden Pillar,230,69009,local
Cement Bonded Bricks/Stone,441,69007,local
Mud Bonded Bricks/Stone,47212,69007,local
Not Stated about House,396,69007,local
Others,27,69007,local
Rcc with Pillar,12,69007,local
Wooden Pillar,230,69007,local
Cement Bonded Bricks/Stone,441,69002,local
Mud Bonded Bricks/Stone,47212,69002,local
Not Stated about House,396,69002,local
Others,27,69002,local
Rcc with Pillar,12,69002,local
Wooden Pillar,230,69002,local
Cement Bonded Bricks/Stone,197,05,district
Mud Bonded Bricks/Stone,32922,05,district
Not Stated about House,422,05,district
Others,1,05,district
Rcc with Pillar,16,05,district
Wooden Pillar,215,05,district
Cement Bonded Bricks/Stone,197,68011,local
Mud Bonded Bricks/Stone,32922,68011,local
Not Stated about House,422,68011,local
Others,1,68011,local
Rcc with Pillar,16,68011,local
Wooden Pillar,215,68011,local
Cement Bonded Bricks/Stone,197,68007,local
Mud Bonded Bricks/Stone,32922,68007,local
Not Stated about House,422,68007,local
Others,1,68007,local
Rcc with Pillar,16,68007,local
Wooden Pillar,215,68007,local
Cement Bonded Bricks/Stone,197,68010,local
Mud Bonded Bricks/Stone,32922,68010,local
Not Stated about House,422,68010,local
Others,1,68010,local
Rcc with Pillar,16,68010,local
Wooden Pillar,215,68010,local
Cement Bonded Bricks/Stone,197,68012,local
Mud Bonded Bricks/Stone,32922,68012,local
Not Stated about House,422,68012,local
Others,1,68012,local
Rcc with Pillar,16,68012,local
Wooden Pillar,215,68012,local
Cement Bonded Bricks/Stone,197,68002,local
Mud Bonded Bricks/Stone,32922,68002,local
Not Stated about House,422,68002,local
Others,1,68002,local
Rcc with Pillar,16,68002,local
Wooden Pillar,215,68002,local
Cement Bonded Bricks/Stone,197,68001,local
Mud Bonded Bricks/Stone,32922,68001,local
Not Stated about House,422,68001,local
Others,1,68001,local
Rcc with Pillar,16,68001,local
Wooden Pillar,215,68001,local
Cement Bonded Bricks/Stone,197,68004,local
Mud Bonded Bricks/Stone,32922,68004,local
Not Stated about House,422,68004,local
Others,1,68004,local
Rcc with Pillar,16,68004,local
Wooden Pillar,215,68004,local
Cement Bonded Bricks/Stone,197,68005,local
Mud Bonded Bricks/Stone,32922,68005,local
Not Stated about House,422,68005,local
Others,1,68005,local
Rcc with Pillar,16,68005,local
Wooden Pillar,215,68005,local
Cement Bonded Bricks/Stone,197,68009,local
Mud Bonded Bricks/Stone,32922,68009,local
Not Stated about House,422,68009,local
Others,1,68009,local
Rcc with Pillar,16,68009,local
Wooden Pillar,215,68009,local
Cement Bonded Bricks/Stone,197,68003,local
Mud Bonded Bricks/Stone,32922,68003,local
Not Stated about House,422,68003,local
Others,1,68003,local
Rcc with Pillar,16,68003,local
Wooden Pillar,215,68003,local
Cement Bonded Bricks/Stone,197,68006,local
Mud Bonded Bricks/Stone,32922,68006,local
Not Stated about House,422,68006,local
Others,1,68006,local
Rcc with Pillar,16,68006,local
Wooden Pillar,215,68006,local
Cement Bonded Bricks/Stone,197,68008,local
Mud Bonded Bricks/Stone,32922,68008,local
Not Stated about House,422,68008,local
Others,1,68008,local
Rcc with Pillar,16,68008,local
Wooden Pillar,215,68008,local
Cement Bonded Bricks/Stone,25500,32,district
Mud Bonded Bricks/Stone,11435,32,district
Not Stated about House,943,32,district
Others,175,32,district
Rcc with Pillar,1261,32,district
Wooden Pillar,42820,32,district
Cement Bonded Bricks/Stone,25500,72007,local
Mud Bonded Bricks/Stone,11435,72007,local
Not Stated about House,943,72007,local
Others,175,72007,local
Rcc with Pillar,1261,72007,local
Wooden Pillar,42820,72007,local
Cement Bonded Bricks/Stone,25500,72005,local
Mud Bonded Bricks/Stone,11435,72005,local
Not Stated about House,943,72005,local
Others,175,72005,local
Rcc with Pillar,1261,72005,local
Wooden Pillar,42820,72005,local
Cement Bonded Bricks/Stone,25500,72001,local
Mud Bonded Bricks/Stone,11435,72001,local
Not Stated about House,943,72001,local
Others,175,72001,local
Rcc with Pillar,1261,72001,local
Wooden Pillar,42820,72001,local
Cement Bonded Bricks/Stone,25500,72009,local
Mud Bonded Bricks/Stone,11435,72009,local
Not Stated about House,943,72009,local
Others,175,72009,local
Rcc with Pillar,1261,72009,local
Wooden Pillar,42820,72009,local
Cement Bonded Bricks/Stone,25500,72002,local
Mud Bonded Bricks/Stone,11435,72002,local
Not Stated about House,943,72002,local
Others,175,72002,local
Rcc with Pillar,1261,72002,local
Wooden Pillar,42820,72002,local
Cement Bonded Bricks/Stone,25500,72006,local
Mud Bonded Bricks/Stone,11435,72006,local
Not Stated about House,943,72006,local
Others,175,72006,local
Rcc with Pillar,1261,72006,local
Wooden Pillar,42820,72006,local
Cement Bonded Bricks/Stone,25500,72008,local
Mud Bonded Bricks/Stone,11435,72008,local
Not Stated about House,943,72008,local
Others,175,72008,local
Rcc with Pillar,1261,72008,local
Wooden Pillar,42820,72008,local
Cement Bonded Bricks/Stone,25500,72003,local
Mud Bonded Bricks/Stone,11435,72003,local
Not Stated about House,943,72003,local
Others,175,72003,local
Rcc with Pillar,1261,72003,local
Wooden Pillar,42820,72003,local
Cement Bonded Bricks/Stone,25500,72004,local
Mud Bonded Bricks/Stone,11435,72004,local
Not Stated about House,943,72004,local
Others,175,72004,local
Rcc with Pillar,1261,72004,local
Wooden Pillar,42820,72004,local
Cement Bonded Bricks/Stone,138197,1,province
Mud Bonded Bricks/Stone,339653,1,province
Not Stated about House,6283,1,province
Others,66488,1,province
Rcc with Pillar,89901,1,province
Wooden Pillar,351228,1,province
Cement Bonded Bricks/Stone,37822,69,district
Mud Bonded Bricks/Stone,8196,69,district
Not Stated about House,1390,69,district
Others,17719,69,district
Rcc with Pillar,28471,69,district
Wooden Pillar,68681,69,district
Cement Bonded Bricks/Stone,37822,6001,local
Mud Bonded Bricks/Stone,8196,6001,local
Not Stated about House,1390,6001,local
Others,17719,6001,local
Rcc with Pillar,28471,6001,local
Wooden Pillar,68681,6001,local
Cement Bonded Bricks/Stone,37822,6007,local
Mud Bonded Bricks/Stone,8196,6007,local
Not Stated about House,1390,6007,local
Others,17719,6007,local
Rcc with Pillar,28471,6007,local
Wooden Pillar,68681,6007,local
Cement Bonded Bricks/Stone,37822,6012,local
Mud Bonded Bricks/Stone,8196,6012,local
Not Stated about House,1390,6012,local
Others,17719,6012,local
Rcc with Pillar,28471,6012,local
Wooden Pillar,68681,6012,local
Cement Bonded Bricks/Stone,37822,6002,local
Mud Bonded Bricks/Stone,8196,6002,local
Not Stated about House,1390,6002,local
Others,17719,6002,local
Rcc with Pillar,28471,6002,local
Wooden Pillar,68681,6002,local
Cement Bonded Bricks/Stone,37822,6004,local
Mud Bonded Bricks/Stone,8196,6004,local
Not Stated about House,1390,6004,local
Others,17719,6004,local
Rcc with Pillar,28471,6004,local
Wooden Pillar,68681,6004,local
Cement Bonded Bricks/Stone,37822,6008,local
Mud Bonded Bricks/Stone,8196,6008,local
Not Stated about House,1390,6008,local
Others,17719,6008,local
Rcc with Pillar,28471,6008,local
Wooden Pillar,68681,6008,local
Cement Bonded Bricks/Stone,37822,6003,local
Mud Bonded Bricks/Stone,8196,6003,local
Not Stated about House,1390,6003,local
Others,17719,6003,local
Rcc with Pillar,28471,6003,local
Wooden Pillar,68681,6003,local
Cement Bonded Bricks/Stone,37822,6011,local
Mud Bonded Bricks/Stone,8196,6011,local
Not Stated about House,1390,6011,local
Others,17719,6011,local
Rcc with Pillar,28471,6011,local
Wooden Pillar,68681,6011,local
Cement Bonded Bricks/Stone,37822,6009,local
Mud Bonded Bricks/Stone,8196,6009,local
Not Stated about House,1390,6009,local
Others,17719,6009,local
Rcc with Pillar,28471,6009,local
Wooden Pillar,68681,6009,local
Cement Bonded Bricks/Stone,37822,6010,local
Mud Bonded Bricks/Stone,8196,6010,local
Not Stated about House,1390,6010,local
Others,17719,6010,local
Rcc with Pillar,28471,6010,local
Wooden Pillar,68681,6010,local
Cement Bonded Bricks/Stone,37822,6005,local
Mud Bonded Bricks/Stone,8196,6005,local
Not Stated about House,1390,6005,local
Others,17719,6005,local
Rcc with Pillar,28471,6005,local
Wooden Pillar,68681,6005,local
Cement Bonded Bricks/Stone,37822,6006,local
Mud Bonded Bricks/Stone,8196,6006,local
Not Stated about House,1390,6006,local
Others,17719,6006,local
Rcc with Pillar,28471,6006,local
Wooden Pillar,68681,6006,local
Cement Bonded Bricks/Stone,41139,28,district
Mud Bonded Bricks/Stone,6195,28,district
Not Stated about House,1185,28,district
Others,17181,28,district
Rcc with Pillar,31716,28,district
Wooden Pillar,86968,28,district
Cement Bonded Bricks/Stone,41139,4011,local
Mud Bonded Bricks/Stone,6195,4011,local
Not Stated about House,1185,4011,local
Others,17181,4011,local
Rcc with Pillar,31716,4011,local
Wooden Pillar,86968,4011,local
Cement Bonded Bricks/Stone,41139,4015,local
Mud Bonded Bricks/Stone,6195,4015,local
Not Stated about House,1185,4015,local
Others,17181,4015,local
Rcc with Pillar,31716,4015,local
Wooden Pillar,86968,4015,local
Cement Bonded Bricks/Stone,41139,4009,local
Mud Bonded Bricks/Stone,6195,4009,local
Not Stated about House,1185,4009,local
Others,17181,4009,local
Rcc with Pillar,31716,4009,local
Wooden Pillar,86968,4009,local
Cement Bonded Bricks/Stone,41139,4013,local
Mud Bonded Bricks/Stone,6195,4013,local
Not Stated about House,1185,4013,local
Others,17181,4013,local
Rcc with Pillar,31716,4013,local
Wooden Pillar,86968,4013,local
Cement Bonded Bricks/Stone,41139,4008,local
Mud Bonded Bricks/Stone,6195,4008,local
Not Stated about House,1185,4008,local
Others,17181,4008,local
Rcc with Pillar,31716,4008,local
Wooden Pillar,86968,4008,local
Cement Bonded Bricks/Stone,41139,4003,local
Mud Bonded Bricks/Stone,6195,4003,local
Not Stated about House,1185,4003,local
Others,17181,4003,local
Rcc with Pillar,31716,4003,local
Wooden Pillar,86968,4003,local
Cement Bonded Bricks/Stone,41139,4006,local
Mud Bonded Bricks/Stone,6195,4006,local
Not Stated about House,1185,4006,local
Others,17181,4006,local
Rcc with Pillar,31716,4006,local
Wooden Pillar,86968,4006,local
Cement Bonded Bricks/Stone,41139,4010,local
Mud Bonded Bricks/Stone,6195,4010,local
Not Stated about House,1185,4010,local
Others,17181,4010,local
Rcc with Pillar,31716,4010,local
Wooden Pillar,86968,4010,local
Cement Bonded Bricks/Stone,41139,4014,local
Mud Bonded Bricks/Stone,6195,4014,local
Not Stated about House,1185,4014,local
Others,17181,4014,local
Rcc with Pillar,31716,4014,local
Wooden Pillar,86968,4014,local
Cement Bonded Bricks/Stone,41139,4012,local
Mud Bonded Bricks/Stone,6195,4012,local
Not Stated about House,1185,4012,local
Others,17181,4012,local
Rcc with Pillar,31716,4012,local
Wooden Pillar,86968,4012,local
Cement Bonded Bricks/Stone,41139,4001,local
Mud Bonded Bricks/Stone,6195,4001,local
Not Stated about House,1185,4001,local
Others,17181,4001,local
Rcc with Pillar,31716,4001,local
Wooden Pillar,86968,4001,local
Cement Bonded Bricks/Stone,41139,4004,local
Mud Bonded Bricks/Stone,6195,4004,local
Not Stated about House,1185,4004,local
Others,17181,4004,local
Rcc with Pillar,31716,4004,local
Wooden Pillar,86968,4004,local
Cement Bonded Bricks/Stone,41139,4002,local
Mud Bonded Bricks/Stone,6195,4002,local
Not Stated about House,1185,4002,local
Others,17181,4002,local
Rcc with Pillar,31716,4002,local
Wooden Pillar,86968,4002,local
Cement Bonded Bricks/Stone,41139,4005,local
Mud Bonded Bricks/Stone,6195,4005,local
Not Stated about House,1185,4005,local
Others,17181,4005,local
Rcc with Pillar,31716,4005,local
Wooden Pillar,86968,4005,local
Cement Bonded Bricks/Stone,41139,4007,local
Mud Bonded Bricks/Stone,6195,4007,local
Not Stated about House,1185,4007,local
Others,17181,4007,local
Rcc with Pillar,31716,4007,local
Wooden Pillar,86968,4007,local
Cement Bonded Bricks/Stone,130,11,district
Mud Bonded Bricks/Stone,36207,11,district
Not Stated about House,81,11,district
Others,208,11,district
Rcc with Pillar,15,11,district
Wooden Pillar,2752,11,district
Cement Bonded Bricks/Stone,130,10003,local
Mud Bonded Bricks/Stone,36207,10003,local
Not Stated about House,81,10003,local
Others,208,10003,local
Rcc with Pillar,15,10003,local
Wooden Pillar,2752,10003,local
Cement Bonded Bricks/Stone,130,10008,local
Mud Bonded Bricks/Stone,36207,10008,local
Not Stated about House,81,10008,local
Others,208,10008,local
Rcc with Pillar,15,10008,local
Wooden Pillar,2752,10008,local
Cement Bonded Bricks/Stone,130,10007,local
Mud Bonded Bricks/Stone,36207,10007,local
Not Stated about House,81,10007,local
Others,208,10007,local
Rcc with Pillar,15,10007,local
Wooden Pillar,2752,10007,local
Cement Bonded Bricks/Stone,130,10005,local
Mud Bonded Bricks/Stone,36207,10005,local
Not Stated about House,81,10005,local
Others,208,10005,local
Rcc with Pillar,15,10005,local
Wooden Pillar,2752,10005,local
Cement Bonded Bricks/Stone,130,10001,local
Mud Bonded Bricks/Stone,36207,10001,local
Not Stated about House,81,10001,local
Others,208,10001,local
Rcc with Pillar,15,10001,local
Wooden Pillar,2752,10001,local
Cement Bonded Bricks/Stone,130,10002,local
Mud Bonded Bricks/Stone,36207,10002,local
Not Stated about House,81,10002,local
Others,208,10002,local
Rcc with Pillar,15,10002,local
Wooden Pillar,2752,10002,local
Cement Bonded Bricks/Stone,130,10004,local
Mud Bonded Bricks/Stone,36207,10004,local
Not Stated about House,81,10004,local
Others,208,10004,local
Rcc with Pillar,15,10004,local
Wooden Pillar,2752,10004,local
Cement Bonded Bricks/Stone,130,10009,local
Mud Bonded Bricks/Stone,36207,10009,local
Not Stated about House,81,10009,local
Others,208,10009,local
Rcc with Pillar,15,10009,local
Wooden Pillar,2752,10009,local
Cement Bonded Bricks/Stone,130,10006,local
Mud Bonded Bricks/Stone,36207,10006,local
Not Stated about House,81,10006,local
Others,208,10006,local
Rcc with Pillar,15,10006,local
Wooden Pillar,2752,10006,local
Cement Bonded Bricks/Stone,2161,18,district
Mud Bonded Bricks/Stone,28112,18,district
Not Stated about House,135,18,district
Others,335,18,district
Rcc with Pillar,991,18,district
Wooden Pillar,5882,18,district
Cement Bonded Bricks/Stone,2161,7006,local
Mud Bonded Bricks/Stone,28112,7006,local
Not Stated about House,135,7006,local
Others,335,7006,local
Rcc with Pillar,991,7006,local
Wooden Pillar,5882,7006,local
Cement Bonded Bricks/Stone,2161,7004,local
Mud Bonded Bricks/Stone,28112,7004,local
Not Stated about House,135,7004,local
Others,335,7004,local
Rcc with Pillar,991,7004,local
Wooden Pillar,5882,7004,local
Cement Bonded Bricks/Stone,2161,7002,local
Mud Bonded Bricks/Stone,28112,7002,local
Not Stated about House,135,7002,local
Others,335,7002,local
Rcc with Pillar,991,7002,local
Wooden Pillar,5882,7002,local
Cement Bonded Bricks/Stone,2161,7005,local
Mud Bonded Bricks/Stone,28112,7005,local
Not Stated about House,135,7005,local
Others,335,7005,local
Rcc with Pillar,991,7005,local
Wooden Pillar,5882,7005,local
Cement Bonded Bricks/Stone,2161,7003,local
Mud Bonded Bricks/Stone,28112,7003,local
Not Stated about House,135,7003,local
Others,335,7003,local
Rcc with Pillar,991,7003,local
Wooden Pillar,5882,7003,local
Cement Bonded Bricks/Stone,2161,7001,local
Mud Bonded Bricks/Stone,28112,7001,local
Not Stated about House,135,7001,local
Others,335,7001,local
Rcc with Pillar,991,7001,local
Wooden Pillar,5882,7001,local
Cement Bonded Bricks/Stone,2161,7007,local
Mud Bonded Bricks/Stone,28112,7007,local
Not Stated about House,135,7007,local
Others,335,7007,local
Rcc with Pillar,991,7007,local
Wooden Pillar,5882,7007,local
Cement Bonded Bricks/Stone,290,62,district
Mud Bonded Bricks/Stone,26729,62,district
Not Stated about House,183,62,district
Others,624,62,district
Rcc with Pillar,54,62,district
Wooden Pillar,6735,62,district
Cement Bonded Bricks/Stone,290,9004,local
Mud Bonded Bricks/Stone,26729,9004,local
Not Stated about House,183,9004,local
Others,624,9004,local
Rcc with Pillar,54,9004,local
Wooden Pillar,6735,9004,local
Cement Bonded Bricks/Stone,290,9001,local
Mud Bonded Bricks/Stone,26729,9001,local
Not Stated about House,183,9001,local
Others,624,9001,local
Rcc with Pillar,54,9001,local
Wooden Pillar,6735,9001,local
Cement Bonded Bricks/Stone,290,9010,local
Mud Bonded Bricks/Stone,26729,9010,local
Not Stated about House,183,9010,local
Others,624,9010,local
Rcc with Pillar,54,9010,local
Wooden Pillar,6735,9010,local
Cement Bonded Bricks/Stone,290,9007,local
Mud Bonded Bricks/Stone,26729,9007,local
Not Stated about House,183,9007,local
Others,624,9007,local
Rcc with Pillar,54,9007,local
Wooden Pillar,6735,9007,local
Cement Bonded Bricks/Stone,290,9006,local
Mud Bonded Bricks/Stone,26729,9006,local
Not Stated about House,183,9006,local
Others,624,9006,local
Rcc with Pillar,54,9006,local
Wooden Pillar,6735,9006,local
Cement Bonded Bricks/Stone,290,9002,local
