roof type,total,geo_code,geo_level,geo_version
Thatch/Straw Roof,612,04,district,2016
Tile/Slate Roof,42526,04,district,2016
Wood/Planks Roof,13,04,district,2016
Galvanized Iron Plate,33,74005,local,2016
Mud Roof,4,74005,local,2016
Not Stated Roof,14,74005,local,2016
Other Type of Roof,0,74005,local,2016
RCC Roof,57,74005,local,2016
Thatch/Straw Roof,46,74005,local,2016
Tile/Slate Roof,3158,74005,local,2016
Wood/Planks Roof,0,74005,local,2016
Galvanized Iron Plate,19,74008,local,2016
Mud Roof,32,74008,local,2016
Not Stated Roof,15,74008,local,2016
Other Type of Roof,2,74008,local,2016
RCC Roof,8,74008,local,2016
Thatch/Straw Roof,38,74008,local,2016
Tile/Slate Roof,2655,74008,local,2016
Wood/Planks Roof,2,74008,local,2016
Galvanized Iron Plate,35,74010,local,2016
Mud Roof,0,74010,local,2016
Not Stated Roof,35,74010,local,2016
Other Type of Roof,0,74010,local,2016
RCC Roof,26,74010,local,2016
Thatch/Straw Roof,24,74010,local,2016
Tile/Slate Roof,3199,74010,local,2016
Wood/Planks Roof,2,74010,local,2016
Galvanized Iron Plate,39,74009,local,2016
Mud Roof,0,74009,local,2016
Not Stated Roof,41,74009,local,2016
Other Type of Roof,2,74009,local,2016
RCC Roof,10,74009,local,2016
Thatch/Straw Roof,217,74009,local,2016
Tile/Slate Roof,3423,74009,local,2016
Wood/Planks Roof,1,74009,local,2016
Galvanized Iron Plate,86,74007,local,2016
Mud Roof,1,74007,local,2016
Not Stated Roof,44,74007,local,2016
Other Type of Roof,1,74007,local,2016
RCC Roof,27,74007,local,2016
Thatch/Straw Roof,55,74007,local,2016
Tile/Slate Roof,6174,74007,local,2016
Wood/Planks Roof,2,74007,local,2016
Galvanized Iron Plate,24,74003,local,2016
Mud Roof,0,74003,local,2016
Not Stated Roof,34,74003,local,2016
Other Type of Roof,1,74003,local,2016
RCC Roof,79,74003,local,2016
Thatch/Straw Roof,20,74003,local,2016
Tile/Slate Roof,4400,74003,local,2016
Wood/Planks Roof,1,74003,local,2016
Galvanized Iron Plate,21,74004,local,2016
Mud Roof,0,74004,local,2016
Not Stated Roof,32,74004,local,2016
Other Type of Roof,0,74004,local,2016
RCC Roof,33,74004,local,2016
Thatch/Straw Roof,51,74004,local,2016
Tile/Slate Roof,3809,74004,local,2016
Wood/Planks Roof,1,74004,local,2016
Galvanized Iron Plate,102,74001,local,2016
Mud Roof,0,74001,local,2016
Not Stated Roof,48,74001,local,2016
Other Type of Roof,2,74001,local,2016
RCC Roof,651,74001,local,2016
Thatch/Straw Roof,33,74001,local,2016
Tile/Slate Roof,6420,74001,local,2016
Wood/Planks Roof,1,74001,local,2016
Galvanized Iron Plate,42,74002,local,2016
Mud Roof,0,74002,local,2016
Not Stated Roof,15,74002,local,2016
Other Type of Roof,7,74002,local,2016
RCC Roof,102,74002,local,2016
Thatch/Straw Roof,63,74002,local,2016
Tile/Slate Roof,3881,74002,local,2016
Wood/Planks Roof,0,74002,local,2016
Galvanized Iron Plate,180,74006,local,2016
Mud Roof,0,74006,local,2016
Not Stated Roof,48,74006,local,2016
Other Type of Roof,1,74006,local,2016
RCC Roof,63,74006,local,2016
Thatch/Straw Roof,65,74006,local,2016
Tile/Slate Roof,5407,74006,local,2016
Wood/Planks Roof,3,74006,local,2016
Galvanized Iron Plate,649,16,district,2016
Mud Roof,113,16,district,2016
Not Stated Roof,145,16,district,2016
Other Type of Roof,331,16,district,2016
RCC Roof,2363,16,district,2016
Thatch/Straw Roof,718,16,district,2016
Tile/Slate Roof,20271,16,district,2016
Wood/Planks Roof,14,16,district,2016
Galvanized Iron Plate,103,75005,local,2016
Mud Roof,2,75005,local,2016
Not Stated Roof,23,75005,local,2016
Other Type of Roof,63,75005,local,2016
RCC Roof,1838,75005,local,2016
Thatch/Straw Roof,49,75005,local,2016
Tile/Slate Roof,2447,75005,local,2016
Wood/Planks Roof,1,75005,local,2016
Galvanized Iron Plate,60,75009,local,2016
Mud Roof,2,75009,local,2016
Not Stated Roof,36,75009,local,2016
Other Type of Roof,17,75009,local,2016
RCC Roof,143,75009,local,2016
Thatch/Straw Roof,35,75009,local,2016
Tile/Slate Roof,3726,75009,local,2016
Wood/Planks Roof,2,75009,local,2016
Galvanized Iron Plate,17,75001,local,2016
Mud Roof,1,75001,local,2016
Not Stated Roof,1,75001,local,2016
Other Type of Roof,0,75001,local,2016
RCC Roof,0,75001,local,2016
Thatch/Straw Roof,20,75001,local,2016
Tile/Slate Roof,1046,75001,local,2016
Wood/Planks Roof,0,75001,local,2016
Galvanized Iron Plate,68,75008,local,2016
Mud Roof,8,75008,local,2016
Not Stated Roof,15,75008,local,2016
Other Type of Roof,1,75008,local,2016
RCC Roof,21,75008,local,2016
Thatch/Straw Roof,168,75008,local,2016
Tile/Slate Roof,2334,75008,local,2016
Wood/Planks Roof,1,75008,local,2016
Galvanized Iron Plate,170,75002,local,2016
Mud Roof,94,75002,local,2016
Not Stated Roof,12,75002,local,2016
Other Type of Roof,17,75002,local,2016
RCC Roof,73,75002,local,2016
Thatch/Straw Roof,190,75002,local,2016
Tile/Slate Roof,1362,75002,local,2016
Wood/Planks Roof,1,75002,local,2016
Galvanized Iron Plate,70,75004,local,2016
Mud Roof,0,75004,local,2016
Not Stated Roof,18,75004,local,2016
Other Type of Roof,0,75004,local,2016
RCC Roof,59,75004,local,2016
Thatch/Straw Roof,27,75004,local,2016
Tile/Slate Roof,2677,75004,local,2016
Wood/Planks Roof,0,75004,local,2016
Galvanized Iron Plate,48,75006,local,2016
Mud Roof,0,75006,local,2016
Not Stated Roof,9,75006,local,2016
Other Type of Roof,0,75006,local,2016
RCC Roof,170,75006,local,2016
Thatch/Straw Roof,45,75006,local,2016
Tile/Slate Roof,2816,75006,local,2016
Wood/Planks Roof,8,75006,local,2016
Galvanized Iron Plate,44,75003,local,2016
Mud Roof,6,75003,local,2016
Not Stated Roof,21,75003,local,2016
Other Type of Roof,230,75003,local,2016
RCC Roof,41,75003,local,2016
Thatch/Straw Roof,111,75003,local,2016
Tile/Slate Roof,1529,75003,local,2016
Wood/Planks Roof,0,75003,local,2016
Galvanized Iron Plate,69,75007,local,2016
Mud Roof,0,75007,local,2016
Not Stated Roof,10,75007,local,2016
Other Type of Roof,3,75007,local,2016
RCC Roof,18,75007,local,2016
Thatch/Straw Roof,73,75007,local,2016
Tile/Slate Roof,2334,75007,local,2016
Wood/Planks Roof,1,75007,local,2016
Galvanized Iron Plate,2777,13,district,2016
Mud Roof,351,13,district,2016
Not Stated Roof,208,13,district,2016
Other Type of Roof,342,13,district,2016
RCC Roof,1667,13,district,2016
Thatch/Straw Roof,3601,13,district,2016
Tile/Slate Roof,17919,13,district,2016
Wood/Planks Roof,158,13,district,2016
Galvanized Iron Plate,93,73006,local,2016
Mud Roof,0,73006,local,2016
Not Stated Roof,26,73006,local,2016
Other Type of Roof,4,73006,local,2016
RCC Roof,112,73006,local,2016
Thatch/Straw Roof,195,73006,local,2016
Tile/Slate Roof,3700,73006,local,2016
Wood/Planks Roof,2,73006,local,2016
Galvanized Iron Plate,199,73005,local,2016
Mud Roof,0,73005,local,2016
Not Stated Roof,7,73005,local,2016
Other Type of Roof,1,73005,local,2016
RCC Roof,126,73005,local,2016
Thatch/Straw Roof,256,73005,local,2016
Tile/Slate Roof,2480,73005,local,2016
Wood/Planks Roof,1,73005,local,2016
Galvanized Iron Plate,615,73007,local,2016
Mud Roof,346,73007,local,2016
Not Stated Roof,53,73007,local,2016
Other Type of Roof,158,73007,local,2016
RCC Roof,415,73007,local,2016
Thatch/Straw Roof,1477,73007,local,2016
Tile/Slate Roof,2793,73007,local,2016
Wood/Planks Roof,133,73007,local,2016
Galvanized Iron Plate,1046,73002,local,2016
Mud Roof,1,73002,local,2016
Not Stated Roof,15,73002,local,2016
Other Type of Roof,9,73002,local,2016
RCC Roof,55,73002,local,2016
Thatch/Straw Roof,1017,73002,local,2016
Tile/Slate Roof,1132,73002,local,2016
Wood/Planks Roof,5,73002,local,2016
Galvanized Iron Plate,70,73001,local,2016
Mud Roof,0,73001,local,2016
Not Stated Roof,44,73001,local,2016
Other Type of Roof,114,73001,local,2016
RCC Roof,16,73001,local,2016
Thatch/Straw Roof,66,73001,local,2016
Tile/Slate Roof,3000,73001,local,2016
Wood/Planks Roof,1,73001,local,2016
Galvanized Iron Plate,136,73004,local,2016
Mud Roof,2,73004,local,2016
Not Stated Roof,27,73004,local,2016
Other Type of Roof,23,73004,local,2016
RCC Roof,14,73004,local,2016
Thatch/Straw Roof,389,73004,local,2016
Tile/Slate Roof,1868,73004,local,2016
Wood/Planks Roof,3,73004,local,2016
Galvanized Iron Plate,618,73003,local,2016
Mud Roof,2,73003,local,2016
Not Stated Roof,36,73003,local,2016
Other Type of Roof,33,73003,local,2016
RCC Roof,929,73003,local,2016
Thatch/Straw Roof,201,73003,local,2016
Tile/Slate Roof,2946,73003,local,2016
Wood/Planks Roof,13,73003,local,2016
Galvanized Iron Plate,860,06,district,2016
Mud Roof,1610,06,district,2016
Not Stated Roof,244,06,district,2016
Other Type of Roof,201,06,district,2016
RCC Roof,72,06,district,2016
Thatch/Straw Roof,6216,06,district,2016
Tile/Slate Roof,15578,06,district,2016
Wood/Planks Roof,107,06,district,2016
Galvanized Iron Plate,258,67002,local,2016
Mud Roof,2,67002,local,2016
Not Stated Roof,54,67002,local,2016
Other Type of Roof,1,67002,local,2016
RCC Roof,1,67002,local,2016
Thatch/Straw Roof,768,67002,local,2016
Tile/Slate Roof,3135,67002,local,2016
Wood/Planks Roof,58,67002,local,2016
Galvanized Iron Plate,14,67006,local,2016
Mud Roof,625,67006,local,2016
Not Stated Roof,30,67006,local,2016
Other Type of Roof,46,67006,local,2016
RCC Roof,5,67006,local,2016
Thatch/Straw Roof,182,67006,local,2016
Tile/Slate Roof,798,67006,local,2016
Wood/Planks Roof,22,67006,local,2016
Galvanized Iron Plate,18,67009,local,2016
Mud Roof,1,67009,local,2016
Not Stated Roof,27,67009,local,2016
Other Type of Roof,0,67009,local,2016
RCC Roof,4,67009,local,2016
Thatch/Straw Roof,50,67009,local,2016
Tile/Slate Roof,3250,67009,local,2016
Wood/Planks Roof,0,67009,local,2016
Galvanized Iron Plate,22,67007,local,2016
Mud Roof,21,67007,local,2016
Not Stated Roof,4,67007,local,2016
Other Type of Roof,10,67007,local,2016
RCC Roof,0,67007,local,2016
Thatch/Straw Roof,1162,67007,local,2016
Tile/Slate Roof,464,67007,local,2016
Wood/Planks Roof,1,67007,local,2016
Galvanized Iron Plate,26,67008,local,2016
Mud Roof,953,67008,local,2016
Not Stated Roof,22,67008,local,2016
Other Type of Roof,0,67008,local,2016
RCC Roof,1,67008,local,2016
Thatch/Straw Roof,612,67008,local,2016
Tile/Slate Roof,588,67008,local,2016
Wood/Planks Roof,21,67008,local,2016
Galvanized Iron Plate,217,67003,local,2016
Mud Roof,5,67003,local,2016
Not Stated Roof,25,67003,local,2016
Other Type of Roof,113,67003,local,2016
RCC Roof,3,67003,local,2016
Thatch/Straw Roof,1413,67003,local,2016
Tile/Slate Roof,1672,67003,local,2016
Wood/Planks Roof,4,67003,local,2016
Galvanized Iron Plate,8,67005,local,2016
Mud Roof,0,67005,local,2016
Not Stated Roof,6,67005,local,2016
Other Type of Roof,0,67005,local,2016
RCC Roof,2,67005,local,2016
Thatch/Straw Roof,195,67005,local,2016
Tile/Slate Roof,1349,67005,local,2016
Wood/Planks Roof,0,67005,local,2016
Galvanized Iron Plate,81,67004,local,2016
Mud Roof,1,67004,local,2016
Not Stated Roof,41,67004,local,2016
Other Type of Roof,0,67004,local,2016
RCC Roof,2,67004,local,2016
Thatch/Straw Roof,1343,67004,local,2016
Tile/Slate Roof,1706,67004,local,2016
Wood/Planks Roof,0,67004,local,2016
Galvanized Iron Plate,216,67001,local,2016
Mud Roof,2,67001,local,2016
Not Stated Roof,35,67001,local,2016
Other Type of Roof,31,67001,local,2016
RCC Roof,54,67001,local,2016
Thatch/Straw Roof,491,67001,local,2016
Tile/Slate Roof,2616,67001,local,2016
Wood/Planks Roof,1,67001,local,2016
Galvanized Iron Plate,23171,30,district,2016
Mud Roof,0,30,district,2016
Not Stated Roof,1160,30,district,2016
Other Type of Roof,901,30,district,2016
RCC Roof,21458,30,district,2016
Thatch/Straw Roof,18990,30,district,2016
Tile/Slate Roof,75438,30,district,2016
Wood/Planks Roof,1295,30,district,2016
Galvanized Iron Plate,5114,71004,local,2016
Mud Roof,0,71004,local,2016
Not Stated Roof,225,71004,local,2016
Other Type of Roof,129,71004,local,2016
RCC Roof,10664,71004,local,2016
Thatch/Straw Roof,1223,71004,local,2016
Tile/Slate Roof,11580,71004,local,2016
Wood/Planks Roof,208,71004,local,2016
Galvanized Iron Plate,213,71012,local,2016
Mud Roof,0,71012,local,2016
Not Stated Roof,31,71012,local,2016
Other Type of Roof,5,71012,local,2016
RCC Roof,5,71012,local,2016
Thatch/Straw Roof,2937,71012,local,2016
Tile/Slate Roof,662,71012,local,2016
Wood/Planks Roof,116,71012,local,2016
Galvanized Iron Plate,1321,71009,local,2016
Mud Roof,0,71009,local,2016
Not Stated Roof,40,71009,local,2016
Other Type of Roof,51,71009,local,2016
RCC Roof,174,71009,local,2016
Thatch/Straw Roof,630,71009,local,2016
Tile/Slate Roof,4162,71009,local,2016
Wood/Planks Roof,14,71009,local,2016
Galvanized Iron Plate,2433,71013,local,2016
Mud Roof,0,71013,local,2016
Not Stated Roof,125,71013,local,2016
Other Type of Roof,127,71013,local,2016
RCC Roof,3274,71013,local,2016
Thatch/Straw Roof,3012,71013,local,2016
Tile/Slate Roof,6341,71013,local,2016
Wood/Planks Roof,44,71013,local,2016
Galvanized Iron Plate,1056,71001,local,2016
Mud Roof,0,71001,local,2016
Not Stated Roof,33,71001,local,2016
Other Type of Roof,30,71001,local,2016
RCC Roof,429,71001,local,2016
Thatch/Straw Roof,538,71001,local,2016
Tile/Slate Roof,3572,71001,local,2016
Wood/Planks Roof,45,71001,local,2016
Galvanized Iron Plate,1642,71007,local,2016
Mud Roof,0,71007,local,2016
Not Stated Roof,137,71007,local,2016
Other Type of Roof,30,71007,local,2016
RCC Roof,3029,71007,local,2016
Thatch/Straw Roof,939,71007,local,2016
Tile/Slate Roof,9020,71007,local,2016
Wood/Planks Roof,118,71007,local,2016
Galvanized Iron Plate,2464,71011,local,2016
Mud Roof,0,71011,local,2016
Not Stated Roof,126,71011,local,2016
Other Type of Roof,200,71011,local,2016
RCC Roof,1927,71011,local,2016
Thatch/Straw Roof,1802,71011,local,2016
Tile/Slate Roof,8079,71011,local,2016
Wood/Planks Roof,159,71011,local,2016
Galvanized Iron Plate,1657,71002,local,2016
Mud Roof,0,71002,local,2016
Not Stated Roof,73,71002,local,2016
Other Type of Roof,132,71002,local,2016
RCC Roof,211,71002,local,2016
Thatch/Straw Roof,1766,71002,local,2016
Tile/Slate Roof,4857,71002,local,2016
Wood/Planks Roof,21,71002,local,2016
Galvanized Iron Plate,570,71003,local,2016
Mud Roof,0,71003,local,2016
Not Stated Roof,28,71003,local,2016
Other Type of Roof,76,71003,local,2016
RCC Roof,39,71003,local,2016
Thatch/Straw Roof,1767,71003,local,2016
Tile/Slate Roof,870,71003,local,2016
Wood/Planks Roof,12,71003,local,2016
Galvanized Iron Plate,1630,71006,local,2016
Mud Roof,0,71006,local,2016
Not Stated Roof,117,71006,local,2016
Other Type of Roof,30,71006,local,2016
RCC Roof,668,71006,local,2016
Thatch/Straw Roof,1446,71006,local,2016
Tile/Slate Roof,9102,71006,local,2016
Wood/Planks Roof,181,71006,local,2016
Galvanized Iron Plate,1775,71005,local,2016
Mud Roof,0,71005,local,2016
Not Stated Roof,100,71005,local,2016
Other Type of Roof,63,71005,local,2016
RCC Roof,489,71005,local,2016
Thatch/Straw Roof,753,71005,local,2016
Tile/Slate Roof,6651,71005,local,2016
Wood/Planks Roof,241,71005,local,2016
Galvanized Iron Plate,1038,71010,local,2016
Mud Roof,0,71010,local,2016
Not Stated Roof,77,71010,local,2016
Other Type of Roof,6,71010,local,2016
RCC Roof,209,71010,local,2016
Thatch/Straw Roof,807,71010,local,2016
Tile/Slate Roof,5613,71010,local,2016
Wood/Planks Roof,52,71010,local,2016
Galvanized Iron Plate,2258,71008,local,2016
Mud Roof,0,71008,local,2016
Not Stated Roof,48,71008,local,2016
Other Type of Roof,22,71008,local,2016
RCC Roof,340,71008,local,2016
Thatch/Straw Roof,1370,71008,local,2016
Tile/Slate Roof,4929,71008,local,2016
Wood/Planks Roof,84,71008,local,2016
Galvanized Iron Plate,2391,22,district,2016
Mud Roof,32,22,district,2016
Not Stated Roof,364,22,district,2016
Other Type of Roof,114,22,district,2016
RCC Roof,1240,22,district,2016
Thatch/Straw Roof,6312,22,district,2016
Tile/Slate Roof,30907,22,district,2016
Wood/Planks Roof,23,22,district,2016
Galvanized Iron Plate,175,70007,local,2016
Mud Roof,0,70007,local,2016
Not Stated Roof,50,70007,local,2016
Other Type of Roof,1,70007,local,2016
RCC Roof,32,70007,local,2016
Thatch/Straw Roof,791,70007,local,2016
Tile/Slate Roof,3787,70007,local,2016
Wood/Planks Roof,0,70007,local,2016
Galvanized Iron Plate,635,70004,local,2016
Mud Roof,13,70004,local,2016
Not Stated Roof,72,70004,local,2016
Other Type of Roof,75,70004,local,2016
RCC Roof,825,70004,local,2016
Thatch/Straw Roof,109,70004,local,2016
Tile/Slate Roof,5715,70004,local,2016
Wood/Planks Roof,3,70004,local,2016
Galvanized Iron Plate,38,70001,local,2016
Mud Roof,1,70001,local,2016
Not Stated Roof,71,70001,local,2016
Other Type of Roof,3,70001,local,2016
RCC Roof,10,70001,local,2016
Thatch/Straw Roof,85,70001,local,2016
Tile/Slate Roof,4539,70001,local,2016
Wood/Planks Roof,0,70001,local,2016
Galvanized Iron Plate,139,70002,local,2016
Mud Roof,0,70002,local,2016
Not Stated Roof,18,70002,local,2016
Other Type of Roof,4,70002,local,2016
RCC Roof,22,70002,local,2016
Thatch/Straw Roof,1365,70002,local,2016
Tile/Slate Roof,1161,70002,local,2016
Wood/Planks Roof,10,70002,local,2016
Galvanized Iron Plate,118,70006,local,2016
Mud Roof,5,70006,local,2016
Not Stated Roof,37,70006,local,2016
Other Type of Roof,3,70006,local,2016
RCC Roof,8,70006,local,2016
Thatch/Straw Roof,842,70006,local,2016
Tile/Slate Roof,3245,70006,local,2016
Wood/Planks Roof,1,70006,local,2016
Galvanized Iron Plate,19,70008,local,2016
Mud Roof,0,70008,local,2016
Not Stated Roof,44,70008,local,2016
Other Type of Roof,3,70008,local,2016
RCC Roof,3,70008,local,2016
Thatch/Straw Roof,46,70008,local,2016
Tile/Slate Roof,3657,70008,local,2016
Wood/Planks Roof,0,70008,local,2016
Galvanized Iron Plate,19,70003,local,2016
Mud Roof,3,70003,local,2016
Not Stated Roof,16,70003,local,2016
Other Type of Roof,0,70003,local,2016
RCC Roof,8,70003,local,2016
Thatch/Straw Roof,1481,70003,local,2016
Tile/Slate Roof,1598,70003,local,2016
Wood/Planks Roof,5,70003,local,2016
Galvanized Iron Plate,237,70009,local,2016
Mud Roof,7,70009,local,2016
Not Stated Roof,39,70009,local,2016
Other Type of Roof,8,70009,local,2016
RCC Roof,296,70009,local,2016
Thatch/Straw Roof,167,70009,local,2016
Tile/Slate Roof,5911,70009,local,2016
Wood/Planks Roof,0,70009,local,2016
Galvanized Iron Plate,1011,70005,local,2016
Mud Roof,3,70005,local,2016
Not Stated Roof,17,70005,local,2016
Other Type of Roof,17,70005,local,2016
RCC Roof,36,70005,local,2016
Thatch/Straw Roof,1426,70005,local,2016
Tile/Slate Roof,1294,70005,local,2016
Wood/Planks Roof,4,70005,local,2016
Galvanized Iron Plate,2801,01,district,2016
Mud Roof,172,01,district,2016
Not Stated Roof,477,01,district,2016
Other Type of Roof,105,01,district,2016
RCC Roof,395,01,district,2016
Thatch/Straw Roof,11568,01,district,2016
Tile/Slate Roof,32778,01,district,2016
Wood/Planks Roof,22,01,district,2016
Galvanized Iron Plate,34,69006,local,2016
Mud Roof,0,69006,local,2016
Not Stated Roof,69,69006,local,2016
Other Type of Roof,37,69006,local,2016
RCC Roof,2,69006,local,2016
Thatch/Straw Roof,682,69006,local,2016
Tile/Slate Roof,3534,69006,local,2016
Wood/Planks Roof,2,69006,local,2016
Galvanized Iron Plate,218,69004,local,2016
Mud Roof,24,69004,local,2016
Not Stated Roof,52,69004,local,2016
Other Type of Roof,4,69004,local,2016
RCC Roof,5,69004,local,2016
Thatch/Straw Roof,1156,69004,local,2016
Tile/Slate Roof,3017,69004,local,2016
Wood/Planks Roof,6,69004,local,2016
Galvanized Iron Plate,126,69010,local,2016
Mud Roof,63,69010,local,2016
Not Stated Roof,44,69010,local,2016
Other Type of Roof,28,69010,local,2016
RCC Roof,9,69010,local,2016
Thatch/Straw Roof,1641,69010,local,2016
Tile/Slate Roof,2663,69010,local,2016
Wood/Planks Roof,1,69010,local,2016
Galvanized Iron Plate,1114,69005,local,2016
Mud Roof,0,69005,local,2016
Not Stated Roof,27,69005,local,2016
Other Type of Roof,5,69005,local,2016
RCC Roof,168,69005,local,2016
Thatch/Straw Roof,1873,69005,local,2016
Tile/Slate Roof,3417,69005,local,2016
Wood/Planks Roof,0,69005,local,2016
Galvanized Iron Plate,12,69008,local,2016
