main type of cooking fuel,total,geo_code,geo_level,geo_version
KeroseneFuel,5,43005,local,2016
LP Gas,104,43005,local,2016
Not Stated about Fuel,1,43005,local,2016
OthersFuel,0,43005,local,2016
Wood/FireWood,3646,43005,local,2016
Bio-Gas Fuel,8,43006,local,2016
Cow Dung,1,43006,local,2016
Electricity Fuel,0,43006,local,2016
KeroseneFuel,5,43006,local,2016
LP Gas,126,43006,local,2016
Not Stated about Fuel,10,43006,local,2016
OthersFuel,1,43006,local,2016
Wood/FireWood,3947,43006,local,2016
Bio-Gas Fuel,4364,39,district,2016
Cow Dung,59,39,district,2016
Electricity Fuel,53,39,district,2016
KeroseneFuel,149,39,district,2016
LP Gas,7997,39,district,2016
Not Stated about Fuel,150,39,district,2016
OthersFuel,21,39,district,2016
Wood/FireWood,29255,39,district,2016
Bio-Gas Fuel,593,37005,local,2016
Cow Dung,25,37005,local,2016
Electricity Fuel,4,37005,local,2016
KeroseneFuel,9,37005,local,2016
LP Gas,618,37005,local,2016
Not Stated about Fuel,18,37005,local,2016
OthersFuel,3,37005,local,2016
Wood/FireWood,4618,37005,local,2016
Bio-Gas Fuel,1361,37007,local,2016
Cow Dung,5,37007,local,2016
Electricity Fuel,5,37007,local,2016
KeroseneFuel,16,37007,local,2016
LP Gas,256,37007,local,2016
Not Stated about Fuel,22,37007,local,2016
OthersFuel,2,37007,local,2016
Wood/FireWood,3084,37007,local,2016
Bio-Gas Fuel,939,37001,local,2016
Cow Dung,12,37001,local,2016
Electricity Fuel,14,37001,local,2016
KeroseneFuel,50,37001,local,2016
LP Gas,4185,37001,local,2016
Not Stated about Fuel,40,37001,local,2016
OthersFuel,10,37001,local,2016
Wood/FireWood,5172,37001,local,2016
Bio-Gas Fuel,135,37006,local,2016
Cow Dung,3,37006,local,2016
Electricity Fuel,2,37006,local,2016
KeroseneFuel,10,37006,local,2016
LP Gas,361,37006,local,2016
Not Stated about Fuel,10,37006,local,2016
OthersFuel,1,37006,local,2016
Wood/FireWood,3887,37006,local,2016
Bio-Gas Fuel,1120,37008,local,2016
Cow Dung,8,37008,local,2016
Electricity Fuel,18,37008,local,2016
KeroseneFuel,37,37008,local,2016
LP Gas,2397,37008,local,2016
Not Stated about Fuel,39,37008,local,2016
OthersFuel,5,37008,local,2016
Wood/FireWood,3575,37008,local,2016
Bio-Gas Fuel,1,37004,local,2016
Cow Dung,5,37004,local,2016
Electricity Fuel,1,37004,local,2016
KeroseneFuel,4,37004,local,2016
LP Gas,22,37004,local,2016
Not Stated about Fuel,13,37004,local,2016
OthersFuel,0,37004,local,2016
Wood/FireWood,2406,37004,local,2016
Bio-Gas Fuel,53,37003,local,2016
Cow Dung,1,37003,local,2016
Electricity Fuel,4,37003,local,2016
KeroseneFuel,9,37003,local,2016
LP Gas,14,37003,local,2016
Not Stated about Fuel,2,37003,local,2016
OthersFuel,0,37003,local,2016
Wood/FireWood,2507,37003,local,2016
Bio-Gas Fuel,162,37002,local,2016
Cow Dung,0,37002,local,2016
Electricity Fuel,5,37002,local,2016
KeroseneFuel,14,37002,local,2016
LP Gas,144,37002,local,2016
Not Stated about Fuel,6,37002,local,2016
OthersFuel,0,37002,local,2016
Wood/FireWood,4006,37002,local,2016
Bio-Gas Fuel,5376,34,district,2016
Cow Dung,59,34,district,2016
Electricity Fuel,137,34,district,2016
KeroseneFuel,1686,34,district,2016
LP Gas,76676,34,district,2016
Not Stated about Fuel,450,34,district,2016
OthersFuel,288,34,district,2016
Wood/FireWood,40787,34,district,2016
Bio-Gas Fuel,140,40005,local,2016
Cow Dung,2,40005,local,2016
Electricity Fuel,1,40005,local,2016
KeroseneFuel,4,40005,local,2016
LP Gas,113,40005,local,2016
Not Stated about Fuel,5,40005,local,2016
OthersFuel,1,40005,local,2016
Wood/FireWood,3514,40005,local,2016
Bio-Gas Fuel,30,40001,local,2016
Cow Dung,1,40001,local,2016
Electricity Fuel,3,40001,local,2016
KeroseneFuel,10,40001,local,2016
LP Gas,560,40001,local,2016
Not Stated about Fuel,22,40001,local,2016
OthersFuel,0,40001,local,2016
Wood/FireWood,5403,40001,local,2016
Bio-Gas Fuel,57,40003,local,2016
Cow Dung,3,40003,local,2016
Electricity Fuel,0,40003,local,2016
KeroseneFuel,11,40003,local,2016
LP Gas,37,40003,local,2016
Not Stated about Fuel,12,40003,local,2016
OthersFuel,0,40003,local,2016
Wood/FireWood,4388,40003,local,2016
Bio-Gas Fuel,444,40002,local,2016
Cow Dung,0,40002,local,2016
Electricity Fuel,0,40002,local,2016
KeroseneFuel,9,40002,local,2016
LP Gas,294,40002,local,2016
Not Stated about Fuel,27,40002,local,2016
OthersFuel,0,40002,local,2016
Wood/FireWood,4738,40002,local,2016
Bio-Gas Fuel,4705,40004,local,2016
Cow Dung,53,40004,local,2016
Electricity Fuel,133,40004,local,2016
KeroseneFuel,1652,40004,local,2016
LP Gas,75672,40004,local,2016
Not Stated about Fuel,384,40004,local,2016
OthersFuel,287,40004,local,2016
Wood/FireWood,22744,40004,local,2016
Bio-Gas Fuel,0,42,district,2016
Cow Dung,0,42,district,2016
Electricity Fuel,0,42,district,2016
KeroseneFuel,2,42,district,2016
LP Gas,23,42,district,2016
Not Stated about Fuel,5,42,district,2016
OthersFuel,0,42,district,2016
Wood/FireWood,1418,42,district,2016
Bio-Gas Fuel,0,41003,local,2016
Cow Dung,0,41003,local,2016
Electricity Fuel,0,41003,local,2016
KeroseneFuel,1,41003,local,2016
LP Gas,17,41003,local,2016
Not Stated about Fuel,4,41003,local,2016
OthersFuel,0,41003,local,2016
Wood/FireWood,432,41003,local,2016
Bio-Gas Fuel,0,41001,local,2016
Cow Dung,0,41001,local,2016
Electricity Fuel,0,41001,local,2016
KeroseneFuel,0,41001,local,2016
LP Gas,5,41001,local,2016
Not Stated about Fuel,0,41001,local,2016
OthersFuel,0,41001,local,2016
Wood/FireWood,274,41001,local,2016
Bio-Gas Fuel,0,41004,local,2016
Cow Dung,0,41004,local,2016
Electricity Fuel,0,41004,local,2016
KeroseneFuel,1,41004,local,2016
LP Gas,1,41004,local,2016
Not Stated about Fuel,1,41004,local,2016
OthersFuel,0,41004,local,2016
Wood/FireWood,590,41004,local,2016
Bio-Gas Fuel,0,41002,local,2016
Cow Dung,0,41002,local,2016
Electricity Fuel,0,41002,local,2016
KeroseneFuel,0,41002,local,2016
LP Gas,0,41002,local,2016
Not Stated about Fuel,0,41002,local,2016
OthersFuel,0,41002,local,2016
Wood/FireWood,122,41002,local,2016
Bio-Gas Fuel,6639,72,district,2016
Cow Dung,103,72,district,2016
Electricity Fuel,112,72,district,2016
KeroseneFuel,326,72,district,2016
LP Gas,17475,72,district,2016
Not Stated about Fuel,436,72,district,2016
OthersFuel,65,72,district,2016
Wood/FireWood,53130,72,district,2016
Bio-Gas Fuel,198,38006,local,2016
Cow Dung,1,38006,local,2016
Electricity Fuel,2,38006,local,2016
KeroseneFuel,9,38006,local,2016
LP Gas,285,38006,local,2016
Not Stated about Fuel,19,38006,local,2016
OthersFuel,1,38006,local,2016
Wood/FireWood,2920,38006,local,2016
Bio-Gas Fuel,78,38009,local,2016
Cow Dung,7,38009,local,2016
Electricity Fuel,2,38009,local,2016
KeroseneFuel,15,38009,local,2016
LP Gas,119,38009,local,2016
Not Stated about Fuel,20,38009,local,2016
OthersFuel,4,38009,local,2016
Wood/FireWood,4970,38009,local,2016
Bio-Gas Fuel,250,38001,local,2016
Cow Dung,4,38001,local,2016
Electricity Fuel,50,38001,local,2016
KeroseneFuel,14,38001,local,2016
LP Gas,1899,38001,local,2016
Not Stated about Fuel,14,38001,local,2016
OthersFuel,6,38001,local,2016
Wood/FireWood,2674,38001,local,2016
Bio-Gas Fuel,497,38004,local,2016
Cow Dung,6,38004,local,2016
Electricity Fuel,9,38004,local,2016
KeroseneFuel,25,38004,local,2016
LP Gas,1221,38004,local,2016
Not Stated about Fuel,91,38004,local,2016
OthersFuel,3,38004,local,2016
Wood/FireWood,5636,38004,local,2016
Bio-Gas Fuel,2064,38003,local,2016
Cow Dung,40,38003,local,2016
Electricity Fuel,20,38003,local,2016
KeroseneFuel,46,38003,local,2016
LP Gas,1293,38003,local,2016
Not Stated about Fuel,89,38003,local,2016
OthersFuel,8,38003,local,2016
Wood/FireWood,8535,38003,local,2016
Bio-Gas Fuel,313,38002,local,2016
Cow Dung,1,38002,local,2016
Electricity Fuel,6,38002,local,2016
KeroseneFuel,21,38002,local,2016
LP Gas,1049,38002,local,2016
Not Stated about Fuel,30,38002,local,2016
OthersFuel,2,38002,local,2016
Wood/FireWood,3431,38002,local,2016
Bio-Gas Fuel,156,38007,local,2016
Cow Dung,5,38007,local,2016
Electricity Fuel,0,38007,local,2016
KeroseneFuel,19,38007,local,2016
LP Gas,87,38007,local,2016
Not Stated about Fuel,14,38007,local,2016
OthersFuel,1,38007,local,2016
Wood/FireWood,3855,38007,local,2016
Bio-Gas Fuel,1346,38010,local,2016
Cow Dung,8,38010,local,2016
Electricity Fuel,4,38010,local,2016
KeroseneFuel,87,38010,local,2016
LP Gas,3895,38010,local,2016
Not Stated about Fuel,32,38010,local,2016
OthersFuel,10,38010,local,2016
Wood/FireWood,6803,38010,local,2016
Bio-Gas Fuel,1231,38005,local,2016
Cow Dung,18,38005,local,2016
Electricity Fuel,16,38005,local,2016
KeroseneFuel,66,38005,local,2016
LP Gas,6967,38005,local,2016
Not Stated about Fuel,106,38005,local,2016
OthersFuel,24,38005,local,2016
Wood/FireWood,9911,38005,local,2016
Bio-Gas Fuel,506,38008,local,2016
Cow Dung,13,38008,local,2016
Electricity Fuel,3,38008,local,2016
KeroseneFuel,24,38008,local,2016
LP Gas,660,38008,local,2016
Not Stated about Fuel,21,38008,local,2016
OthersFuel,6,38008,local,2016
Wood/FireWood,4395,38008,local,2016
Bio-Gas Fuel,0,45,district,2016
Cow Dung,826,45,district,2016
Electricity Fuel,24,45,district,2016
KeroseneFuel,52,45,district,2016
LP Gas,599,45,district,2016
Not Stated about Fuel,16,45,district,2016
OthersFuel,3,45,district,2016
Wood/FireWood,1785,45,district,2016
Bio-Gas Fuel,0,42001,local,2016
Cow Dung,0,42001,local,2016
Electricity Fuel,4,42001,local,2016
KeroseneFuel,16,42001,local,2016
LP Gas,205,42001,local,2016
Not Stated about Fuel,1,42001,local,2016
OthersFuel,0,42001,local,2016
Wood/FireWood,499,42001,local,2016
Bio-Gas Fuel,0,42004,local,2016
Cow Dung,499,42004,local,2016
Electricity Fuel,0,42004,local,2016
KeroseneFuel,2,42004,local,2016
LP Gas,8,42004,local,2016
Not Stated about Fuel,2,42004,local,2016
OthersFuel,2,42004,local,2016
Wood/FireWood,19,42004,local,2016
Bio-Gas Fuel,0,42005,local,2016
Cow Dung,1,42005,local,2016
Electricity Fuel,9,42005,local,2016
KeroseneFuel,4,42005,local,2016
LP Gas,61,42005,local,2016
Not Stated about Fuel,5,42005,local,2016
OthersFuel,0,42005,local,2016
Wood/FireWood,690,42005,local,2016
Bio-Gas Fuel,0,42002,local,2016
Cow Dung,326,42002,local,2016
Electricity Fuel,0,42002,local,2016
KeroseneFuel,4,42002,local,2016
LP Gas,4,42002,local,2016
Not Stated about Fuel,3,42002,local,2016
OthersFuel,1,42002,local,2016
Wood/FireWood,66,42002,local,2016
Bio-Gas Fuel,0,42003,local,2016
Cow Dung,0,42003,local,2016
Electricity Fuel,11,42003,local,2016
KeroseneFuel,26,42003,local,2016
LP Gas,321,42003,local,2016
Not Stated about Fuel,5,42003,local,2016
OthersFuel,0,42003,local,2016
Wood/FireWood,511,42003,local,2016
Bio-Gas Fuel,151,52,district,2016
Cow Dung,15,52,district,2016
Electricity Fuel,21,52,district,2016
KeroseneFuel,141,52,district,2016
LP Gas,4483,52,district,2016
Not Stated about Fuel,91,52,district,2016
OthersFuel,6,52,district,2016
Wood/FireWood,30790,52,district,2016
Bio-Gas Fuel,1,44004,local,2016
Cow Dung,1,44004,local,2016
Electricity Fuel,0,44004,local,2016
KeroseneFuel,10,44004,local,2016
LP Gas,26,44004,local,2016
Not Stated about Fuel,1,44004,local,2016
OthersFuel,0,44004,local,2016
Wood/FireWood,2190,44004,local,2016
Bio-Gas Fuel,22,44006,local,2016
Cow Dung,1,44006,local,2016
Electricity Fuel,0,44006,local,2016
KeroseneFuel,13,44006,local,2016
LP Gas,174,44006,local,2016
Not Stated about Fuel,3,44006,local,2016
OthersFuel,0,44006,local,2016
Wood/FireWood,3081,44006,local,2016
Bio-Gas Fuel,22,44002,local,2016
Cow Dung,3,44002,local,2016
Electricity Fuel,3,44002,local,2016
KeroseneFuel,18,44002,local,2016
LP Gas,873,44002,local,2016
Not Stated about Fuel,17,44002,local,2016
OthersFuel,2,44002,local,2016
Wood/FireWood,4623,44002,local,2016
Bio-Gas Fuel,20,44007,local,2016
Cow Dung,2,44007,local,2016
Electricity Fuel,0,44007,local,2016
KeroseneFuel,11,44007,local,2016
LP Gas,158,44007,local,2016
Not Stated about Fuel,11,44007,local,2016
OthersFuel,0,44007,local,2016
Wood/FireWood,5681,44007,local,2016
Bio-Gas Fuel,66,44003,local,2016
Cow Dung,3,44003,local,2016
Electricity Fuel,2,44003,local,2016
KeroseneFuel,76,44003,local,2016
LP Gas,2772,44003,local,2016
Not Stated about Fuel,21,44003,local,2016
OthersFuel,3,44003,local,2016
Wood/FireWood,7368,44003,local,2016
Bio-Gas Fuel,11,44001,local,2016
Cow Dung,3,44001,local,2016
Electricity Fuel,0,44001,local,2016
KeroseneFuel,7,44001,local,2016
LP Gas,68,44001,local,2016
Not Stated about Fuel,14,44001,local,2016
OthersFuel,0,44001,local,2016
Wood/FireWood,2838,44001,local,2016
Bio-Gas Fuel,9,44005,local,2016
Cow Dung,2,44005,local,2016
Electricity Fuel,16,44005,local,2016
KeroseneFuel,6,44005,local,2016
LP Gas,412,44005,local,2016
Not Stated about Fuel,24,44005,local,2016
OthersFuel,1,44005,local,2016
Wood/FireWood,5009,44005,local,2016
Bio-Gas Fuel,7116,2,province,2016
Cow Dung,353237,2,province,2016
Electricity Fuel,310,2,province,2016
KeroseneFuel,11832,2,province,2016
LP Gas,54133,2,province,2016
Not Stated about Fuel,11081,2,province,2016
OthersFuel,9222,2,province,2016
Wood/FireWood,485156,2,province,2016
Bio-Gas Fuel,2455,64,district,2016
Cow Dung,34461,64,district,2016
Electricity Fuel,78,64,district,2016
KeroseneFuel,1897,64,district,2016
LP Gas,5272,64,district,2016
Not Stated about Fuel,1464,64,district,2016
OthersFuel,1526,64,district,2016
Wood/FireWood,85650,64,district,2016
Bio-Gas Fuel,4,19020,local,2016
Cow Dung,2524,19020,local,2016
Electricity Fuel,0,19020,local,2016
KeroseneFuel,136,19020,local,2016
LP Gas,15,19020,local,2016
Not Stated about Fuel,40,19020,local,2016
OthersFuel,35,19020,local,2016
Wood/FireWood,1731,19020,local,2016
Bio-Gas Fuel,12,19005,local,2016
Cow Dung,2377,19005,local,2016
Electricity Fuel,1,19005,local,2016
KeroseneFuel,102,19005,local,2016
LP Gas,19,19005,local,2016
Not Stated about Fuel,95,19005,local,2016
OthersFuel,52,19005,local,2016
Wood/FireWood,1350,19005,local,2016
Bio-Gas Fuel,5,19008,local,2016
Cow Dung,1609,19008,local,2016
Electricity Fuel,0,19008,local,2016
KeroseneFuel,82,19008,local,2016
LP Gas,12,19008,local,2016
Not Stated about Fuel,49,19008,local,2016
OthersFuel,64,19008,local,2016
Wood/FireWood,3719,19008,local,2016
Bio-Gas Fuel,10,19016,local,2016
Cow Dung,1719,19016,local,2016
Electricity Fuel,10,19016,local,2016
KeroseneFuel,68,19016,local,2016
LP Gas,29,19016,local,2016
Not Stated about Fuel,35,19016,local,2016
OthersFuel,18,19016,local,2016
Wood/FireWood,2184,19016,local,2016
Bio-Gas Fuel,4,19012,local,2016
Cow Dung,1845,19012,local,2016
Electricity Fuel,1,19012,local,2016
KeroseneFuel,58,19012,local,2016
LP Gas,12,19012,local,2016
Not Stated about Fuel,45,19012,local,2016
OthersFuel,56,19012,local,2016
Wood/FireWood,3883,19012,local,2016
Bio-Gas Fuel,3,19009,local,2016
Cow Dung,1266,19009,local,2016
Electricity Fuel,0,19009,local,2016
KeroseneFuel,74,19009,local,2016
LP Gas,10,19009,local,2016
Not Stated about Fuel,63,19009,local,2016
OthersFuel,171,19009,local,2016
Wood/FireWood,2377,19009,local,2016
Bio-Gas Fuel,32,19010,local,2016
Cow Dung,2903,19010,local,2016
Electricity Fuel,0,19010,local,2016
KeroseneFuel,156,19010,local,2016
LP Gas,34,19010,local,2016
Not Stated about Fuel,146,19010,local,2016
OthersFuel,189,19010,local,2016
Wood/FireWood,4442,19010,local,2016
Bio-Gas Fuel,546,19013,local,2016
Cow Dung,76,19013,local,2016
Electricity Fuel,49,19013,local,2016
KeroseneFuel,43,19013,local,2016
LP Gas,840,19013,local,2016
Not Stated about Fuel,93,19013,local,2016
OthersFuel,2,19013,local,2016
Wood/FireWood,6952,19013,local,2016
Bio-Gas Fuel,4,19007,local,2016
Cow Dung,2016,19007,local,2016
Electricity Fuel,0,19007,local,2016
KeroseneFuel,105,19007,local,2016
LP Gas,6,19007,local,2016
Not Stated about Fuel,42,19007,local,2016
OthersFuel,116,19007,local,2016
Wood/FireWood,2120,19007,local,2016
Bio-Gas Fuel,656,19017,local,2016
Cow Dung,170,19017,local,2016
Electricity Fuel,0,19017,local,2016
KeroseneFuel,77,19017,local,2016
LP Gas,1401,19017,local,2016
Not Stated about Fuel,84,19017,local,2016
OthersFuel,6,19017,local,2016
Wood/FireWood,9844,19017,local,2016
Bio-Gas Fuel,4,19018,local,2016
Cow Dung,1876,19018,local,2016
Electricity Fuel,1,19018,local,2016
KeroseneFuel,80,19018,local,2016
LP Gas,1501,19018,local,2016
Not Stated about Fuel,73,19018,local,2016
OthersFuel,55,19018,local,2016
Wood/FireWood,4322,19018,local,2016
Bio-Gas Fuel,100,19011,local,2016
Cow Dung,618,19011,local,2016
Electricity Fuel,1,19011,local,2016
KeroseneFuel,83,19011,local,2016
LP Gas,132,19011,local,2016
Not Stated about Fuel,65,19011,local,2016
OthersFuel,175,19011,local,2016
Wood/FireWood,5343,19011,local,2016
Bio-Gas Fuel,553,19001,local,2016
Cow Dung,159,19001,local,2016
Electricity Fuel,5,19001,local,2016
KeroseneFuel,91,19001,local,2016
LP Gas,342,19001,local,2016
Not Stated about Fuel,67,19001,local,2016
OthersFuel,266,19001,local,2016
Wood/FireWood,6501,19001,local,2016
Bio-Gas Fuel,290,19014,local,2016
Cow Dung,185,19014,local,2016
Electricity Fuel,2,19014,local,2016
KeroseneFuel,88,19014,local,2016
LP Gas,327,19014,local,2016
Not Stated about Fuel,138,19014,local,2016
OthersFuel,26,19014,local,2016
Wood/FireWood,10017,19014,local,2016
Bio-Gas Fuel,11,19015,local,2016
Cow Dung,2098,19015,local,2016
Electricity Fuel,0,19015,local,2016
KeroseneFuel,87,19015,local,2016
LP Gas,46,19015,local,2016
Not Stated about Fuel,68,19015,local,2016
OthersFuel,52,19015,local,2016
Wood/FireWood,4509,19015,local,2016
Bio-Gas Fuel,180,19003,local,2016
Cow Dung,3066,19003,local,2016
Electricity Fuel,0,19003,local,2016
KeroseneFuel,159,19003,local,2016
LP Gas,422,19003,local,2016
Not Stated about Fuel,150,19003,local,2016
OthersFuel,29,19003,local,2016
Wood/FireWood,7847,19003,local,2016
Bio-Gas Fuel,4,19004,local,2016
Cow Dung,1779,19004,local,2016
Electricity Fuel,0,19004,local,2016
KeroseneFuel,34,19004,local,2016
LP Gas,5,19004,local,2016
Not Stated about Fuel,28,19004,local,2016
OthersFuel,76,19004,local,2016
Wood/FireWood,1773,19004,local,2016
Bio-Gas Fuel,8,19019,local,2016
Cow Dung,1580,19019,local,2016
Electricity Fuel,1,19019,local,2016
KeroseneFuel,47,19019,local,2016
LP Gas,9,19019,local,2016
Not Stated about Fuel,33,19019,local,2016
OthersFuel,65,19019,local,2016
Wood/FireWood,1599,19019,local,2016
Bio-Gas Fuel,18,19006,local,2016
Cow Dung,2113,19006,local,2016
Electricity Fuel,0,19006,local,2016
KeroseneFuel,160,19006,local,2016
LP Gas,65,19006,local,2016
Not Stated about Fuel,67,19006,local,2016
OthersFuel,62,19006,local,2016
Wood/FireWood,2250,19006,local,2016
Bio-Gas Fuel,11,19002,local,2016
Cow Dung,4482,19002,local,2016
Electricity Fuel,7,19002,local,2016
KeroseneFuel,167,19002,local,2016
LP Gas,45,19002,local,2016
Not Stated about Fuel,83,19002,local,2016
OthersFuel,11,19002,local,2016
Wood/FireWood,2887,19002,local,2016
Bio-Gas Fuel,248,67,district,2016
Cow Dung,67616,67,district,2016
Electricity Fuel,52,67,district,2016
KeroseneFuel,1202,67,district,2016
LP Gas,4164,67,district,2016
Not Stated about Fuel,980,67,district,2016
OthersFuel,516,67,district,2016
Wood/FireWood,43151,67,district,2016
Bio-Gas Fuel,21,16011,local,2016
Cow Dung,3949,16011,local,2016
Electricity Fuel,2,16011,local,2016
KeroseneFuel,36,16011,local,2016
LP Gas,15,16011,local,2016
Not Stated about Fuel,25,16011,local,2016
OthersFuel,54,16011,local,2016
Wood/FireWood,728,16011,local,2016
Bio-Gas Fuel,18,16007,local,2016
Cow Dung,3005,16007,local,2016
Electricity Fuel,29,16007,local,2016
KeroseneFuel,102,16007,local,2016
LP Gas,420,16007,local,2016
Not Stated about Fuel,66,16007,local,2016
OthersFuel,39,16007,local,2016
Wood/FireWood,6431,16007,local,2016
Bio-Gas Fuel,5,16015,local,2016
Cow Dung,3073,16015,local,2016
Electricity Fuel,0,16015,local,2016
KeroseneFuel,36,16015,local,2016
LP Gas,2,16015,local,2016
Not Stated about Fuel,15,16015,local,2016
OthersFuel,5,16015,local,2016
Wood/FireWood,252,16015,local,2016
Bio-Gas Fuel,46,16010,local,2016
Cow Dung,6435,16010,local,2016
Electricity Fuel,4,16010,local,2016
KeroseneFuel,174,16010,local,2016
LP Gas,1878,16010,local,2016
Not Stated about Fuel,132,16010,local,2016
OthersFuel,15,16010,local,2016
Wood/FireWood,8498,16010,local,2016
Bio-Gas Fuel,13,16008,local,2016
Cow Dung,5597,16008,local,2016
Electricity Fuel,2,16008,local,2016
KeroseneFuel,75,16008,local,2016
LP Gas,90,16008,local,2016
Not Stated about Fuel,114,16008,local,2016
OthersFuel,93,16008,local,2016
Wood/FireWood,3407,16008,local,2016
Bio-Gas Fuel,20,16009,local,2016
Cow Dung,1027,16009,local,2016
Electricity Fuel,0,16009,local,2016
KeroseneFuel,73,16009,local,2016
LP Gas,91,16009,local,2016
Not Stated about Fuel,44,16009,local,2016
