Agricultural land use area,total,geo_code,geo_level,geo_version
Woodland And Forest,13,63008,local,2016
Arable Land,6143,63005,local,2016
Meadows And Pasture,85,63005,local,2016
Permanent Crops,537,63005,local,2016
Temporary Crops,5701,63005,local,2016
Temporary Fallow,393,63005,local,2016
Temporary Meadows,49,63005,local,2016
Other Land,229,63005,local,2016
Ponds,4,63005,local,2016
Woodland And Forest,13,63005,local,2016
Arable Land,6143,63001,local,2016
Meadows And Pasture,85,63001,local,2016
Permanent Crops,537,63001,local,2016
Temporary Crops,5701,63001,local,2016
Temporary Fallow,393,63001,local,2016
Temporary Meadows,49,63001,local,2016
Other Land,229,63001,local,2016
Ponds,4,63001,local,2016
Woodland And Forest,13,63001,local,2016
Arable Land,6143,63002,local,2016
Meadows And Pasture,85,63002,local,2016
Permanent Crops,537,63002,local,2016
Temporary Crops,5701,63002,local,2016
Temporary Fallow,393,63002,local,2016
Temporary Meadows,49,63002,local,2016
Other Land,229,63002,local,2016
Ponds,4,63002,local,2016
Woodland And Forest,13,63002,local,2016
Arable Land,6143,63003,local,2016
Meadows And Pasture,85,63003,local,2016
Permanent Crops,537,63003,local,2016
Temporary Crops,5701,63003,local,2016
Temporary Fallow,393,63003,local,2016
Temporary Meadows,49,63003,local,2016
Other Land,229,63003,local,2016
Ponds,4,63003,local,2016
Woodland And Forest,13,63003,local,2016
Arable Land,6143,63007,local,2016
Meadows And Pasture,85,63007,local,2016
Permanent Crops,537,63007,local,2016
Temporary Crops,5701,63007,local,2016
Temporary Fallow,393,63007,local,2016
Temporary Meadows,49,63007,local,2016
Other Land,229,63007,local,2016
Ponds,4,63007,local,2016
Woodland And Forest,13,63007,local,2016
Arable Land,24198,70,district,2016
Meadows And Pasture,13,70,district,2016
Permanent Crops,785,70,district,2016
Temporary Crops,23865,70,district,2016
Temporary Fallow,302,70,district,2016
Temporary Meadows,31,70,district,2016
Other Land,1725,70,district,2016
Ponds,2,70,district,2016
Woodland And Forest,517,70,district,2016
Arable Land,24198,59008,local,2016
Meadows And Pasture,13,59008,local,2016
Permanent Crops,785,59008,local,2016
Temporary Crops,23865,59008,local,2016
Temporary Fallow,302,59008,local,2016
Temporary Meadows,31,59008,local,2016
Other Land,1725,59008,local,2016
Ponds,2,59008,local,2016
Woodland And Forest,517,59008,local,2016
Arable Land,24198,59005,local,2016
Meadows And Pasture,13,59005,local,2016
Permanent Crops,785,59005,local,2016
Temporary Crops,23865,59005,local,2016
Temporary Fallow,302,59005,local,2016
Temporary Meadows,31,59005,local,2016
Other Land,1725,59005,local,2016
Ponds,2,59005,local,2016
Woodland And Forest,517,59005,local,2016
Arable Land,24198,59006,local,2016
Meadows And Pasture,13,59006,local,2016
Permanent Crops,785,59006,local,2016
Temporary Crops,23865,59006,local,2016
Temporary Fallow,302,59006,local,2016
Temporary Meadows,31,59006,local,2016
Other Land,1725,59006,local,2016
Ponds,2,59006,local,2016
Woodland And Forest,517,59006,local,2016
Arable Land,24198,59001,local,2016
Meadows And Pasture,13,59001,local,2016
Permanent Crops,785,59001,local,2016
Temporary Crops,23865,59001,local,2016
Temporary Fallow,302,59001,local,2016
Temporary Meadows,31,59001,local,2016
Other Land,1725,59001,local,2016
Ponds,2,59001,local,2016
Woodland And Forest,517,59001,local,2016
Arable Land,24198,59007,local,2016
Meadows And Pasture,13,59007,local,2016
Permanent Crops,785,59007,local,2016
Temporary Crops,23865,59007,local,2016
Temporary Fallow,302,59007,local,2016
Temporary Meadows,31,59007,local,2016
Other Land,1725,59007,local,2016
Ponds,2,59007,local,2016
Woodland And Forest,517,59007,local,2016
Arable Land,24198,59009,local,2016
Meadows And Pasture,13,59009,local,2016
Permanent Crops,785,59009,local,2016
Temporary Crops,23865,59009,local,2016
Temporary Fallow,302,59009,local,2016
Temporary Meadows,31,59009,local,2016
Other Land,1725,59009,local,2016
Ponds,2,59009,local,2016
Woodland And Forest,517,59009,local,2016
Arable Land,24198,59003,local,2016
Meadows And Pasture,13,59003,local,2016
Permanent Crops,785,59003,local,2016
Temporary Crops,23865,59003,local,2016
Temporary Fallow,302,59003,local,2016
Temporary Meadows,31,59003,local,2016
Other Land,1725,59003,local,2016
Ponds,2,59003,local,2016
Woodland And Forest,517,59003,local,2016
Arable Land,24198,59002,local,2016
Meadows And Pasture,13,59002,local,2016
Permanent Crops,785,59002,local,2016
Temporary Crops,23865,59002,local,2016
Temporary Fallow,302,59002,local,2016
Temporary Meadows,31,59002,local,2016
Other Land,1725,59002,local,2016
Ponds,2,59002,local,2016
Woodland And Forest,517,59002,local,2016
Arable Land,24198,59004,local,2016
Meadows And Pasture,13,59004,local,2016
Permanent Crops,785,59004,local,2016
Temporary Crops,23865,59004,local,2016
Temporary Fallow,302,59004,local,2016
Temporary Meadows,31,59004,local,2016
Other Land,1725,59004,local,2016
Ponds,2,59004,local,2016
Woodland And Forest,517,59004,local,2016
Arable Land,3329,21,district,2016
Meadows And Pasture,132,21,district,2016
Permanent Crops,134,21,district,2016
Temporary Crops,3178,21,district,2016
Temporary Fallow,131,21,district,2016
Temporary Meadows,19,21,district,2016
Other Land,126,21,district,2016
Ponds,0,21,district,2016
Woodland And Forest,12,21,district,2016
Arable Land,3329,62007,local,2016
Meadows And Pasture,132,62007,local,2016
Permanent Crops,134,62007,local,2016
Temporary Crops,3178,62007,local,2016
Temporary Fallow,131,62007,local,2016
Temporary Meadows,19,62007,local,2016
Other Land,126,62007,local,2016
Ponds,0,62007,local,2016
Woodland And Forest,12,62007,local,2016
Arable Land,3329,62004,local,2016
Meadows And Pasture,132,62004,local,2016
Permanent Crops,134,62004,local,2016
Temporary Crops,3178,62004,local,2016
Temporary Fallow,131,62004,local,2016
Temporary Meadows,19,62004,local,2016
Other Land,126,62004,local,2016
Ponds,0,62004,local,2016
Woodland And Forest,12,62004,local,2016
Arable Land,3329,62001,local,2016
Meadows And Pasture,132,62001,local,2016
Permanent Crops,134,62001,local,2016
Temporary Crops,3178,62001,local,2016
Temporary Fallow,131,62001,local,2016
Temporary Meadows,19,62001,local,2016
Other Land,126,62001,local,2016
Ponds,0,62001,local,2016
Woodland And Forest,12,62001,local,2016
Arable Land,3329,62006,local,2016
Meadows And Pasture,132,62006,local,2016
Permanent Crops,134,62006,local,2016
Temporary Crops,3178,62006,local,2016
Temporary Fallow,131,62006,local,2016
Temporary Meadows,19,62006,local,2016
Other Land,126,62006,local,2016
Ponds,0,62006,local,2016
Woodland And Forest,12,62006,local,2016
Arable Land,3329,62003,local,2016
Meadows And Pasture,132,62003,local,2016
Permanent Crops,134,62003,local,2016
Temporary Crops,3178,62003,local,2016
Temporary Fallow,131,62003,local,2016
Temporary Meadows,19,62003,local,2016
Other Land,126,62003,local,2016
Ponds,0,62003,local,2016
Woodland And Forest,12,62003,local,2016
Arable Land,3329,62002,local,2016
Meadows And Pasture,132,62002,local,2016
Permanent Crops,134,62002,local,2016
Temporary Crops,3178,62002,local,2016
Temporary Fallow,131,62002,local,2016
Temporary Meadows,19,62002,local,2016
Other Land,126,62002,local,2016
Ponds,0,62002,local,2016
Woodland And Forest,12,62002,local,2016
Arable Land,3329,62008,local,2016
Meadows And Pasture,132,62008,local,2016
Permanent Crops,134,62008,local,2016
Temporary Crops,3178,62008,local,2016
Temporary Fallow,131,62008,local,2016
Temporary Meadows,19,62008,local,2016
Other Land,126,62008,local,2016
Ponds,0,62008,local,2016
Woodland And Forest,12,62008,local,2016
Arable Land,3329,62005,local,2016
Meadows And Pasture,132,62005,local,2016
Permanent Crops,134,62005,local,2016
Temporary Crops,3178,62005,local,2016
Temporary Fallow,131,62005,local,2016
Temporary Meadows,19,62005,local,2016
Other Land,126,62005,local,2016
Ponds,0,62005,local,2016
Woodland And Forest,12,62005,local,2016
Arable Land,5854,44,district,2016
Meadows And Pasture,40,44,district,2016
Permanent Crops,124,44,district,2016
Temporary Crops,5646,44,district,2016
Temporary Fallow,177,44,district,2016
Temporary Meadows,31,44,district,2016
Other Land,186,44,district,2016
Ponds,0,44,district,2016
Woodland And Forest,15,44,district,2016
Arable Land,5854,65002,local,2016
Meadows And Pasture,40,65002,local,2016
Permanent Crops,124,65002,local,2016
Temporary Crops,5646,65002,local,2016
Temporary Fallow,177,65002,local,2016
Temporary Meadows,31,65002,local,2016
Other Land,186,65002,local,2016
Ponds,0,65002,local,2016
Woodland And Forest,15,65002,local,2016
Arable Land,5854,65001,local,2016
Meadows And Pasture,40,65001,local,2016
Permanent Crops,124,65001,local,2016
Temporary Crops,5646,65001,local,2016
Temporary Fallow,177,65001,local,2016
Temporary Meadows,31,65001,local,2016
Other Land,186,65001,local,2016
Ponds,0,65001,local,2016
Woodland And Forest,15,65001,local,2016
Arable Land,5854,65003,local,2016
Meadows And Pasture,40,65003,local,2016
Permanent Crops,124,65003,local,2016
Temporary Crops,5646,65003,local,2016
Temporary Fallow,177,65003,local,2016
Temporary Meadows,31,65003,local,2016
Other Land,186,65003,local,2016
Ponds,0,65003,local,2016
Woodland And Forest,15,65003,local,2016
Arable Land,5854,65004,local,2016
Meadows And Pasture,40,65004,local,2016
Permanent Crops,124,65004,local,2016
Temporary Crops,5646,65004,local,2016
Temporary Fallow,177,65004,local,2016
Temporary Meadows,31,65004,local,2016
Other Land,186,65004,local,2016
Ponds,0,65004,local,2016
Woodland And Forest,15,65004,local,2016
Arable Land,20349,61,district,2016
Meadows And Pasture,2320,61,district,2016
Permanent Crops,1935,61,district,2016
Temporary Crops,19699,61,district,2016
Temporary Fallow,549,61,district,2016
Temporary Meadows,101,61,district,2016
Other Land,1319,61,district,2016
Ponds,6,61,district,2016
Woodland And Forest,755,61,district,2016
Arable Land,20349,55009,local,2016
Meadows And Pasture,2320,55009,local,2016
Permanent Crops,1935,55009,local,2016
Temporary Crops,19699,55009,local,2016
Temporary Fallow,549,55009,local,2016
Temporary Meadows,101,55009,local,2016
Other Land,1319,55009,local,2016
Ponds,6,55009,local,2016
Woodland And Forest,755,55009,local,2016
Arable Land,20349,55003,local,2016
Meadows And Pasture,2320,55003,local,2016
Permanent Crops,1935,55003,local,2016
Temporary Crops,19699,55003,local,2016
Temporary Fallow,549,55003,local,2016
Temporary Meadows,101,55003,local,2016
Other Land,1319,55003,local,2016
Ponds,6,55003,local,2016
Woodland And Forest,755,55003,local,2016
Arable Land,20349,55002,local,2016
Meadows And Pasture,2320,55002,local,2016
Permanent Crops,1935,55002,local,2016
Temporary Crops,19699,55002,local,2016
Temporary Fallow,549,55002,local,2016
Temporary Meadows,101,55002,local,2016
Other Land,1319,55002,local,2016
Ponds,6,55002,local,2016
Woodland And Forest,755,55002,local,2016
Arable Land,20349,55010,local,2016
Meadows And Pasture,2320,55010,local,2016
Permanent Crops,1935,55010,local,2016
Temporary Crops,19699,55010,local,2016
Temporary Fallow,549,55010,local,2016
Temporary Meadows,101,55010,local,2016
Other Land,1319,55010,local,2016
Ponds,6,55010,local,2016
Woodland And Forest,755,55010,local,2016
Arable Land,20349,55006,local,2016
Meadows And Pasture,2320,55006,local,2016
Permanent Crops,1935,55006,local,2016
Temporary Crops,19699,55006,local,2016
Temporary Fallow,549,55006,local,2016
Temporary Meadows,101,55006,local,2016
Other Land,1319,55006,local,2016
Ponds,6,55006,local,2016
Woodland And Forest,755,55006,local,2016
Arable Land,20349,55001,local,2016
Meadows And Pasture,2320,55001,local,2016
Permanent Crops,1935,55001,local,2016
Temporary Crops,19699,55001,local,2016
Temporary Fallow,549,55001,local,2016
Temporary Meadows,101,55001,local,2016
Other Land,1319,55001,local,2016
Ponds,6,55001,local,2016
Woodland And Forest,755,55001,local,2016
Arable Land,20349,55007,local,2016
Meadows And Pasture,2320,55007,local,2016
Permanent Crops,1935,55007,local,2016
Temporary Crops,19699,55007,local,2016
Temporary Fallow,549,55007,local,2016
Temporary Meadows,101,55007,local,2016
Other Land,1319,55007,local,2016
Ponds,6,55007,local,2016
Woodland And Forest,755,55007,local,2016
Arable Land,20349,55004,local,2016
Meadows And Pasture,2320,55004,local,2016
Permanent Crops,1935,55004,local,2016
Temporary Crops,19699,55004,local,2016
Temporary Fallow,549,55004,local,2016
Temporary Meadows,101,55004,local,2016
Other Land,1319,55004,local,2016
Ponds,6,55004,local,2016
Woodland And Forest,755,55004,local,2016
Arable Land,20349,55008,local,2016
Meadows And Pasture,2320,55008,local,2016
Permanent Crops,1935,55008,local,2016
Temporary Crops,19699,55008,local,2016
Temporary Fallow,549,55008,local,2016
Temporary Meadows,101,55008,local,2016
Other Land,1319,55008,local,2016
Ponds,6,55008,local,2016
Woodland And Forest,755,55008,local,2016
Arable Land,20349,55005,local,2016
Meadows And Pasture,2320,55005,local,2016
Permanent Crops,1935,55005,local,2016
Temporary Crops,19699,55005,local,2016
Temporary Fallow,549,55005,local,2016
Temporary Meadows,101,55005,local,2016
Other Land,1319,55005,local,2016
Ponds,6,55005,local,2016
Woodland And Forest,755,55005,local,2016
Arable Land,8746,77,district,2016
Meadows And Pasture,475,77,district,2016
Permanent Crops,3086,77,district,2016
Temporary Crops,8282,77,district,2016
Temporary Fallow,384,77,district,2016
Temporary Meadows,80,77,district,2016
Other Land,650,77,district,2016
Ponds,0,77,district,2016
Woodland And Forest,459,77,district,2016
Arable Land,8746,54003,local,2016
Meadows And Pasture,475,54003,local,2016
Permanent Crops,3086,54003,local,2016
Temporary Crops,8282,54003,local,2016
Temporary Fallow,384,54003,local,2016
Temporary Meadows,80,54003,local,2016
Other Land,650,54003,local,2016
Ponds,0,54003,local,2016
Woodland And Forest,459,54003,local,2016
Arable Land,8746,54001,local,2016
Meadows And Pasture,475,54001,local,2016
Permanent Crops,3086,54001,local,2016
Temporary Crops,8282,54001,local,2016
Temporary Fallow,384,54001,local,2016
Temporary Meadows,80,54001,local,2016
Other Land,650,54001,local,2016
Ponds,0,54001,local,2016
Woodland And Forest,459,54001,local,2016
Arable Land,8746,54005,local,2016
Meadows And Pasture,475,54005,local,2016
Permanent Crops,3086,54005,local,2016
Temporary Crops,8282,54005,local,2016
Temporary Fallow,384,54005,local,2016
Temporary Meadows,80,54005,local,2016
Other Land,650,54005,local,2016
Ponds,0,54005,local,2016
Woodland And Forest,459,54005,local,2016
Arable Land,8746,54006,local,2016
Meadows And Pasture,475,54006,local,2016
Permanent Crops,3086,54006,local,2016
Temporary Crops,8282,54006,local,2016
Temporary Fallow,384,54006,local,2016
Temporary Meadows,80,54006,local,2016
Other Land,650,54006,local,2016
Ponds,0,54006,local,2016
Woodland And Forest,459,54006,local,2016
Arable Land,8746,54002,local,2016
Meadows And Pasture,475,54002,local,2016
Permanent Crops,3086,54002,local,2016
Temporary Crops,8282,54002,local,2016
Temporary Fallow,384,54002,local,2016
Temporary Meadows,80,54002,local,2016
Other Land,650,54002,local,2016
Ponds,0,54002,local,2016
Woodland And Forest,459,54002,local,2016
Arable Land,8746,54004,local,2016
Meadows And Pasture,475,54004,local,2016
Permanent Crops,3086,54004,local,2016
Temporary Crops,8282,54004,local,2016
Temporary Fallow,384,54004,local,2016
Temporary Meadows,80,54004,local,2016
Other Land,650,54004,local,2016
Ponds,0,54004,local,2016
Woodland And Forest,459,54004,local,2016
Arable Land,13436,27,district,2016
Meadows And Pasture,595,27,district,2016
Permanent Crops,650,27,district,2016
Temporary Crops,12611,27,district,2016
Temporary Fallow,601,27,district,2016
Temporary Meadows,223,27,district,2016
Other Land,751,27,district,2016
Ponds,1,27,district,2016
Woodland And Forest,695,27,district,2016
Arable Land,13436,61005,local,2016
Meadows And Pasture,595,61005,local,2016
Permanent Crops,650,61005,local,2016
Temporary Crops,12611,61005,local,2016
Temporary Fallow,601,61005,local,2016
Temporary Meadows,223,61005,local,2016
Other Land,751,61005,local,2016
Ponds,1,61005,local,2016
Woodland And Forest,695,61005,local,2016
Arable Land,13436,61004,local,2016
Meadows And Pasture,595,61004,local,2016
Permanent Crops,650,61004,local,2016
Temporary Crops,12611,61004,local,2016
Temporary Fallow,601,61004,local,2016
Temporary Meadows,223,61004,local,2016
Other Land,751,61004,local,2016
Ponds,1,61004,local,2016
Woodland And Forest,695,61004,local,2016
Arable Land,13436,61002,local,2016
Meadows And Pasture,595,61002,local,2016
Permanent Crops,650,61002,local,2016
Temporary Crops,12611,61002,local,2016
Temporary Fallow,601,61002,local,2016
Temporary Meadows,223,61002,local,2016
Other Land,751,61002,local,2016
Ponds,1,61002,local,2016
Woodland And Forest,695,61002,local,2016
Arable Land,13436,61001,local,2016
Meadows And Pasture,595,61001,local,2016
Permanent Crops,650,61001,local,2016
Temporary Crops,12611,61001,local,2016
Temporary Fallow,601,61001,local,2016
Temporary Meadows,223,61001,local,2016
Other Land,751,61001,local,2016
Ponds,1,61001,local,2016
Woodland And Forest,695,61001,local,2016
Arable Land,13436,61006,local,2016
