toilet type,total,geo_code,geo_level
Ordinary Toilet,2769,6006,local
Without Tiolet,5865,6006,local
Flush toilet (sewerage),2895,28,district
Flush Toilet Septic Tank,78438,28,district
Not Stated about Toilet,779,28,district
Ordinary Toilet,54693,28,district
Without Tiolet,47579,28,district
Flush toilet (sewerage),233,4011,local
Flush Toilet Septic Tank,1300,4011,local
Not Stated about Toilet,15,4011,local
Ordinary Toilet,1281,4011,local
Without Tiolet,5913,4011,local
Flush toilet (sewerage),317,4015,local
Flush Toilet Septic Tank,4963,4015,local
Not Stated about Toilet,64,4015,local
Ordinary Toilet,5710,4015,local
Without Tiolet,3641,4015,local
Flush toilet (sewerage),114,4009,local
Flush Toilet Septic Tank,2067,4009,local
Not Stated about Toilet,14,4009,local
Ordinary Toilet,2402,4009,local
Without Tiolet,1818,4009,local
Flush toilet (sewerage),148,4013,local
Flush Toilet Septic Tank,4598,4013,local
Not Stated about Toilet,19,4013,local
Ordinary Toilet,2798,4013,local
Without Tiolet,1863,4013,local
Flush toilet (sewerage),118,4008,local
Flush Toilet Septic Tank,1143,4008,local
Not Stated about Toilet,20,4008,local
Ordinary Toilet,954,4008,local
Without Tiolet,4905,4008,local
Flush toilet (sewerage),274,4003,local
Flush Toilet Septic Tank,7656,4003,local
Not Stated about Toilet,79,4003,local
Ordinary Toilet,3886,4003,local
Without Tiolet,3375,4003,local
Flush toilet (sewerage),269,4006,local
Flush Toilet Septic Tank,10201,4006,local
Not Stated about Toilet,119,4006,local
Ordinary Toilet,5794,4006,local
Without Tiolet,1721,4006,local
Flush toilet (sewerage),81,4010,local
Flush Toilet Septic Tank,1249,4010,local
Not Stated about Toilet,25,4010,local
Ordinary Toilet,1093,4010,local
Without Tiolet,4650,4010,local
Flush toilet (sewerage),350,4014,local
Flush Toilet Septic Tank,12108,4014,local
Not Stated about Toilet,82,4014,local
Ordinary Toilet,7886,4014,local
Without Tiolet,5105,4014,local
Flush toilet (sewerage),82,4012,local
Flush Toilet Septic Tank,4402,4012,local
Not Stated about Toilet,28,4012,local
Ordinary Toilet,3992,4012,local
Without Tiolet,1752,4012,local
Flush toilet (sewerage),151,4001,local
Flush Toilet Septic Tank,6443,4001,local
Not Stated about Toilet,29,4001,local
Ordinary Toilet,4948,4001,local
Without Tiolet,2052,4001,local
Flush toilet (sewerage),301,4004,local
Flush Toilet Septic Tank,11805,4004,local
Not Stated about Toilet,77,4004,local
Ordinary Toilet,4219,4004,local
Without Tiolet,2716,4004,local
Flush toilet (sewerage),133,4002,local
Flush Toilet Septic Tank,1863,4002,local
Not Stated about Toilet,25,4002,local
Ordinary Toilet,1741,4002,local
Without Tiolet,3636,4002,local
Flush toilet (sewerage),85,4005,local
Flush Toilet Septic Tank,4576,4005,local
Not Stated about Toilet,150,4005,local
Ordinary Toilet,3689,4005,local
Without Tiolet,998,4005,local
Flush toilet (sewerage),239,4007,local
Flush Toilet Septic Tank,4064,4007,local
Not Stated about Toilet,33,4007,local
Ordinary Toilet,4300,4007,local
Without Tiolet,3434,4007,local
Flush toilet (sewerage),955,11,district
Flush Toilet Septic Tank,4164,11,district
Not Stated about Toilet,49,11,district
Ordinary Toilet,20071,11,district
Without Tiolet,14154,11,district
Flush toilet (sewerage),465,10003,local
Flush Toilet Septic Tank,1459,10003,local
Not Stated about Toilet,7,10003,local
Ordinary Toilet,3595,10003,local
Without Tiolet,912,10003,local
Flush toilet (sewerage),157,10008,local
Flush Toilet Septic Tank,1034,10008,local
Not Stated about Toilet,9,10008,local
Ordinary Toilet,3648,10008,local
Without Tiolet,1984,10008,local
Flush toilet (sewerage),22,10007,local
Flush Toilet Septic Tank,84,10007,local
Not Stated about Toilet,6,10007,local
Ordinary Toilet,1643,10007,local
Without Tiolet,973,10007,local
Flush toilet (sewerage),63,10005,local
Flush Toilet Septic Tank,610,10005,local
Not Stated about Toilet,4,10005,local
Ordinary Toilet,1394,10005,local
Without Tiolet,1209,10005,local
Flush toilet (sewerage),45,10001,local
Flush Toilet Septic Tank,39,10001,local
Not Stated about Toilet,2,10001,local
Ordinary Toilet,1360,10001,local
Without Tiolet,2231,10001,local
Flush toilet (sewerage),48,10002,local
Flush Toilet Septic Tank,311,10002,local
Not Stated about Toilet,2,10002,local
Ordinary Toilet,2218,10002,local
Without Tiolet,1203,10002,local
Flush toilet (sewerage),49,10004,local
Flush Toilet Septic Tank,150,10004,local
Not Stated about Toilet,5,10004,local
Ordinary Toilet,1819,10004,local
Without Tiolet,2556,10004,local
Flush toilet (sewerage),49,10009,local
Flush Toilet Septic Tank,328,10009,local
Not Stated about Toilet,8,10009,local
Ordinary Toilet,3026,10009,local
Without Tiolet,650,10009,local
Flush toilet (sewerage),57,10006,local
Flush Toilet Septic Tank,149,10006,local
Not Stated about Toilet,6,10006,local
Ordinary Toilet,1368,10006,local
Without Tiolet,2436,10006,local
Flush toilet (sewerage),495,18,district
Flush Toilet Septic Tank,11258,18,district
Not Stated about Toilet,90,18,district
Ordinary Toilet,17205,18,district
Without Tiolet,8568,18,district
Flush toilet (sewerage),59,7006,local
Flush Toilet Septic Tank,933,7006,local
Not Stated about Toilet,9,7006,local
Ordinary Toilet,2989,7006,local
Without Tiolet,987,7006,local
Flush toilet (sewerage),33,7004,local
Flush Toilet Septic Tank,1156,7004,local
Not Stated about Toilet,3,7004,local
Ordinary Toilet,1578,7004,local
Without Tiolet,1106,7004,local
Flush toilet (sewerage),52,7002,local
Flush Toilet Septic Tank,924,7002,local
Not Stated about Toilet,11,7002,local
Ordinary Toilet,2285,7002,local
Without Tiolet,960,7002,local
Flush toilet (sewerage),48,7005,local
Flush Toilet Septic Tank,1209,7005,local
Not Stated about Toilet,12,7005,local
Ordinary Toilet,3045,7005,local
Without Tiolet,1168,7005,local
Flush toilet (sewerage),147,7003,local
Flush Toilet Septic Tank,4733,7003,local
Not Stated about Toilet,34,7003,local
Ordinary Toilet,3441,7003,local
Without Tiolet,1105,7003,local
Flush toilet (sewerage),77,7001,local
Flush Toilet Septic Tank,771,7001,local
Not Stated about Toilet,10,7001,local
Ordinary Toilet,2490,7001,local
Without Tiolet,1194,7001,local
Flush toilet (sewerage),79,7007,local
Flush Toilet Septic Tank,1532,7007,local
Not Stated about Toilet,11,7007,local
Ordinary Toilet,1377,7007,local
Without Tiolet,2048,7007,local
Flush toilet (sewerage),17,62,district
Flush Toilet Septic Tank,5361,62,district
Not Stated about Toilet,139,62,district
Ordinary Toilet,21564,62,district
Without Tiolet,7534,62,district
Flush toilet (sewerage),3,9004,local
Flush Toilet Septic Tank,669,9004,local
Not Stated about Toilet,2,9004,local
Ordinary Toilet,2891,9004,local
Without Tiolet,393,9004,local
Flush toilet (sewerage),6,9001,local
Flush Toilet Septic Tank,18,9001,local
Not Stated about Toilet,3,9001,local
Ordinary Toilet,391,9001,local
Without Tiolet,961,9001,local
Flush toilet (sewerage),2,9010,local
Flush Toilet Septic Tank,275,9010,local
Not Stated about Toilet,12,9010,local
Ordinary Toilet,1717,9010,local
Without Tiolet,406,9010,local
Flush toilet (sewerage),1,9007,local
Flush Toilet Septic Tank,137,9007,local
Not Stated about Toilet,10,9007,local
Ordinary Toilet,1173,9007,local
Without Tiolet,1601,9007,local
Flush toilet (sewerage),2,9006,local
Flush Toilet Septic Tank,611,9006,local
Not Stated about Toilet,5,9006,local
Ordinary Toilet,2213,9006,local
Without Tiolet,385,9006,local
Flush toilet (sewerage),0,9002,local
Flush Toilet Septic Tank,802,9002,local
Not Stated about Toilet,23,9002,local
Ordinary Toilet,4253,9002,local
Without Tiolet,860,9002,local
Flush toilet (sewerage),1,9005,local
Flush Toilet Septic Tank,1997,9005,local
Not Stated about Toilet,60,9005,local
Ordinary Toilet,4489,9005,local
Without Tiolet,899,9005,local
Flush toilet (sewerage),0,9003,local
Flush Toilet Septic Tank,169,9003,local
Not Stated about Toilet,2,9003,local
Ordinary Toilet,1089,9003,local
Without Tiolet,258,9003,local
Flush toilet (sewerage),0,9008,local
Flush Toilet Septic Tank,556,9008,local
Not Stated about Toilet,8,9008,local
Ordinary Toilet,2008,9008,local
Without Tiolet,1062,9008,local
Flush toilet (sewerage),2,9009,local
Flush Toilet Septic Tank,127,9009,local
Not Stated about Toilet,14,9009,local
Ordinary Toilet,1340,9009,local
Without Tiolet,709,9009,local
Flush toilet (sewerage),695,75,district
Flush Toilet Septic Tank,18938,75,district
Not Stated about Toilet,208,75,district
Ordinary Toilet,14512,75,district
Without Tiolet,32161,75,district
Flush toilet (sewerage),18,14006,local
Flush Toilet Septic Tank,444,14006,local
Not Stated about Toilet,19,14006,local
Ordinary Toilet,1224,14006,local
Without Tiolet,998,14006,local
Flush toilet (sewerage),28,14004,local
Flush Toilet Septic Tank,951,14004,local
Not Stated about Toilet,26,14004,local
Ordinary Toilet,904,14004,local
Without Tiolet,2757,14004,local
Flush toilet (sewerage),280,14007,local
Flush Toilet Septic Tank,7765,14007,local
Not Stated about Toilet,59,14007,local
Ordinary Toilet,3748,14007,local
Without Tiolet,7632,14007,local
Flush toilet (sewerage),77,14001,local
Flush Toilet Septic Tank,1547,14001,local
Not Stated about Toilet,20,14001,local
Ordinary Toilet,1864,14001,local
Without Tiolet,5422,14001,local
Flush toilet (sewerage),16,14005,local
Flush Toilet Septic Tank,11,14005,local
Not Stated about Toilet,5,14005,local
Ordinary Toilet,820,14005,local
Without Tiolet,1464,14005,local
Flush toilet (sewerage),140,14003,local
Flush Toilet Septic Tank,3232,14003,local
Not Stated about Toilet,60,14003,local
Ordinary Toilet,2681,14003,local
Without Tiolet,5604,14003,local
Flush toilet (sewerage),52,14008,local
Flush Toilet Septic Tank,1229,14008,local
Not Stated about Toilet,9,14008,local
Ordinary Toilet,868,14008,local
Without Tiolet,4021,14008,local
Flush toilet (sewerage),84,14002,local
Flush Toilet Septic Tank,3759,14002,local
Not Stated about Toilet,10,14002,local
Ordinary Toilet,2403,14002,local
Without Tiolet,4263,14002,local
Flush toilet (sewerage),909,51,district
Flush Toilet Septic Tank,8487,51,district
Not Stated about Toilet,137,51,district
Ordinary Toilet,26799,51,district
Without Tiolet,4844,51,district
Flush toilet (sewerage),95,2004,local
Flush Toilet Septic Tank,314,2004,local
Not Stated about Toilet,18,2004,local
Ordinary Toilet,2345,2004,local
Without Tiolet,728,2004,local
Flush toilet (sewerage),89,2001,local
Flush Toilet Septic Tank,577,2001,local
Not Stated about Toilet,29,2001,local
Ordinary Toilet,3561,2001,local
Without Tiolet,296,2001,local
Flush toilet (sewerage),85,2003,local
Flush Toilet Septic Tank,1185,2003,local
Not Stated about Toilet,21,2003,local
Ordinary Toilet,2783,2003,local
Without Tiolet,718,2003,local
Flush toilet (sewerage),83,2005,local
Flush Toilet Septic Tank,1006,2005,local
Not Stated about Toilet,11,2005,local
Ordinary Toilet,3877,2005,local
Without Tiolet,573,2005,local
Flush toilet (sewerage),315,2006,local
Flush Toilet Septic Tank,2914,2006,local
Not Stated about Toilet,31,2006,local
Ordinary Toilet,6924,2006,local
Without Tiolet,810,2006,local
Flush toilet (sewerage),47,2008,local
Flush Toilet Septic Tank,1363,2008,local
Not Stated about Toilet,9,2008,local
Ordinary Toilet,2048,2008,local
Without Tiolet,344,2008,local
Flush toilet (sewerage),66,2007,local
Flush Toilet Septic Tank,149,2007,local
Not Stated about Toilet,4,2007,local
Ordinary Toilet,1669,2007,local
Without Tiolet,927,2007,local
Flush toilet (sewerage),129,2002,local
Flush Toilet Septic Tank,979,2002,local
Not Stated about Toilet,14,2002,local
Ordinary Toilet,3592,2002,local
Without Tiolet,448,2002,local
Flush toilet (sewerage),319,74,district
Flush Toilet Septic Tank,5293,74,district
Not Stated about Toilet,73,74,district
Ordinary Toilet,10915,74,district
Without Tiolet,5484,74,district
Flush toilet (sewerage),59,8001,local
Flush Toilet Septic Tank,576,8001,local
Not Stated about Toilet,21,8001,local
Ordinary Toilet,1901,8001,local
Without Tiolet,2021,8001,local
Flush toilet (sewerage),85,8005,local
Flush Toilet Septic Tank,1905,8005,local
Not Stated about Toilet,8,8005,local
Ordinary Toilet,2044,8005,local
Without Tiolet,553,8005,local
Flush toilet (sewerage),29,8003,local
Flush Toilet Septic Tank,1331,8003,local
Not Stated about Toilet,10,8003,local
Ordinary Toilet,1688,8003,local
Without Tiolet,619,8003,local
Flush toilet (sewerage),17,8004,local
Flush Toilet Septic Tank,344,8004,local
Not Stated about Toilet,6,8004,local
Ordinary Toilet,1101,8004,local
Without Tiolet,326,8004,local
Flush toilet (sewerage),70,8006,local
Flush Toilet Septic Tank,509,8006,local
Not Stated about Toilet,14,8006,local
Ordinary Toilet,2076,8006,local
Without Tiolet,1135,8006,local
Flush toilet (sewerage),59,8002,local
Flush Toilet Septic Tank,628,8002,local
Not Stated about Toilet,14,8002,local
Ordinary Toilet,2105,8002,local
Without Tiolet,830,8002,local
Flush toilet (sewerage),1289,26,district
Flush Toilet Septic Tank,20516,26,district
Not Stated about Toilet,343,26,district
Ordinary Toilet,36200,26,district
Without Tiolet,6129,26,district
Flush toilet (sewerage),72,3009,local
Flush Toilet Septic Tank,1025,3009,local
Not Stated about Toilet,9,3009,local
Ordinary Toilet,2442,3009,local
Without Tiolet,95,3009,local
Flush toilet (sewerage),45,3001,local
Flush Toilet Septic Tank,774,3001,local
Not Stated about Toilet,19,3001,local
Ordinary Toilet,2413,3001,local
Without Tiolet,1398,3001,local
Flush toilet (sewerage),76,3007,local
Flush Toilet Septic Tank,532,3007,local
Not Stated about Toilet,41,3007,local
Ordinary Toilet,2501,3007,local
Without Tiolet,579,3007,local
Flush toilet (sewerage),68,3003,local
Flush Toilet Septic Tank,963,3003,local
Not Stated about Toilet,22,3003,local
Ordinary Toilet,3414,3003,local
Without Tiolet,167,3003,local
Flush toilet (sewerage),100,3006,local
Flush Toilet Septic Tank,1425,3006,local
Not Stated about Toilet,16,3006,local
Ordinary Toilet,2997,3006,local
Without Tiolet,139,3006,local
Flush toilet (sewerage),159,3005,local
Flush Toilet Septic Tank,947,3005,local
Not Stated about Toilet,32,3005,local
Ordinary Toilet,4065,3005,local
Without Tiolet,1874,3005,local
Flush toilet (sewerage),119,3008,local
Flush Toilet Septic Tank,1131,3008,local
Not Stated about Toilet,25,3008,local
Ordinary Toilet,2676,3008,local
Without Tiolet,400,3008,local
Flush toilet (sewerage),239,3004,local
Flush Toilet Septic Tank,5497,3004,local
Not Stated about Toilet,94,3004,local
Ordinary Toilet,4880,3004,local
Without Tiolet,673,3004,local
Flush toilet (sewerage),132,3002,local
Flush Toilet Septic Tank,2470,3002,local
Not Stated about Toilet,32,3002,local
Ordinary Toilet,4113,3002,local
Without Tiolet,376,3002,local
Flush toilet (sewerage),279,3010,local
Flush Toilet Septic Tank,5752,3010,local
Not Stated about Toilet,53,3010,local
Ordinary Toilet,6699,3010,local
Without Tiolet,428,3010,local
Flush toilet (sewerage),532,49,district
Flush Toilet Septic Tank,5397,49,district
Not Stated about Toilet,227,49,district
Ordinary Toilet,16815,49,district
Without Tiolet,9495,49,district
Flush toilet (sewerage),66,12008,local
Flush Toilet Septic Tank,371,12008,local
Not Stated about Toilet,24,12008,local
Ordinary Toilet,1782,12008,local
Without Tiolet,1744,12008,local
Flush toilet (sewerage),71,12001,local
Flush Toilet Septic Tank,383,12001,local
Not Stated about Toilet,25,12001,local
Ordinary Toilet,1655,12001,local
Without Tiolet,1662,12001,local
Flush toilet (sewerage),28,12002,local
Flush Toilet Septic Tank,108,12002,local
Not Stated about Toilet,29,12002,local
Ordinary Toilet,2437,12002,local
Without Tiolet,732,12002,local
Flush toilet (sewerage),27,12004,local
Flush Toilet Septic Tank,767,12004,local
Not Stated about Toilet,10,12004,local
Ordinary Toilet,1369,12004,local
Without Tiolet,784,12004,local
Flush toilet (sewerage),159,12007,local
Flush Toilet Septic Tank,1528,12007,local
Not Stated about Toilet,95,12007,local
Ordinary Toilet,3991,12007,local
Without Tiolet,1221,12007,local
Flush toilet (sewerage),50,12005,local
Flush Toilet Septic Tank,1229,12005,local
Not Stated about Toilet,22,12005,local
Ordinary Toilet,1728,12005,local
Without Tiolet,1589,12005,local
Flush toilet (sewerage),57,12003,local
Flush Toilet Septic Tank,670,12003,local
Not Stated about Toilet,10,12003,local
Ordinary Toilet,1508,12003,local
Without Tiolet,866,12003,local
Flush toilet (sewerage),74,12006,local
Flush Toilet Septic Tank,341,12006,local
Not Stated about Toilet,12,12006,local
Ordinary Toilet,2345,12006,local
Without Tiolet,897,12006,local
Flush toilet (sewerage),534,37,district
Flush Toilet Septic Tank,5849,37,district
Not Stated about Toilet,212,37,district
Ordinary Toilet,20422,37,district
Without Tiolet,15630,37,district
Flush toilet (sewerage),17,13006,local
Flush Toilet Septic Tank,123,13006,local
Not Stated about Toilet,15,13006,local
Ordinary Toilet,2206,13006,local
Without Tiolet,986,13006,local
Flush toilet (sewerage),23,13010,local
Flush Toilet Septic Tank,857,13010,local
Not Stated about Toilet,13,13010,local
Ordinary Toilet,1265,13010,local
Without Tiolet,250,13010,local
Flush toilet (sewerage),70,13004,local
Flush Toilet Septic Tank,367,13004,local
Not Stated about Toilet,26,13004,local
Ordinary Toilet,2117,13004,local
Without Tiolet,3258,13004,local
Flush toilet (sewerage),59,13001,local
Flush Toilet Septic Tank,512,13001,local
Not Stated about Toilet,8,13001,local
Ordinary Toilet,2019,13001,local
Without Tiolet,893,13001,local
Flush toilet (sewerage),29,13002,local
Flush Toilet Septic Tank,194,13002,local
Not Stated about Toilet,26,13002,local
Ordinary Toilet,639,13002,local
Without Tiolet,1814,13002,local
Flush toilet (sewerage),32,13008,local
Flush Toilet Septic Tank,419,13008,local
Not Stated about Toilet,8,13008,local
Ordinary Toilet,1430,13008,local
Without Tiolet,904,13008,local
Flush toilet (sewerage),32,13003,local
Flush Toilet Septic Tank,349,13003,local
Not Stated about Toilet,21,13003,local
Ordinary Toilet,2365,13003,local
Without Tiolet,1373,13003,local
Flush toilet (sewerage),63,13007,local
Flush Toilet Septic Tank,366,13007,local
Not Stated about Toilet,14,13007,local
Ordinary Toilet,2033,13007,local
Without Tiolet,2227,13007,local
Flush toilet (sewerage),15,13005,local
Flush Toilet Septic Tank,126,13005,local
Not Stated about Toilet,21,13005,local
Ordinary Toilet,1015,13005,local
Without Tiolet,1998,13005,local
Flush toilet (sewerage),194,13009,local
Flush Toilet Septic Tank,2536,13009,local
Not Stated about Toilet,60,13009,local
Ordinary Toilet,5333,13009,local
Without Tiolet,1927,13009,local
Flush toilet (sewerage),199,73,district
Flush Toilet Septic Tank,4564,73,district
Not Stated about Toilet,131,73,district
Ordinary Toilet,14656,73,district
Without Tiolet,6921,73,district
Flush toilet (sewerage),4,1005,local
Flush Toilet Septic Tank,93,1005,local
Not Stated about Toilet,24,1005,local
Ordinary Toilet,1453,1005,local
Without Tiolet,951,1005,local
Flush toilet (sewerage),2,1002,local
Flush Toilet Septic Tank,205,1002,local
Not Stated about Toilet,15,1002,local
Ordinary Toilet,1518,1002,local
Without Tiolet,454,1002,local
Flush toilet (sewerage),4,1006,local
Flush Toilet Septic Tank,1948,1006,local
Not Stated about Toilet,20,1006,local
Ordinary Toilet,3217,1006,local
Without Tiolet,797,1006,local
Flush toilet (sewerage),2,1007,local
Flush Toilet Septic Tank,363,1007,local
Not Stated about Toilet,15,1007,local
Ordinary Toilet,1447,1007,local
Without Tiolet,543,1007,local
Flush toilet (sewerage),3,1004,local
Flush Toilet Septic Tank,194,1004,local
Not Stated about Toilet,8,1004,local
Ordinary Toilet,995,1004,local
Without Tiolet,669,1004,local
Flush toilet (sewerage),34,1008,local
Flush Toilet Septic Tank,527,1008,local
Not Stated about Toilet,19,1008,local
Ordinary Toilet,1694,1008,local
Without Tiolet,953,1008,local
Flush toilet (sewerage),125,1009,local
Flush Toilet Septic Tank,633,1009,local
Not Stated about Toilet,7,1009,local
Ordinary Toilet,1483,1009,local
Without Tiolet,586,1009,local
Flush toilet (sewerage),12,1003,local
Flush Toilet Septic Tank,313,1003,local
Not Stated about Toilet,17,1003,local
Ordinary Toilet,1180,1003,local
Without Tiolet,1056,1003,local
Flush toilet (sewerage),13,1001,local
Flush Toilet Septic Tank,288,1001,local
Not Stated about Toilet,6,1001,local
Ordinary Toilet,1669,1001,local
Without Tiolet,912,1001,local
Flush toilet (sewerage),2939,43,district
Flush Toilet Septic Tank,84671,43,district
Not Stated about Toilet,875,43,district
Ordinary Toilet,47907,43,district
Without Tiolet,77478,43,district
Flush toilet (sewerage),218,5015,local
Flush Toilet Septic Tank,6109,5015,local
Not Stated about Toilet,106,5015,local
Ordinary Toilet,7632,5015,local
Without Tiolet,4545,5015,local
Flush toilet (sewerage),92,5010,local
Flush Toilet Septic Tank,3282,5010,local
Not Stated about Toilet,21,5010,local
Ordinary Toilet,2590,5010,local
Without Tiolet,1354,5010,local
Flush toilet (sewerage),118,5014,local
Flush Toilet Septic Tank,2753,5014,local
Not Stated about Toilet,19,5014,local
Ordinary Toilet,2936,5014,local
Without Tiolet,6656,5014,local
Flush toilet (sewerage),98,5003,local
Flush Toilet Septic Tank,2668,5003,local
Not Stated about Toilet,34,5003,local
Ordinary Toilet,1924,5003,local
Without Tiolet,4897,5003,local
Flush toilet (sewerage),143,5017,local
Flush Toilet Septic Tank,7418,5017,local
Not Stated about Toilet,9,5017,local
Ordinary Toilet,3551,5017,local
Without Tiolet,1409,5017,local
Flush toilet (sewerage),122,5016,local
Flush Toilet Septic Tank,1881,5016,local
Not Stated about Toilet,36,5016,local
Ordinary Toilet,937,5016,local
Without Tiolet,7819,5016,local
Flush toilet (sewerage),130,5007,local
Flush Toilet Septic Tank,3387,5007,local
Not Stated about Toilet,27,5007,local
Ordinary Toilet,2466,5007,local
Without Tiolet,2673,5007,local
Flush toilet (sewerage),160,5001,local
Flush Toilet Septic Tank,5787,5001,local
Not Stated about Toilet,70,5001,local
Ordinary Toilet,4513,5001,local
Without Tiolet,4808,5001,local
Flush toilet (sewerage),143,5012,local
Flush Toilet Septic Tank,7086,5012,local
Not Stated about Toilet,59,5012,local
Ordinary Toilet,4321,5012,local
Without Tiolet,2347,5012,local
Flush toilet (sewerage),68,5011,local
Flush Toilet Septic Tank,2304,5011,local
Not Stated about Toilet,12,5011,local
Ordinary Toilet,2317,5011,local
Without Tiolet,1716,5011,local
Flush toilet (sewerage),125,5005,local
Flush Toilet Septic Tank,1488,5005,local
Not Stated about Toilet,28,5005,local
Ordinary Toilet,1087,5005,local
Without Tiolet,5192,5005,local
Flush toilet (sewerage),123,5013,local
Flush Toilet Septic Tank,2914,5013,local
Not Stated about Toilet,21,5013,local
Ordinary Toilet,1535,5013,local
Without Tiolet,6656,5013,local
Flush toilet (sewerage),50,5008,local
Flush Toilet Septic Tank,1214,5008,local
Not Stated about Toilet,18,5008,local
Ordinary Toilet,948,5008,local
Without Tiolet,5779,5008,local
Flush toilet (sewerage),101,5004,local
Flush Toilet Septic Tank,1490,5004,local
Not Stated about Toilet,24,5004,local
Ordinary Toilet,700,5004,local
Without Tiolet,5642,5004,local
Flush toilet (sewerage),75,5006,local
Flush Toilet Septic Tank,322,5006,local
Not Stated about Toilet,13,5006,local
Ordinary Toilet,319,5006,local
Without Tiolet,7446,5006,local
Flush toilet (sewerage),92,5009,local
Flush Toilet Septic Tank,2717,5009,local
Not Stated about Toilet,18,5009,local
Ordinary Toilet,2456,5009,local
Without Tiolet,1708,5009,local
Flush toilet (sewerage),1081,5002,local
Flush Toilet Septic Tank,31851,5002,local
Not Stated about Toilet,360,5002,local
Ordinary Toilet,7675,5002,local
Without Tiolet,6831,5002,local
Flush toilet (sewerage),622,68,district
Flush Toilet Septic Tank,4681,68,district
Not Stated about Toilet,49,68,district
Ordinary Toilet,12564,68,district
Without Tiolet,5842,68,district
Flush toilet (sewerage),2,11001,local
Flush Toilet Septic Tank,1513,11001,local
Not Stated about Toilet,11,11001,local
Ordinary Toilet,1602,11001,local
Without Tiolet,1112,11001,local
Flush toilet (sewerage),0,11006,local
Flush Toilet Septic Tank,887,11006,local
Not Stated about Toilet,5,11006,local
Ordinary Toilet,1740,11006,local
Without Tiolet,1004,11006,local
Flush toilet (sewerage),546,11007,local
Flush Toilet Septic Tank,801,11007,local
Not Stated about Toilet,17,11007,local
Ordinary Toilet,2915,11007,local
Without Tiolet,701,11007,local
Flush toilet (sewerage),6,11004,local
Flush Toilet Septic Tank,173,11004,local
Not Stated about Toilet,2,11004,local
Ordinary Toilet,666,11004,local
Without Tiolet,321,11004,local
Flush toilet (sewerage),62,11003,local
Flush Toilet Septic Tank,323,11003,local
Not Stated about Toilet,3,11003,local
Ordinary Toilet,1786,11003,local
Without Tiolet,259,11003,local
Flush toilet (sewerage),0,11008,local
Flush Toilet Septic Tank,435,11008,local
Not Stated about Toilet,6,11008,local
Ordinary Toilet,1035,11008,local
Without Tiolet,572,11008,local
Flush toilet (sewerage),3,11005,local
Flush Toilet Septic Tank,427,11005,local
Not Stated about Toilet,1,11005,local
Ordinary Toilet,642,11005,local
Without Tiolet,1377,11005,local
Flush toilet (sewerage),3,11002,local
Flush Toilet Septic Tank,122,11002,local
Not Stated about Toilet,4,11002,local
Ordinary Toilet,2178,11002,local
Without Tiolet,496,11002,local
Flush toilet (sewerage),2263,6,province
Flush Toilet Septic Tank,81317,6,province
Not Stated about Toilet,1770,6,province
Ordinary Toilet,68969,6,province
Without Tiolet,143855,6,province
Flush toilet (sewerage),374,14,district
Flush Toilet Septic Tank,16305,14,district
Not Stated about Toilet,333,14,district
Ordinary Toilet,6941,14,district
Without Tiolet,24962,14,district
Flush toilet (sewerage),11,60001,local
Flush Toilet Septic Tank,1491,60001,local
Not Stated about Toilet,27,60001,local
Ordinary Toilet,714,60001,local
Without Tiolet,3020,60001,local
Flush toilet (sewerage),32,60007,local
Flush Toilet Septic Tank,2050,60007,local
Not Stated about Toilet,26,60007,local
Ordinary Toilet,680,60007,local
Without Tiolet,1308,60007,local
Flush toilet (sewerage),32,60002,local
Flush Toilet Septic Tank,2347,60002,local
Not Stated about Toilet,13,60002,local
Ordinary Toilet,345,60002,local
Without Tiolet,622,60002,local
Flush toilet (sewerage),17,60009,local
Flush Toilet Septic Tank,2347,60009,local
Not Stated about Toilet,42,60009,local
Ordinary Toilet,1069,60009,local
Without Tiolet,2316,60009,local
Flush toilet (sewerage),24,60006,local
Flush Toilet Septic Tank,1796,60006,local
Not Stated about Toilet,26,60006,local
Ordinary Toilet,436,60006,local
Without Tiolet,762,60006,local
Flush toilet (sewerage),39,60004,local
Flush Toilet Septic Tank,352,60004,local
Not Stated about Toilet,22,60004,local
Ordinary Toilet,740,60004,local
Without Tiolet,3481,60004,local
Flush toilet (sewerage),87,60005,local
Flush Toilet Septic Tank,1822,60005,local
Not Stated about Toilet,63,60005,local
Ordinary Toilet,1093,60005,local
Without Tiolet,5099,60005,local
Flush toilet (sewerage),14,60010,local
Flush Toilet Septic Tank,598,60010,local
Not Stated about Toilet,34,60010,local
Ordinary Toilet,396,60010,local
Without Tiolet,2666,60010,local
Flush toilet (sewerage),76,60003,local
Flush Toilet Septic Tank,916,60003,local
Not Stated about Toilet,15,60003,local
Ordinary Toilet,678,60003,local
Without Tiolet,2291,60003,local
Flush toilet (sewerage),32,60008,local
Flush Toilet Septic Tank,1013,60008,local
Not Stated about Toilet,24,60008,local
Ordinary Toilet,493,60008,local
Without Tiolet,1991,60008,local
Flush toilet (sewerage),10,60011,local
Flush Toilet Septic Tank,1573,60011,local
Not Stated about Toilet,41,60011,local
Ordinary Toilet,297,60011,local
Without Tiolet,1406,60011,local
Flush toilet (sewerage),0,25,district
Flush Toilet Septic Tank,2584,25,district
Not Stated about Toilet,10,25,district
Ordinary Toilet,2144,25,district
Without Tiolet,4699,25,district
Flush toilet (sewerage),0,66001,local
