outer wall type,total,geo_code,geo_level
Other Type Wall,11393,71004,local
Unbaked Bricks,1208,71004,local
Wood/Planks,45611,71004,local
BambooWall,28344,71012,local
Cement Bonded Bricks/Stone Wall,33482,71012,local
Mud Bonded Bricks/Stone Wall,21368,71012,local
Not Stated about Wall,1007,71012,local
Other Type Wall,11393,71012,local
Unbaked Bricks,1208,71012,local
Wood/Planks,45611,71012,local
BambooWall,28344,71009,local
Cement Bonded Bricks/Stone Wall,33482,71009,local
Mud Bonded Bricks/Stone Wall,21368,71009,local
Not Stated about Wall,1007,71009,local
Other Type Wall,11393,71009,local
Unbaked Bricks,1208,71009,local
Wood/Planks,45611,71009,local
BambooWall,28344,71013,local
Cement Bonded Bricks/Stone Wall,33482,71013,local
Mud Bonded Bricks/Stone Wall,21368,71013,local
Not Stated about Wall,1007,71013,local
Other Type Wall,11393,71013,local
Unbaked Bricks,1208,71013,local
Wood/Planks,45611,71013,local
BambooWall,28344,71001,local
Cement Bonded Bricks/Stone Wall,33482,71001,local
Mud Bonded Bricks/Stone Wall,21368,71001,local
Not Stated about Wall,1007,71001,local
Other Type Wall,11393,71001,local
Unbaked Bricks,1208,71001,local
Wood/Planks,45611,71001,local
BambooWall,28344,71007,local
Cement Bonded Bricks/Stone Wall,33482,71007,local
Mud Bonded Bricks/Stone Wall,21368,71007,local
Not Stated about Wall,1007,71007,local
Other Type Wall,11393,71007,local
Unbaked Bricks,1208,71007,local
Wood/Planks,45611,71007,local
BambooWall,28344,71011,local
Cement Bonded Bricks/Stone Wall,33482,71011,local
Mud Bonded Bricks/Stone Wall,21368,71011,local
Not Stated about Wall,1007,71011,local
Other Type Wall,11393,71011,local
Unbaked Bricks,1208,71011,local
Wood/Planks,45611,71011,local
BambooWall,28344,71002,local
Cement Bonded Bricks/Stone Wall,33482,71002,local
Mud Bonded Bricks/Stone Wall,21368,71002,local
Not Stated about Wall,1007,71002,local
Other Type Wall,11393,71002,local
Unbaked Bricks,1208,71002,local
Wood/Planks,45611,71002,local
BambooWall,28344,71003,local
Cement Bonded Bricks/Stone Wall,33482,71003,local
Mud Bonded Bricks/Stone Wall,21368,71003,local
Not Stated about Wall,1007,71003,local
Other Type Wall,11393,71003,local
Unbaked Bricks,1208,71003,local
Wood/Planks,45611,71003,local
BambooWall,28344,71006,local
Cement Bonded Bricks/Stone Wall,33482,71006,local
Mud Bonded Bricks/Stone Wall,21368,71006,local
Not Stated about Wall,1007,71006,local
Other Type Wall,11393,71006,local
Unbaked Bricks,1208,71006,local
Wood/Planks,45611,71006,local
BambooWall,28344,71005,local
Cement Bonded Bricks/Stone Wall,33482,71005,local
Mud Bonded Bricks/Stone Wall,21368,71005,local
Not Stated about Wall,1007,71005,local
Other Type Wall,11393,71005,local
Unbaked Bricks,1208,71005,local
Wood/Planks,45611,71005,local
BambooWall,28344,71010,local
Cement Bonded Bricks/Stone Wall,33482,71010,local
Mud Bonded Bricks/Stone Wall,21368,71010,local
Not Stated about Wall,1007,71010,local
Other Type Wall,11393,71010,local
Unbaked Bricks,1208,71010,local
Wood/Planks,45611,71010,local
BambooWall,28344,71008,local
Cement Bonded Bricks/Stone Wall,33482,71008,local
Mud Bonded Bricks/Stone Wall,21368,71008,local
Not Stated about Wall,1007,71008,local
Other Type Wall,11393,71008,local
Unbaked Bricks,1208,71008,local
Wood/Planks,45611,71008,local
BambooWall,112,22,district
Cement Bonded Bricks/Stone Wall,1535,22,district
Mud Bonded Bricks/Stone Wall,38183,22,district
Not Stated about Wall,298,22,district
Other Type Wall,222,22,district
Unbaked Bricks,7,22,district
Wood/Planks,1026,22,district
BambooWall,112,70007,local
Cement Bonded Bricks/Stone Wall,1535,70007,local
Mud Bonded Bricks/Stone Wall,38183,70007,local
Not Stated about Wall,298,70007,local
Other Type Wall,222,70007,local
Unbaked Bricks,7,70007,local
Wood/Planks,1026,70007,local
BambooWall,112,70004,local
Cement Bonded Bricks/Stone Wall,1535,70004,local
Mud Bonded Bricks/Stone Wall,38183,70004,local
Not Stated about Wall,298,70004,local
Other Type Wall,222,70004,local
Unbaked Bricks,7,70004,local
Wood/Planks,1026,70004,local
BambooWall,112,70001,local
Cement Bonded Bricks/Stone Wall,1535,70001,local
Mud Bonded Bricks/Stone Wall,38183,70001,local
Not Stated about Wall,298,70001,local
Other Type Wall,222,70001,local
Unbaked Bricks,7,70001,local
Wood/Planks,1026,70001,local
BambooWall,112,70002,local
Cement Bonded Bricks/Stone Wall,1535,70002,local
Mud Bonded Bricks/Stone Wall,38183,70002,local
Not Stated about Wall,298,70002,local
Other Type Wall,222,70002,local
Unbaked Bricks,7,70002,local
Wood/Planks,1026,70002,local
BambooWall,112,70006,local
Cement Bonded Bricks/Stone Wall,1535,70006,local
Mud Bonded Bricks/Stone Wall,38183,70006,local
Not Stated about Wall,298,70006,local
Other Type Wall,222,70006,local
Unbaked Bricks,7,70006,local
Wood/Planks,1026,70006,local
BambooWall,112,70008,local
Cement Bonded Bricks/Stone Wall,1535,70008,local
Mud Bonded Bricks/Stone Wall,38183,70008,local
Not Stated about Wall,298,70008,local
Other Type Wall,222,70008,local
Unbaked Bricks,7,70008,local
Wood/Planks,1026,70008,local
BambooWall,112,70003,local
Cement Bonded Bricks/Stone Wall,1535,70003,local
Mud Bonded Bricks/Stone Wall,38183,70003,local
Not Stated about Wall,298,70003,local
Other Type Wall,222,70003,local
Unbaked Bricks,7,70003,local
Wood/Planks,1026,70003,local
BambooWall,112,70009,local
Cement Bonded Bricks/Stone Wall,1535,70009,local
Mud Bonded Bricks/Stone Wall,38183,70009,local
Not Stated about Wall,298,70009,local
Other Type Wall,222,70009,local
Unbaked Bricks,7,70009,local
Wood/Planks,1026,70009,local
BambooWall,112,70005,local
Cement Bonded Bricks/Stone Wall,1535,70005,local
Mud Bonded Bricks/Stone Wall,38183,70005,local
Not Stated about Wall,298,70005,local
Other Type Wall,222,70005,local
Unbaked Bricks,7,70005,local
Wood/Planks,1026,70005,local
BambooWall,39,01,district
Cement Bonded Bricks/Stone Wall,723,01,district
Mud Bonded Bricks/Stone Wall,46750,01,district
Not Stated about Wall,423,01,district
Other Type Wall,86,01,district
Unbaked Bricks,24,01,district
Wood/Planks,273,01,district
BambooWall,39,69006,local
Cement Bonded Bricks/Stone Wall,723,69006,local
Mud Bonded Bricks/Stone Wall,46750,69006,local
Not Stated about Wall,423,69006,local
Other Type Wall,86,69006,local
Unbaked Bricks,24,69006,local
Wood/Planks,273,69006,local
BambooWall,39,69004,local
Cement Bonded Bricks/Stone Wall,723,69004,local
Mud Bonded Bricks/Stone Wall,46750,69004,local
Not Stated about Wall,423,69004,local
Other Type Wall,86,69004,local
Unbaked Bricks,24,69004,local
Wood/Planks,273,69004,local
BambooWall,39,69010,local
Cement Bonded Bricks/Stone Wall,723,69010,local
Mud Bonded Bricks/Stone Wall,46750,69010,local
Not Stated about Wall,423,69010,local
Other Type Wall,86,69010,local
Unbaked Bricks,24,69010,local
Wood/Planks,273,69010,local
BambooWall,39,69005,local
Cement Bonded Bricks/Stone Wall,723,69005,local
Mud Bonded Bricks/Stone Wall,46750,69005,local
Not Stated about Wall,423,69005,local
Other Type Wall,86,69005,local
Unbaked Bricks,24,69005,local
Wood/Planks,273,69005,local
BambooWall,39,69008,local
Cement Bonded Bricks/Stone Wall,723,69008,local
Mud Bonded Bricks/Stone Wall,46750,69008,local
Not Stated about Wall,423,69008,local
Other Type Wall,86,69008,local
Unbaked Bricks,24,69008,local
Wood/Planks,273,69008,local
BambooWall,39,69001,local
Cement Bonded Bricks/Stone Wall,723,69001,local
Mud Bonded Bricks/Stone Wall,46750,69001,local
Not Stated about Wall,423,69001,local
Other Type Wall,86,69001,local
Unbaked Bricks,24,69001,local
Wood/Planks,273,69001,local
BambooWall,39,69003,local
Cement Bonded Bricks/Stone Wall,723,69003,local
Mud Bonded Bricks/Stone Wall,46750,69003,local
Not Stated about Wall,423,69003,local
Other Type Wall,86,69003,local
Unbaked Bricks,24,69003,local
Wood/Planks,273,69003,local
BambooWall,39,69009,local
Cement Bonded Bricks/Stone Wall,723,69009,local
Mud Bonded Bricks/Stone Wall,46750,69009,local
Not Stated about Wall,423,69009,local
Other Type Wall,86,69009,local
Unbaked Bricks,24,69009,local
Wood/Planks,273,69009,local
BambooWall,39,69007,local
Cement Bonded Bricks/Stone Wall,723,69007,local
Mud Bonded Bricks/Stone Wall,46750,69007,local
Not Stated about Wall,423,69007,local
Other Type Wall,86,69007,local
Unbaked Bricks,24,69007,local
Wood/Planks,273,69007,local
BambooWall,39,69002,local
Cement Bonded Bricks/Stone Wall,723,69002,local
Mud Bonded Bricks/Stone Wall,46750,69002,local
Not Stated about Wall,423,69002,local
Other Type Wall,86,69002,local
Unbaked Bricks,24,69002,local
Wood/Planks,273,69002,local
BambooWall,7,05,district
Cement Bonded Bricks/Stone Wall,900,05,district
Mud Bonded Bricks/Stone Wall,32060,05,district
Not Stated about Wall,455,05,district
Other Type Wall,90,05,district
Unbaked Bricks,10,05,district
Wood/Planks,251,05,district
BambooWall,7,68011,local
Cement Bonded Bricks/Stone Wall,900,68011,local
Mud Bonded Bricks/Stone Wall,32060,68011,local
Not Stated about Wall,455,68011,local
Other Type Wall,90,68011,local
Unbaked Bricks,10,68011,local
Wood/Planks,251,68011,local
BambooWall,7,68007,local
Cement Bonded Bricks/Stone Wall,900,68007,local
Mud Bonded Bricks/Stone Wall,32060,68007,local
Not Stated about Wall,455,68007,local
Other Type Wall,90,68007,local
Unbaked Bricks,10,68007,local
Wood/Planks,251,68007,local
BambooWall,7,68010,local
Cement Bonded Bricks/Stone Wall,900,68010,local
Mud Bonded Bricks/Stone Wall,32060,68010,local
Not Stated about Wall,455,68010,local
Other Type Wall,90,68010,local
Unbaked Bricks,10,68010,local
Wood/Planks,251,68010,local
BambooWall,7,68012,local
Cement Bonded Bricks/Stone Wall,900,68012,local
Mud Bonded Bricks/Stone Wall,32060,68012,local
Not Stated about Wall,455,68012,local
Other Type Wall,90,68012,local
Unbaked Bricks,10,68012,local
Wood/Planks,251,68012,local
BambooWall,7,68002,local
Cement Bonded Bricks/Stone Wall,900,68002,local
Mud Bonded Bricks/Stone Wall,32060,68002,local
Not Stated about Wall,455,68002,local
Other Type Wall,90,68002,local
Unbaked Bricks,10,68002,local
Wood/Planks,251,68002,local
BambooWall,7,68001,local
Cement Bonded Bricks/Stone Wall,900,68001,local
Mud Bonded Bricks/Stone Wall,32060,68001,local
Not Stated about Wall,455,68001,local
Other Type Wall,90,68001,local
Unbaked Bricks,10,68001,local
Wood/Planks,251,68001,local
BambooWall,7,68004,local
Cement Bonded Bricks/Stone Wall,900,68004,local
Mud Bonded Bricks/Stone Wall,32060,68004,local
Not Stated about Wall,455,68004,local
Other Type Wall,90,68004,local
Unbaked Bricks,10,68004,local
Wood/Planks,251,68004,local
BambooWall,7,68005,local
Cement Bonded Bricks/Stone Wall,900,68005,local
Mud Bonded Bricks/Stone Wall,32060,68005,local
Not Stated about Wall,455,68005,local
Other Type Wall,90,68005,local
Unbaked Bricks,10,68005,local
Wood/Planks,251,68005,local
BambooWall,7,68009,local
Cement Bonded Bricks/Stone Wall,900,68009,local
Mud Bonded Bricks/Stone Wall,32060,68009,local
Not Stated about Wall,455,68009,local
Other Type Wall,90,68009,local
Unbaked Bricks,10,68009,local
Wood/Planks,251,68009,local
BambooWall,7,68003,local
Cement Bonded Bricks/Stone Wall,900,68003,local
Mud Bonded Bricks/Stone Wall,32060,68003,local
Not Stated about Wall,455,68003,local
Other Type Wall,90,68003,local
Unbaked Bricks,10,68003,local
Wood/Planks,251,68003,local
BambooWall,7,68006,local
Cement Bonded Bricks/Stone Wall,900,68006,local
Mud Bonded Bricks/Stone Wall,32060,68006,local
Not Stated about Wall,455,68006,local
Other Type Wall,90,68006,local
Unbaked Bricks,10,68006,local
Wood/Planks,251,68006,local
BambooWall,7,68008,local
Cement Bonded Bricks/Stone Wall,900,68008,local
Mud Bonded Bricks/Stone Wall,32060,68008,local
Not Stated about Wall,455,68008,local
Other Type Wall,90,68008,local
Unbaked Bricks,10,68008,local
Wood/Planks,251,68008,local
BambooWall,15284,32,district
Cement Bonded Bricks/Stone Wall,27486,32,district
Mud Bonded Bricks/Stone Wall,10294,32,district
Not Stated about Wall,1037,32,district
Other Type Wall,3986,32,district
Unbaked Bricks,641,32,district
Wood/Planks,23406,32,district
BambooWall,15284,72007,local
Cement Bonded Bricks/Stone Wall,27486,72007,local
Mud Bonded Bricks/Stone Wall,10294,72007,local
Not Stated about Wall,1037,72007,local
Other Type Wall,3986,72007,local
Unbaked Bricks,641,72007,local
Wood/Planks,23406,72007,local
BambooWall,15284,72005,local
Cement Bonded Bricks/Stone Wall,27486,72005,local
Mud Bonded Bricks/Stone Wall,10294,72005,local
Not Stated about Wall,1037,72005,local
Other Type Wall,3986,72005,local
Unbaked Bricks,641,72005,local
Wood/Planks,23406,72005,local
BambooWall,15284,72001,local
Cement Bonded Bricks/Stone Wall,27486,72001,local
Mud Bonded Bricks/Stone Wall,10294,72001,local
Not Stated about Wall,1037,72001,local
Other Type Wall,3986,72001,local
Unbaked Bricks,641,72001,local
Wood/Planks,23406,72001,local
BambooWall,15284,72009,local
Cement Bonded Bricks/Stone Wall,27486,72009,local
Mud Bonded Bricks/Stone Wall,10294,72009,local
Not Stated about Wall,1037,72009,local
Other Type Wall,3986,72009,local
Unbaked Bricks,641,72009,local
Wood/Planks,23406,72009,local
BambooWall,15284,72002,local
Cement Bonded Bricks/Stone Wall,27486,72002,local
Mud Bonded Bricks/Stone Wall,10294,72002,local
Not Stated about Wall,1037,72002,local
Other Type Wall,3986,72002,local
Unbaked Bricks,641,72002,local
Wood/Planks,23406,72002,local
BambooWall,15284,72006,local
Cement Bonded Bricks/Stone Wall,27486,72006,local
Mud Bonded Bricks/Stone Wall,10294,72006,local
Not Stated about Wall,1037,72006,local
Other Type Wall,3986,72006,local
Unbaked Bricks,641,72006,local
Wood/Planks,23406,72006,local
BambooWall,15284,72008,local
Cement Bonded Bricks/Stone Wall,27486,72008,local
Mud Bonded Bricks/Stone Wall,10294,72008,local
Not Stated about Wall,1037,72008,local
Other Type Wall,3986,72008,local
Unbaked Bricks,641,72008,local
Wood/Planks,23406,72008,local
BambooWall,15284,72003,local
Cement Bonded Bricks/Stone Wall,27486,72003,local
Mud Bonded Bricks/Stone Wall,10294,72003,local
Not Stated about Wall,1037,72003,local
Other Type Wall,3986,72003,local
Unbaked Bricks,641,72003,local
Wood/Planks,23406,72003,local
BambooWall,15284,72004,local
Cement Bonded Bricks/Stone Wall,27486,72004,local
Mud Bonded Bricks/Stone Wall,10294,72004,local
Not Stated about Wall,1037,72004,local
Other Type Wall,3986,72004,local
Unbaked Bricks,641,72004,local
Wood/Planks,23406,72004,local
BambooWall,367048,1,province
Cement Bonded Bricks/Stone Wall,212984,1,province
Mud Bonded Bricks/Stone Wall,317987,1,province
Not Stated about Wall,6601,1,province
Other Type Wall,9952,1,province
Unbaked Bricks,2001,1,province
Wood/Planks,75177,1,province
BambooWall,88549,69,district
Cement Bonded Bricks/Stone Wall,57216,69,district
Mud Bonded Bricks/Stone Wall,4066,69,district
Not Stated about Wall,1440,69,district
Other Type Wall,1621,69,district
Unbaked Bricks,161,69,district
Wood/Planks,9226,69,district
BambooWall,88549,6001,local
Cement Bonded Bricks/Stone Wall,57216,6001,local
Mud Bonded Bricks/Stone Wall,4066,6001,local
Not Stated about Wall,1440,6001,local
Other Type Wall,1621,6001,local
Unbaked Bricks,161,6001,local
Wood/Planks,9226,6001,local
BambooWall,88549,6007,local
Cement Bonded Bricks/Stone Wall,57216,6007,local
Mud Bonded Bricks/Stone Wall,4066,6007,local
Not Stated about Wall,1440,6007,local
Other Type Wall,1621,6007,local
Unbaked Bricks,161,6007,local
Wood/Planks,9226,6007,local
BambooWall,88549,6012,local
Cement Bonded Bricks/Stone Wall,57216,6012,local
Mud Bonded Bricks/Stone Wall,4066,6012,local
Not Stated about Wall,1440,6012,local
Other Type Wall,1621,6012,local
Unbaked Bricks,161,6012,local
Wood/Planks,9226,6012,local
BambooWall,88549,6002,local
Cement Bonded Bricks/Stone Wall,57216,6002,local
Mud Bonded Bricks/Stone Wall,4066,6002,local
Not Stated about Wall,1440,6002,local
Other Type Wall,1621,6002,local
Unbaked Bricks,161,6002,local
Wood/Planks,9226,6002,local
BambooWall,88549,6004,local
Cement Bonded Bricks/Stone Wall,57216,6004,local
Mud Bonded Bricks/Stone Wall,4066,6004,local
Not Stated about Wall,1440,6004,local
Other Type Wall,1621,6004,local
Unbaked Bricks,161,6004,local
Wood/Planks,9226,6004,local
BambooWall,88549,6008,local
Cement Bonded Bricks/Stone Wall,57216,6008,local
Mud Bonded Bricks/Stone Wall,4066,6008,local
Not Stated about Wall,1440,6008,local
Other Type Wall,1621,6008,local
Unbaked Bricks,161,6008,local
Wood/Planks,9226,6008,local
BambooWall,88549,6003,local
Cement Bonded Bricks/Stone Wall,57216,6003,local
Mud Bonded Bricks/Stone Wall,4066,6003,local
Not Stated about Wall,1440,6003,local
Other Type Wall,1621,6003,local
Unbaked Bricks,161,6003,local
Wood/Planks,9226,6003,local
BambooWall,88549,6011,local
Cement Bonded Bricks/Stone Wall,57216,6011,local
Mud Bonded Bricks/Stone Wall,4066,6011,local
Not Stated about Wall,1440,6011,local
Other Type Wall,1621,6011,local
Unbaked Bricks,161,6011,local
Wood/Planks,9226,6011,local
BambooWall,88549,6009,local
Cement Bonded Bricks/Stone Wall,57216,6009,local
Mud Bonded Bricks/Stone Wall,4066,6009,local
Not Stated about Wall,1440,6009,local
Other Type Wall,1621,6009,local
Unbaked Bricks,161,6009,local
Wood/Planks,9226,6009,local
BambooWall,88549,6010,local
Cement Bonded Bricks/Stone Wall,57216,6010,local
Mud Bonded Bricks/Stone Wall,4066,6010,local
Not Stated about Wall,1440,6010,local
Other Type Wall,1621,6010,local
Unbaked Bricks,161,6010,local
Wood/Planks,9226,6010,local
BambooWall,88549,6005,local
Cement Bonded Bricks/Stone Wall,57216,6005,local
Mud Bonded Bricks/Stone Wall,4066,6005,local
Not Stated about Wall,1440,6005,local
Other Type Wall,1621,6005,local
Unbaked Bricks,161,6005,local
Wood/Planks,9226,6005,local
BambooWall,88549,6006,local
Cement Bonded Bricks/Stone Wall,57216,6006,local
Mud Bonded Bricks/Stone Wall,4066,6006,local
Not Stated about Wall,1440,6006,local
Other Type Wall,1621,6006,local
Unbaked Bricks,161,6006,local
Wood/Planks,9226,6006,local
BambooWall,93918,28,district
Cement Bonded Bricks/Stone Wall,66326,28,district
Mud Bonded Bricks/Stone Wall,3455,28,district
Not Stated about Wall,1216,28,district
Other Type Wall,3251,28,district
Unbaked Bricks,227,28,district
Wood/Planks,15991,28,district
BambooWall,93918,4011,local
Cement Bonded Bricks/Stone Wall,66326,4011,local
Mud Bonded Bricks/Stone Wall,3455,4011,local
Not Stated about Wall,1216,4011,local
Other Type Wall,3251,4011,local
