education level passed,geo_code,geo_level,sex,total
SLC and Equivalent,44001,local,Female,7078
SLC and Equivalent,44001,local,Male,7079
Beginners,44005,local,Female,1467
Beginners,44005,local,Male,1841
Graduate and Equivalent,44005,local,Female,486
Graduate and Equivalent,44005,local,Male,1163
Intermediate and Equivalent,44005,local,Female,2279
Intermediate and Equivalent,44005,local,Male,2641
Level not Stated,44005,local,Female,153
Level not Stated,44005,local,Male,177
Lower Secondary (Class 6-8),44005,local,Female,11818
Lower Secondary (Class 6-8),44005,local,Male,9859
Non Formal Education,44005,local,Female,2042
Non Formal Education,44005,local,Male,1885
Others,44005,local,Female,18
Others,44005,local,Male,17
Post Graduate Equivalent and Above,44005,local,Female,81
Post Graduate Equivalent and Above,44005,local,Male,468
Primary Education (1-5 Class),44005,local,Female,17768
Primary Education (1-5 Class),44005,local,Male,17326
Secondary Level (Class 9-10),44005,local,Female,7164
Secondary Level (Class 9-10),44005,local,Male,6324
SLC and Equivalent,44005,local,Female,7078
SLC and Equivalent,44005,local,Male,7079
Beginners,2,province,Female,31520
Beginners,2,province,Male,40173
Graduate and Equivalent,2,province,Female,14096
Graduate and Equivalent,2,province,Male,47734
Intermediate and Equivalent,2,province,Female,45217
Intermediate and Equivalent,2,province,Male,96268
Level not Stated,2,province,Female,9663
Level not Stated,2,province,Male,12526
Lower Secondary (Class 6-8),2,province,Female,188070
Lower Secondary (Class 6-8),2,province,Male,294959
Non Formal Education,2,province,Female,16072
Non Formal Education,2,province,Male,20889
Others,2,province,Female,2652
Others,2,province,Male,2931
Post Graduate Equivalent and Above,2,province,Female,2414
Post Graduate Equivalent and Above,2,province,Male,12221
Primary Education (1-5 Class),2,province,Female,475935
Primary Education (1-5 Class),2,province,Male,611718
Secondary Level (Class 9-10),2,province,Female,89425
Secondary Level (Class 9-10),2,province,Male,176562
SLC and Equivalent,2,province,Female,76039
SLC and Equivalent,2,province,Male,149406
Beginners,64,district,Female,4940
Beginners,64,district,Male,6172
Graduate and Equivalent,64,district,Female,1338
Graduate and Equivalent,64,district,Male,4679
Intermediate and Equivalent,64,district,Female,6012
Intermediate and Equivalent,64,district,Male,11730
Level not Stated,64,district,Female,1255
Level not Stated,64,district,Male,1541
Lower Secondary (Class 6-8),64,district,Female,23607
Lower Secondary (Class 6-8),64,district,Male,38931
Non Formal Education,64,district,Female,2689
Non Formal Education,64,district,Male,3535
Others,64,district,Female,225
Others,64,district,Male,301
Post Graduate Equivalent and Above,64,district,Female,223
Post Graduate Equivalent and Above,64,district,Male,1298
Primary Education (1-5 Class),64,district,Female,63928
Primary Education (1-5 Class),64,district,Male,87118
Secondary Level (Class 9-10),64,district,Female,10991
Secondary Level (Class 9-10),64,district,Male,20725
SLC and Equivalent,64,district,Female,10840
SLC and Equivalent,64,district,Male,19371
Beginners,19020,local,Female,4940
Beginners,19020,local,Male,6172
Graduate and Equivalent,19020,local,Female,1338
Graduate and Equivalent,19020,local,Male,4679
Intermediate and Equivalent,19020,local,Female,6012
Intermediate and Equivalent,19020,local,Male,11730
Level not Stated,19020,local,Female,1255
Level not Stated,19020,local,Male,1541
Lower Secondary (Class 6-8),19020,local,Female,23607
Lower Secondary (Class 6-8),19020,local,Male,38931
Non Formal Education,19020,local,Female,2689
Non Formal Education,19020,local,Male,3535
Others,19020,local,Female,225
Others,19020,local,Male,301
Post Graduate Equivalent and Above,19020,local,Female,223
Post Graduate Equivalent and Above,19020,local,Male,1298
Primary Education (1-5 Class),19020,local,Female,63928
Primary Education (1-5 Class),19020,local,Male,87118
Secondary Level (Class 9-10),19020,local,Female,10991
Secondary Level (Class 9-10),19020,local,Male,20725
SLC and Equivalent,19020,local,Female,10840
SLC and Equivalent,19020,local,Male,19371
Beginners,19005,local,Female,4940
Beginners,19005,local,Male,6172
Graduate and Equivalent,19005,local,Female,1338
Graduate and Equivalent,19005,local,Male,4679
Intermediate and Equivalent,19005,local,Female,6012
Intermediate and Equivalent,19005,local,Male,11730
Level not Stated,19005,local,Female,1255
Level not Stated,19005,local,Male,1541
Lower Secondary (Class 6-8),19005,local,Female,23607
Lower Secondary (Class 6-8),19005,local,Male,38931
Non Formal Education,19005,local,Female,2689
Non Formal Education,19005,local,Male,3535
Others,19005,local,Female,225
Others,19005,local,Male,301
Post Graduate Equivalent and Above,19005,local,Female,223
Post Graduate Equivalent and Above,19005,local,Male,1298
Primary Education (1-5 Class),19005,local,Female,63928
Primary Education (1-5 Class),19005,local,Male,87118
Secondary Level (Class 9-10),19005,local,Female,10991
Secondary Level (Class 9-10),19005,local,Male,20725
SLC and Equivalent,19005,local,Female,10840
SLC and Equivalent,19005,local,Male,19371
Beginners,19008,local,Female,4940
Beginners,19008,local,Male,6172
Graduate and Equivalent,19008,local,Female,1338
Graduate and Equivalent,19008,local,Male,4679
Intermediate and Equivalent,19008,local,Female,6012
Intermediate and Equivalent,19008,local,Male,11730
Level not Stated,19008,local,Female,1255
Level not Stated,19008,local,Male,1541
Lower Secondary (Class 6-8),19008,local,Female,23607
Lower Secondary (Class 6-8),19008,local,Male,38931
Non Formal Education,19008,local,Female,2689
Non Formal Education,19008,local,Male,3535
Others,19008,local,Female,225
Others,19008,local,Male,301
Post Graduate Equivalent and Above,19008,local,Female,223
Post Graduate Equivalent and Above,19008,local,Male,1298
Primary Education (1-5 Class),19008,local,Female,63928
Primary Education (1-5 Class),19008,local,Male,87118
Secondary Level (Class 9-10),19008,local,Female,10991
Secondary Level (Class 9-10),19008,local,Male,20725
SLC and Equivalent,19008,local,Female,10840
SLC and Equivalent,19008,local,Male,19371
Beginners,19016,local,Female,4940
Beginners,19016,local,Male,6172
Graduate and Equivalent,19016,local,Female,1338
Graduate and Equivalent,19016,local,Male,4679
Intermediate and Equivalent,19016,local,Female,6012
Intermediate and Equivalent,19016,local,Male,11730
Level not Stated,19016,local,Female,1255
Level not Stated,19016,local,Male,1541
Lower Secondary (Class 6-8),19016,local,Female,23607
Lower Secondary (Class 6-8),19016,local,Male,38931
Non Formal Education,19016,local,Female,2689
Non Formal Education,19016,local,Male,3535
Others,19016,local,Female,225
Others,19016,local,Male,301
Post Graduate Equivalent and Above,19016,local,Female,223
Post Graduate Equivalent and Above,19016,local,Male,1298
Primary Education (1-5 Class),19016,local,Female,63928
Primary Education (1-5 Class),19016,local,Male,87118
Secondary Level (Class 9-10),19016,local,Female,10991
Secondary Level (Class 9-10),19016,local,Male,20725
SLC and Equivalent,19016,local,Female,10840
SLC and Equivalent,19016,local,Male,19371
Beginners,19012,local,Female,4940
Beginners,19012,local,Male,6172
Graduate and Equivalent,19012,local,Female,1338
Graduate and Equivalent,19012,local,Male,4679
Intermediate and Equivalent,19012,local,Female,6012
Intermediate and Equivalent,19012,local,Male,11730
Level not Stated,19012,local,Female,1255
Level not Stated,19012,local,Male,1541
Lower Secondary (Class 6-8),19012,local,Female,23607
Lower Secondary (Class 6-8),19012,local,Male,38931
Non Formal Education,19012,local,Female,2689
Non Formal Education,19012,local,Male,3535
Others,19012,local,Female,225
Others,19012,local,Male,301
Post Graduate Equivalent and Above,19012,local,Female,223
Post Graduate Equivalent and Above,19012,local,Male,1298
Primary Education (1-5 Class),19012,local,Female,63928
Primary Education (1-5 Class),19012,local,Male,87118
Secondary Level (Class 9-10),19012,local,Female,10991
Secondary Level (Class 9-10),19012,local,Male,20725
SLC and Equivalent,19012,local,Female,10840
SLC and Equivalent,19012,local,Male,19371
Beginners,19009,local,Female,4940
Beginners,19009,local,Male,6172
Graduate and Equivalent,19009,local,Female,1338
Graduate and Equivalent,19009,local,Male,4679
Intermediate and Equivalent,19009,local,Female,6012
Intermediate and Equivalent,19009,local,Male,11730
Level not Stated,19009,local,Female,1255
Level not Stated,19009,local,Male,1541
Lower Secondary (Class 6-8),19009,local,Female,23607
Lower Secondary (Class 6-8),19009,local,Male,38931
Non Formal Education,19009,local,Female,2689
Non Formal Education,19009,local,Male,3535
Others,19009,local,Female,225
Others,19009,local,Male,301
Post Graduate Equivalent and Above,19009,local,Female,223
Post Graduate Equivalent and Above,19009,local,Male,1298
Primary Education (1-5 Class),19009,local,Female,63928
Primary Education (1-5 Class),19009,local,Male,87118
Secondary Level (Class 9-10),19009,local,Female,10991
Secondary Level (Class 9-10),19009,local,Male,20725
SLC and Equivalent,19009,local,Female,10840
SLC and Equivalent,19009,local,Male,19371
Beginners,19010,local,Female,4940
Beginners,19010,local,Male,6172
Graduate and Equivalent,19010,local,Female,1338
Graduate and Equivalent,19010,local,Male,4679
Intermediate and Equivalent,19010,local,Female,6012
Intermediate and Equivalent,19010,local,Male,11730
Level not Stated,19010,local,Female,1255
Level not Stated,19010,local,Male,1541
Lower Secondary (Class 6-8),19010,local,Female,23607
Lower Secondary (Class 6-8),19010,local,Male,38931
Non Formal Education,19010,local,Female,2689
Non Formal Education,19010,local,Male,3535
Others,19010,local,Female,225
Others,19010,local,Male,301
Post Graduate Equivalent and Above,19010,local,Female,223
Post Graduate Equivalent and Above,19010,local,Male,1298
Primary Education (1-5 Class),19010,local,Female,63928
Primary Education (1-5 Class),19010,local,Male,87118
Secondary Level (Class 9-10),19010,local,Female,10991
Secondary Level (Class 9-10),19010,local,Male,20725
SLC and Equivalent,19010,local,Female,10840
SLC and Equivalent,19010,local,Male,19371
Beginners,19013,local,Female,4940
Beginners,19013,local,Male,6172
Graduate and Equivalent,19013,local,Female,1338
Graduate and Equivalent,19013,local,Male,4679
Intermediate and Equivalent,19013,local,Female,6012
Intermediate and Equivalent,19013,local,Male,11730
Level not Stated,19013,local,Female,1255
Level not Stated,19013,local,Male,1541
Lower Secondary (Class 6-8),19013,local,Female,23607
Lower Secondary (Class 6-8),19013,local,Male,38931
Non Formal Education,19013,local,Female,2689
Non Formal Education,19013,local,Male,3535
Others,19013,local,Female,225
Others,19013,local,Male,301
Post Graduate Equivalent and Above,19013,local,Female,223
Post Graduate Equivalent and Above,19013,local,Male,1298
Primary Education (1-5 Class),19013,local,Female,63928
Primary Education (1-5 Class),19013,local,Male,87118
Secondary Level (Class 9-10),19013,local,Female,10991
Secondary Level (Class 9-10),19013,local,Male,20725
SLC and Equivalent,19013,local,Female,10840
SLC and Equivalent,19013,local,Male,19371
Beginners,19007,local,Female,4940
Beginners,19007,local,Male,6172
Graduate and Equivalent,19007,local,Female,1338
Graduate and Equivalent,19007,local,Male,4679
Intermediate and Equivalent,19007,local,Female,6012
Intermediate and Equivalent,19007,local,Male,11730
Level not Stated,19007,local,Female,1255
Level not Stated,19007,local,Male,1541
Lower Secondary (Class 6-8),19007,local,Female,23607
Lower Secondary (Class 6-8),19007,local,Male,38931
Non Formal Education,19007,local,Female,2689
Non Formal Education,19007,local,Male,3535
Others,19007,local,Female,225
Others,19007,local,Male,301
Post Graduate Equivalent and Above,19007,local,Female,223
Post Graduate Equivalent and Above,19007,local,Male,1298
Primary Education (1-5 Class),19007,local,Female,63928
Primary Education (1-5 Class),19007,local,Male,87118
Secondary Level (Class 9-10),19007,local,Female,10991
Secondary Level (Class 9-10),19007,local,Male,20725
SLC and Equivalent,19007,local,Female,10840
SLC and Equivalent,19007,local,Male,19371
Beginners,19017,local,Female,4940
Beginners,19017,local,Male,6172
Graduate and Equivalent,19017,local,Female,1338
Graduate and Equivalent,19017,local,Male,4679
Intermediate and Equivalent,19017,local,Female,6012
Intermediate and Equivalent,19017,local,Male,11730
Level not Stated,19017,local,Female,1255
Level not Stated,19017,local,Male,1541
Lower Secondary (Class 6-8),19017,local,Female,23607
Lower Secondary (Class 6-8),19017,local,Male,38931
Non Formal Education,19017,local,Female,2689
Non Formal Education,19017,local,Male,3535
Others,19017,local,Female,225
Others,19017,local,Male,301
Post Graduate Equivalent and Above,19017,local,Female,223
Post Graduate Equivalent and Above,19017,local,Male,1298
Primary Education (1-5 Class),19017,local,Female,63928
Primary Education (1-5 Class),19017,local,Male,87118
Secondary Level (Class 9-10),19017,local,Female,10991
Secondary Level (Class 9-10),19017,local,Male,20725
SLC and Equivalent,19017,local,Female,10840
SLC and Equivalent,19017,local,Male,19371
Beginners,19018,local,Female,4940
Beginners,19018,local,Male,6172
Graduate and Equivalent,19018,local,Female,1338
Graduate and Equivalent,19018,local,Male,4679
Intermediate and Equivalent,19018,local,Female,6012
Intermediate and Equivalent,19018,local,Male,11730
Level not Stated,19018,local,Female,1255
Level not Stated,19018,local,Male,1541
Lower Secondary (Class 6-8),19018,local,Female,23607
Lower Secondary (Class 6-8),19018,local,Male,38931
Non Formal Education,19018,local,Female,2689
Non Formal Education,19018,local,Male,3535
Others,19018,local,Female,225
Others,19018,local,Male,301
Post Graduate Equivalent and Above,19018,local,Female,223
Post Graduate Equivalent and Above,19018,local,Male,1298
Primary Education (1-5 Class),19018,local,Female,63928
Primary Education (1-5 Class),19018,local,Male,87118
Secondary Level (Class 9-10),19018,local,Female,10991
Secondary Level (Class 9-10),19018,local,Male,20725
SLC and Equivalent,19018,local,Female,10840
SLC and Equivalent,19018,local,Male,19371
Beginners,19011,local,Female,4940
Beginners,19011,local,Male,6172
Graduate and Equivalent,19011,local,Female,1338
Graduate and Equivalent,19011,local,Male,4679
Intermediate and Equivalent,19011,local,Female,6012
Intermediate and Equivalent,19011,local,Male,11730
Level not Stated,19011,local,Female,1255
Level not Stated,19011,local,Male,1541
Lower Secondary (Class 6-8),19011,local,Female,23607
