lighting fuel,total,geo_code,geo_level
Solar,13119,14004,local
Bio-Gas,163,14007,local
Electricity,34113,14007,local
Kerosene,14950,14007,local
Not Sated about Light,206,14007,local
Others Type of Light,3963,14007,local
Solar,13119,14007,local
Bio-Gas,163,14001,local
Electricity,34113,14001,local
Kerosene,14950,14001,local
Not Sated about Light,206,14001,local
Others Type of Light,3963,14001,local
Solar,13119,14001,local
Bio-Gas,163,14005,local
Electricity,34113,14005,local
Kerosene,14950,14005,local
Not Sated about Light,206,14005,local
Others Type of Light,3963,14005,local
Solar,13119,14005,local
Bio-Gas,163,14003,local
Electricity,34113,14003,local
Kerosene,14950,14003,local
Not Sated about Light,206,14003,local
Others Type of Light,3963,14003,local
Solar,13119,14003,local
Bio-Gas,163,14008,local
Electricity,34113,14008,local
Kerosene,14950,14008,local
Not Sated about Light,206,14008,local
Others Type of Light,3963,14008,local
Solar,13119,14008,local
Bio-Gas,163,14002,local
Electricity,34113,14002,local
Kerosene,14950,14002,local
Not Sated about Light,206,14002,local
Others Type of Light,3963,14002,local
Solar,13119,14002,local
Bio-Gas,298,51,district
Electricity,11474,51,district
Kerosene,16278,51,district
Not Sated about Light,136,51,district
Others Type of Light,1962,51,district
Solar,11028,51,district
Bio-Gas,298,2004,local
Electricity,11474,2004,local
Kerosene,16278,2004,local
Not Sated about Light,136,2004,local
Others Type of Light,1962,2004,local
Solar,11028,2004,local
Bio-Gas,298,2001,local
Electricity,11474,2001,local
Kerosene,16278,2001,local
Not Sated about Light,136,2001,local
Others Type of Light,1962,2001,local
Solar,11028,2001,local
Bio-Gas,298,2003,local
Electricity,11474,2003,local
Kerosene,16278,2003,local
Not Sated about Light,136,2003,local
Others Type of Light,1962,2003,local
Solar,11028,2003,local
Bio-Gas,298,2005,local
Electricity,11474,2005,local
Kerosene,16278,2005,local
Not Sated about Light,136,2005,local
Others Type of Light,1962,2005,local
Solar,11028,2005,local
Bio-Gas,298,2006,local
Electricity,11474,2006,local
Kerosene,16278,2006,local
Not Sated about Light,136,2006,local
Others Type of Light,1962,2006,local
Solar,11028,2006,local
Bio-Gas,298,2008,local
Electricity,11474,2008,local
Kerosene,16278,2008,local
Not Sated about Light,136,2008,local
Others Type of Light,1962,2008,local
Solar,11028,2008,local
Bio-Gas,298,2007,local
Electricity,11474,2007,local
Kerosene,16278,2007,local
Not Sated about Light,136,2007,local
Others Type of Light,1962,2007,local
Solar,11028,2007,local
Bio-Gas,298,2002,local
Electricity,11474,2002,local
Kerosene,16278,2002,local
Not Sated about Light,136,2002,local
Others Type of Light,1962,2002,local
Solar,11028,2002,local
Bio-Gas,64,74,district
Electricity,14833,74,district
Kerosene,4390,74,district
Not Sated about Light,72,74,district
Others Type of Light,680,74,district
Solar,2045,74,district
Bio-Gas,64,8001,local
Electricity,14833,8001,local
Kerosene,4390,8001,local
Not Sated about Light,72,8001,local
Others Type of Light,680,8001,local
Solar,2045,8001,local
Bio-Gas,64,8005,local
Electricity,14833,8005,local
Kerosene,4390,8005,local
Not Sated about Light,72,8005,local
Others Type of Light,680,8005,local
Solar,2045,8005,local
Bio-Gas,64,8003,local
Electricity,14833,8003,local
Kerosene,4390,8003,local
Not Sated about Light,72,8003,local
Others Type of Light,680,8003,local
Solar,2045,8003,local
Bio-Gas,64,8004,local
Electricity,14833,8004,local
Kerosene,4390,8004,local
Not Sated about Light,72,8004,local
Others Type of Light,680,8004,local
Solar,2045,8004,local
Bio-Gas,64,8006,local
Electricity,14833,8006,local
Kerosene,4390,8006,local
Not Sated about Light,72,8006,local
Others Type of Light,680,8006,local
Solar,2045,8006,local
Bio-Gas,64,8002,local
Electricity,14833,8002,local
Kerosene,4390,8002,local
Not Sated about Light,72,8002,local
Others Type of Light,680,8002,local
Solar,2045,8002,local
Bio-Gas,440,26,district
Electricity,42261,26,district
Kerosene,14875,26,district
Not Sated about Light,349,26,district
Others Type of Light,2155,26,district
Solar,4397,26,district
Bio-Gas,440,3009,local
Electricity,42261,3009,local
Kerosene,14875,3009,local
Not Sated about Light,349,3009,local
Others Type of Light,2155,3009,local
Solar,4397,3009,local
Bio-Gas,440,3001,local
Electricity,42261,3001,local
Kerosene,14875,3001,local
Not Sated about Light,349,3001,local
Others Type of Light,2155,3001,local
Solar,4397,3001,local
Bio-Gas,440,3007,local
Electricity,42261,3007,local
Kerosene,14875,3007,local
Not Sated about Light,349,3007,local
Others Type of Light,2155,3007,local
Solar,4397,3007,local
Bio-Gas,440,3003,local
Electricity,42261,3003,local
Kerosene,14875,3003,local
Not Sated about Light,349,3003,local
Others Type of Light,2155,3003,local
Solar,4397,3003,local
Bio-Gas,440,3006,local
Electricity,42261,3006,local
Kerosene,14875,3006,local
Not Sated about Light,349,3006,local
Others Type of Light,2155,3006,local
Solar,4397,3006,local
Bio-Gas,440,3005,local
Electricity,42261,3005,local
Kerosene,14875,3005,local
Not Sated about Light,349,3005,local
Others Type of Light,2155,3005,local
Solar,4397,3005,local
Bio-Gas,440,3008,local
Electricity,42261,3008,local
Kerosene,14875,3008,local
Not Sated about Light,349,3008,local
Others Type of Light,2155,3008,local
Solar,4397,3008,local
Bio-Gas,440,3004,local
Electricity,42261,3004,local
Kerosene,14875,3004,local
Not Sated about Light,349,3004,local
Others Type of Light,2155,3004,local
Solar,4397,3004,local
Bio-Gas,440,3002,local
Electricity,42261,3002,local
Kerosene,14875,3002,local
Not Sated about Light,349,3002,local
Others Type of Light,2155,3002,local
Solar,4397,3002,local
Bio-Gas,440,3010,local
Electricity,42261,3010,local
Kerosene,14875,3010,local
Not Sated about Light,349,3010,local
Others Type of Light,2155,3010,local
Solar,4397,3010,local
Bio-Gas,128,49,district
Electricity,13542,49,district
Kerosene,9082,49,district
Not Sated about Light,225,49,district
Others Type of Light,2427,49,district
Solar,7062,49,district
Bio-Gas,128,12008,local
Electricity,13542,12008,local
Kerosene,9082,12008,local
Not Sated about Light,225,12008,local
Others Type of Light,2427,12008,local
Solar,7062,12008,local
Bio-Gas,128,12001,local
Electricity,13542,12001,local
Kerosene,9082,12001,local
Not Sated about Light,225,12001,local
Others Type of Light,2427,12001,local
Solar,7062,12001,local
Bio-Gas,128,12002,local
Electricity,13542,12002,local
Kerosene,9082,12002,local
Not Sated about Light,225,12002,local
Others Type of Light,2427,12002,local
Solar,7062,12002,local
Bio-Gas,128,12004,local
Electricity,13542,12004,local
Kerosene,9082,12004,local
Not Sated about Light,225,12004,local
Others Type of Light,2427,12004,local
Solar,7062,12004,local
Bio-Gas,128,12007,local
Electricity,13542,12007,local
Kerosene,9082,12007,local
Not Sated about Light,225,12007,local
Others Type of Light,2427,12007,local
Solar,7062,12007,local
Bio-Gas,128,12005,local
Electricity,13542,12005,local
Kerosene,9082,12005,local
Not Sated about Light,225,12005,local
Others Type of Light,2427,12005,local
Solar,7062,12005,local
Bio-Gas,128,12003,local
Electricity,13542,12003,local
Kerosene,9082,12003,local
Not Sated about Light,225,12003,local
Others Type of Light,2427,12003,local
Solar,7062,12003,local
Bio-Gas,128,12006,local
Electricity,13542,12006,local
Kerosene,9082,12006,local
Not Sated about Light,225,12006,local
Others Type of Light,2427,12006,local
Solar,7062,12006,local
Bio-Gas,144,37,district
Electricity,13260,37,district
Kerosene,11944,37,district
Not Sated about Light,213,37,district
Others Type of Light,6358,37,district
Solar,10728,37,district
Bio-Gas,144,13006,local
Electricity,13260,13006,local
Kerosene,11944,13006,local
Not Sated about Light,213,13006,local
Others Type of Light,6358,13006,local
Solar,10728,13006,local
Bio-Gas,144,13010,local
Electricity,13260,13010,local
Kerosene,11944,13010,local
Not Sated about Light,213,13010,local
Others Type of Light,6358,13010,local
Solar,10728,13010,local
Bio-Gas,144,13004,local
Electricity,13260,13004,local
Kerosene,11944,13004,local
Not Sated about Light,213,13004,local
Others Type of Light,6358,13004,local
Solar,10728,13004,local
Bio-Gas,144,13001,local
Electricity,13260,13001,local
Kerosene,11944,13001,local
Not Sated about Light,213,13001,local
Others Type of Light,6358,13001,local
Solar,10728,13001,local
Bio-Gas,144,13002,local
Electricity,13260,13002,local
Kerosene,11944,13002,local
Not Sated about Light,213,13002,local
Others Type of Light,6358,13002,local
Solar,10728,13002,local
Bio-Gas,144,13008,local
Electricity,13260,13008,local
Kerosene,11944,13008,local
Not Sated about Light,213,13008,local
Others Type of Light,6358,13008,local
Solar,10728,13008,local
Bio-Gas,144,13003,local
Electricity,13260,13003,local
Kerosene,11944,13003,local
Not Sated about Light,213,13003,local
Others Type of Light,6358,13003,local
Solar,10728,13003,local
Bio-Gas,144,13007,local
Electricity,13260,13007,local
Kerosene,11944,13007,local
Not Sated about Light,213,13007,local
Others Type of Light,6358,13007,local
Solar,10728,13007,local
Bio-Gas,144,13005,local
Electricity,13260,13005,local
Kerosene,11944,13005,local
Not Sated about Light,213,13005,local
Others Type of Light,6358,13005,local
Solar,10728,13005,local
Bio-Gas,144,13009,local
Electricity,13260,13009,local
Kerosene,11944,13009,local
Not Sated about Light,213,13009,local
Others Type of Light,6358,13009,local
Solar,10728,13009,local
Bio-Gas,28,73,district
Electricity,6635,73,district
Kerosene,11898,73,district
Not Sated about Light,131,73,district
Others Type of Light,355,73,district
Solar,7424,73,district
Bio-Gas,28,1005,local
Electricity,6635,1005,local
Kerosene,11898,1005,local
Not Sated about Light,131,1005,local
Others Type of Light,355,1005,local
Solar,7424,1005,local
Bio-Gas,28,1002,local
Electricity,6635,1002,local
Kerosene,11898,1002,local
Not Sated about Light,131,1002,local
Others Type of Light,355,1002,local
Solar,7424,1002,local
Bio-Gas,28,1006,local
Electricity,6635,1006,local
Kerosene,11898,1006,local
Not Sated about Light,131,1006,local
Others Type of Light,355,1006,local
Solar,7424,1006,local
Bio-Gas,28,1007,local
Electricity,6635,1007,local
Kerosene,11898,1007,local
Not Sated about Light,131,1007,local
Others Type of Light,355,1007,local
Solar,7424,1007,local
Bio-Gas,28,1004,local
Electricity,6635,1004,local
Kerosene,11898,1004,local
Not Sated about Light,131,1004,local
Others Type of Light,355,1004,local
Solar,7424,1004,local
Bio-Gas,28,1008,local
Electricity,6635,1008,local
Kerosene,11898,1008,local
Not Sated about Light,131,1008,local
Others Type of Light,355,1008,local
Solar,7424,1008,local
Bio-Gas,28,1009,local
Electricity,6635,1009,local
Kerosene,11898,1009,local
Not Sated about Light,131,1009,local
Others Type of Light,355,1009,local
Solar,7424,1009,local
Bio-Gas,28,1003,local
Electricity,6635,1003,local
Kerosene,11898,1003,local
Not Sated about Light,131,1003,local
Others Type of Light,355,1003,local
Solar,7424,1003,local
Bio-Gas,28,1001,local
Electricity,6635,1001,local
Kerosene,11898,1001,local
Not Sated about Light,131,1001,local
Others Type of Light,355,1001,local
Solar,7424,1001,local
Bio-Gas,705,43,district
Electricity,162107,43,district
Kerosene,47348,43,district
Not Sated about Light,881,43,district
Others Type of Light,639,43,district
Solar,2190,43,district
Bio-Gas,705,5015,local
Electricity,162107,5015,local
Kerosene,47348,5015,local
Not Sated about Light,881,5015,local
Others Type of Light,639,5015,local
Solar,2190,5015,local
Bio-Gas,705,5010,local
Electricity,162107,5010,local
Kerosene,47348,5010,local
Not Sated about Light,881,5010,local
Others Type of Light,639,5010,local
Solar,2190,5010,local
Bio-Gas,705,5014,local
Electricity,162107,5014,local
Kerosene,47348,5014,local
Not Sated about Light,881,5014,local
Others Type of Light,639,5014,local
Solar,2190,5014,local
Bio-Gas,705,5003,local
Electricity,162107,5003,local
Kerosene,47348,5003,local
Not Sated about Light,881,5003,local
Others Type of Light,639,5003,local
Solar,2190,5003,local
Bio-Gas,705,5017,local
Electricity,162107,5017,local
Kerosene,47348,5017,local
Not Sated about Light,881,5017,local
Others Type of Light,639,5017,local
Solar,2190,5017,local
Bio-Gas,705,5016,local
Electricity,162107,5016,local
Kerosene,47348,5016,local
Not Sated about Light,881,5016,local
Others Type of Light,639,5016,local
Solar,2190,5016,local
Bio-Gas,705,5007,local
Electricity,162107,5007,local
Kerosene,47348,5007,local
Not Sated about Light,881,5007,local
Others Type of Light,639,5007,local
Solar,2190,5007,local
Bio-Gas,705,5001,local
Electricity,162107,5001,local
Kerosene,47348,5001,local
Not Sated about Light,881,5001,local
Others Type of Light,639,5001,local
Solar,2190,5001,local
Bio-Gas,705,5012,local
Electricity,162107,5012,local
Kerosene,47348,5012,local
Not Sated about Light,881,5012,local
Others Type of Light,639,5012,local
Solar,2190,5012,local
Bio-Gas,705,5011,local
Electricity,162107,5011,local
Kerosene,47348,5011,local
Not Sated about Light,881,5011,local
Others Type of Light,639,5011,local
Solar,2190,5011,local
Bio-Gas,705,5005,local
Electricity,162107,5005,local
Kerosene,47348,5005,local
Not Sated about Light,881,5005,local
Others Type of Light,639,5005,local
Solar,2190,5005,local
Bio-Gas,705,5013,local
Electricity,162107,5013,local
Kerosene,47348,5013,local
Not Sated about Light,881,5013,local
Others Type of Light,639,5013,local
Solar,2190,5013,local
Bio-Gas,705,5008,local
Electricity,162107,5008,local
Kerosene,47348,5008,local
Not Sated about Light,881,5008,local
Others Type of Light,639,5008,local
Solar,2190,5008,local
Bio-Gas,705,5004,local
Electricity,162107,5004,local
Kerosene,47348,5004,local
Not Sated about Light,881,5004,local
Others Type of Light,639,5004,local
Solar,2190,5004,local
Bio-Gas,705,5006,local
Electricity,162107,5006,local
Kerosene,47348,5006,local
Not Sated about Light,881,5006,local
Others Type of Light,639,5006,local
Solar,2190,5006,local
Bio-Gas,705,5009,local
Electricity,162107,5009,local
Kerosene,47348,5009,local
Not Sated about Light,881,5009,local
Others Type of Light,639,5009,local
Solar,2190,5009,local
Bio-Gas,705,5002,local
Electricity,162107,5002,local
Kerosene,47348,5002,local
Not Sated about Light,881,5002,local
Others Type of Light,639,5002,local
Solar,2190,5002,local
Bio-Gas,212,68,district
Electricity,14918,68,district
Kerosene,4706,68,district
Not Sated about Light,49,68,district
Others Type of Light,1404,68,district
Solar,2469,68,district
Bio-Gas,212,11001,local
Electricity,14918,11001,local
Kerosene,4706,11001,local
Not Sated about Light,49,11001,local
Others Type of Light,1404,11001,local
Solar,2469,11001,local
Bio-Gas,212,11006,local
Electricity,14918,11006,local
Kerosene,4706,11006,local
Not Sated about Light,49,11006,local
Others Type of Light,1404,11006,local
Solar,2469,11006,local
Bio-Gas,212,11007,local
Electricity,14918,11007,local
Kerosene,4706,11007,local
Not Sated about Light,49,11007,local
Others Type of Light,1404,11007,local
Solar,2469,11007,local
Bio-Gas,212,11004,local
Electricity,14918,11004,local
Kerosene,4706,11004,local
Not Sated about Light,49,11004,local
Others Type of Light,1404,11004,local
Solar,2469,11004,local
Bio-Gas,212,11003,local
Electricity,14918,11003,local
Kerosene,4706,11003,local
Not Sated about Light,49,11003,local
Others Type of Light,1404,11003,local
Solar,2469,11003,local
Bio-Gas,212,11008,local
Electricity,14918,11008,local
Kerosene,4706,11008,local
Not Sated about Light,49,11008,local
Others Type of Light,1404,11008,local
Solar,2469,11008,local
Bio-Gas,212,11005,local
Electricity,14918,11005,local
Kerosene,4706,11005,local
Not Sated about Light,49,11005,local
Others Type of Light,1404,11005,local
Solar,2469,11005,local
Bio-Gas,212,11002,local
Electricity,14918,11002,local
Kerosene,4706,11002,local
Not Sated about Light,49,11002,local
Others Type of Light,1404,11002,local
Solar,2469,11002,local
Bio-Gas,414,6,province
Electricity,64850,6,province
Kerosene,16552,6,province
Not Sated about Light,1764,6,province
Others Type of Light,115099,6,province
Solar,99495,6,province
Bio-Gas,51,14,district
Electricity,6638,14,district
Kerosene,2022,14,district
Not Sated about Light,333,14,district
Others Type of Light,21532,14,district
Solar,18339,14,district
Bio-Gas,51,60001,local
Electricity,6638,60001,local
Kerosene,2022,60001,local
Not Sated about Light,333,60001,local
Others Type of Light,21532,60001,local
Solar,18339,60001,local
Bio-Gas,51,60007,local
Electricity,6638,60007,local
Kerosene,2022,60007,local
Not Sated about Light,333,60007,local
Others Type of Light,21532,60007,local
Solar,18339,60007,local
Bio-Gas,51,60002,local
Electricity,6638,60002,local
Kerosene,2022,60002,local
Not Sated about Light,333,60002,local
Others Type of Light,21532,60002,local
Solar,18339,60002,local
Bio-Gas,51,60009,local
Electricity,6638,60009,local
Kerosene,2022,60009,local
Not Sated about Light,333,60009,local
Others Type of Light,21532,60009,local
Solar,18339,60009,local
Bio-Gas,51,60006,local
Electricity,6638,60006,local
Kerosene,2022,60006,local
Not Sated about Light,333,60006,local
Others Type of Light,21532,60006,local
Solar,18339,60006,local
Bio-Gas,51,60004,local
Electricity,6638,60004,local
Kerosene,2022,60004,local
Not Sated about Light,333,60004,local
Others Type of Light,21532,60004,local
Solar,18339,60004,local
Bio-Gas,51,60005,local
Electricity,6638,60005,local
Kerosene,2022,60005,local
Not Sated about Light,333,60005,local
Others Type of Light,21532,60005,local
Solar,18339,60005,local
Bio-Gas,51,60010,local
Electricity,6638,60010,local
Kerosene,2022,60010,local
Not Sated about Light,333,60010,local
Others Type of Light,21532,60010,local
Solar,18339,60010,local
Bio-Gas,51,60003,local
Electricity,6638,60003,local
Kerosene,2022,60003,local
Not Sated about Light,333,60003,local
Others Type of Light,21532,60003,local
Solar,18339,60003,local
Bio-Gas,51,60008,local
Electricity,6638,60008,local
Kerosene,2022,60008,local
Not Sated about Light,333,60008,local
Others Type of Light,21532,60008,local
Solar,18339,60008,local
Bio-Gas,51,60011,local
Electricity,6638,60011,local
Kerosene,2022,60011,local
Not Sated about Light,333,60011,local
Others Type of Light,21532,60011,local
Solar,18339,60011,local
Bio-Gas,0,25,district
Electricity,2959,25,district
Kerosene,10,25,district
Not Sated about Light,10,25,district
Others Type of Light,4320,25,district
Solar,2138,25,district
Bio-Gas,0,66001,local
Electricity,2959,66001,local
Kerosene,10,66001,local
Not Sated about Light,10,66001,local
Others Type of Light,4320,66001,local
Solar,2138,66001,local
Bio-Gas,0,66005,local
Electricity,2959,66005,local
Kerosene,10,66005,local
Not Sated about Light,10,66005,local
Others Type of Light,4320,66005,local
Solar,2138,66005,local
Bio-Gas,0,66004,local
Electricity,2959,66004,local
Kerosene,10,66004,local
Not Sated about Light,10,66004,local
Others Type of Light,4320,66004,local
Solar,2138,66004,local
Bio-Gas,0,66003,local
Electricity,2959,66003,local
Kerosene,10,66003,local
Not Sated about Light,10,66003,local
Others Type of Light,4320,66003,local
Solar,2138,66003,local
Bio-Gas,0,66002,local
Electricity,2959,66002,local
Kerosene,10,66002,local
Not Sated about Light,10,66002,local
Others Type of Light,4320,66002,local
Solar,2138,66002,local
Bio-Gas,0,66006,local
Electricity,2959,66006,local
Kerosene,10,66006,local
Not Sated about Light,10,66006,local
Others Type of Light,4320,66006,local
Solar,2138,66006,local
Bio-Gas,0,66007,local
Electricity,2959,66007,local
Kerosene,10,66007,local
Not Sated about Light,10,66007,local
Others Type of Light,4320,66007,local
Solar,2138,66007,local
Bio-Gas,4,29,district
Electricity,5656,29,district
Kerosene,62,29,district
Not Sated about Light,122,29,district
Others Type of Light,4899,29,district
Solar,8548,29,district
Bio-Gas,4,63004,local
Electricity,5656,63004,local
Kerosene,62,63004,local
Not Sated about Light,122,63004,local
Others Type of Light,4899,63004,local
Solar,8548,63004,local
Bio-Gas,4,63006,local
Electricity,5656,63006,local
Kerosene,62,63006,local
Not Sated about Light,122,63006,local
Others Type of Light,4899,63006,local
Solar,8548,63006,local
Bio-Gas,4,63008,local
Electricity,5656,63008,local
Kerosene,62,63008,local
Not Sated about Light,122,63008,local
Others Type of Light,4899,63008,local
Solar,8548,63008,local
Bio-Gas,4,63005,local
Electricity,5656,63005,local
Kerosene,62,63005,local
Not Sated about Light,122,63005,local
Others Type of Light,4899,63005,local
Solar,8548,63005,local
Bio-Gas,4,63001,local
Electricity,5656,63001,local
Kerosene,62,63001,local
Not Sated about Light,122,63001,local
Others Type of Light,4899,63001,local
Solar,8548,63001,local
Bio-Gas,4,63002,local
Electricity,5656,63002,local
Kerosene,62,63002,local
Not Sated about Light,122,63002,local
Others Type of Light,4899,63002,local
Solar,8548,63002,local
Bio-Gas,4,63003,local
Electricity,5656,63003,local
Kerosene,62,63003,local
Not Sated about Light,122,63003,local
Others Type of Light,4899,63003,local
Solar,8548,63003,local
Bio-Gas,4,63007,local
Electricity,5656,63007,local
Kerosene,62,63007,local
Not Sated about Light,122,63007,local
Others Type of Light,4899,63007,local
Solar,8548,63007,local
Bio-Gas,222,70,district
Electricity,31716,70,district
Kerosene,2955,70,district
Not Sated about Light,459,70,district
Others Type of Light,27526,70,district
Solar,9952,70,district
Bio-Gas,222,59008,local
Electricity,31716,59008,local
Kerosene,2955,59008,local
Not Sated about Light,459,59008,local
Others Type of Light,27526,59008,local
Solar,9952,59008,local
Bio-Gas,222,59005,local
Electricity,31716,59005,local
Kerosene,2955,59005,local
Not Sated about Light,459,59005,local
Others Type of Light,27526,59005,local
Solar,9952,59005,local
Bio-Gas,222,59006,local
Electricity,31716,59006,local
Kerosene,2955,59006,local
Not Sated about Light,459,59006,local
Others Type of Light,27526,59006,local
Solar,9952,59006,local
Bio-Gas,222,59001,local
Electricity,31716,59001,local
Kerosene,2955,59001,local
Not Sated about Light,459,59001,local
Others Type of Light,27526,59001,local
Solar,9952,59001,local
Bio-Gas,222,59007,local
Electricity,31716,59007,local
Kerosene,2955,59007,local
Not Sated about Light,459,59007,local
Others Type of Light,27526,59007,local
Solar,9952,59007,local
Bio-Gas,222,59009,local
Electricity,31716,59009,local
Kerosene,2955,59009,local
Not Sated about Light,459,59009,local
Others Type of Light,27526,59009,local
Solar,9952,59009,local
Bio-Gas,222,59003,local
Electricity,31716,59003,local
Kerosene,2955,59003,local
Not Sated about Light,459,59003,local
Others Type of Light,27526,59003,local
Solar,9952,59003,local
Bio-Gas,222,59002,local
Electricity,31716,59002,local
Kerosene,2955,59002,local
Not Sated about Light,459,59002,local
Others Type of Light,27526,59002,local
Solar,9952,59002,local
Bio-Gas,222,59004,local
Electricity,31716,59004,local
Kerosene,2955,59004,local
Not Sated about Light,459,59004,local
Others Type of Light,27526,59004,local
Solar,9952,59004,local
Bio-Gas,1,21,district
Electricity,1720,21,district
Kerosene,94,21,district
Not Sated about Light,20,21,district
Others Type of Light,1861,21,district
Solar,3770,21,district
Bio-Gas,1,62007,local
Electricity,1720,62007,local
Kerosene,94,62007,local
Not Sated about Light,20,62007,local
Others Type of Light,1861,62007,local
Solar,3770,62007,local
Bio-Gas,1,62004,local
Electricity,1720,62004,local
Kerosene,94,62004,local
Not Sated about Light,20,62004,local
Others Type of Light,1861,62004,local
Solar,3770,62004,local
Bio-Gas,1,62001,local
Electricity,1720,62001,local
Kerosene,94,62001,local
Not Sated about Light,20,62001,local
Others Type of Light,1861,62001,local
Solar,3770,62001,local
Bio-Gas,1,62006,local
Electricity,1720,62006,local
Kerosene,94,62006,local
Not Sated about Light,20,62006,local
Others Type of Light,1861,62006,local
Solar,3770,62006,local
Bio-Gas,1,62003,local
Electricity,1720,62003,local
Kerosene,94,62003,local
Not Sated about Light,20,62003,local
Others Type of Light,1861,62003,local
Solar,3770,62003,local
Bio-Gas,1,62002,local
Electricity,1720,62002,local
Kerosene,94,62002,local
Not Sated about Light,20,62002,local
Others Type of Light,1861,62002,local
Solar,3770,62002,local
Bio-Gas,1,62008,local
Electricity,1720,62008,local
Kerosene,94,62008,local
Not Sated about Light,20,62008,local
Others Type of Light,1861,62008,local
Solar,3770,62008,local
Bio-Gas,1,62005,local
Electricity,1720,62005,local
Kerosene,94,62005,local
Not Sated about Light,20,62005,local
Others Type of Light,1861,62005,local
Solar,3770,62005,local
Bio-Gas,3,44,district
Electricity,1332,44,district
Kerosene,74,44,district
Not Sated about Light,108,44,district
Others Type of Light,2730,44,district
Solar,5353,44,district
Bio-Gas,3,65002,local
Electricity,1332,65002,local
Kerosene,74,65002,local
Not Sated about Light,108,65002,local
Others Type of Light,2730,65002,local
Solar,5353,65002,local
Bio-Gas,3,65001,local
Electricity,1332,65001,local
Kerosene,74,65001,local
Not Sated about Light,108,65001,local
Others Type of Light,2730,65001,local
Solar,5353,65001,local
Bio-Gas,3,65003,local
Electricity,1332,65003,local
Kerosene,74,65003,local
Not Sated about Light,108,65003,local
Others Type of Light,2730,65003,local
Solar,5353,65003,local
Bio-Gas,3,65004,local
Electricity,1332,65004,local
Kerosene,74,65004,local
Not Sated about Light,108,65004,local
Others Type of Light,2730,65004,local
Solar,5353,65004,local
Bio-Gas,32,61,district
Electricity,6760,61,district
Kerosene,8697,61,district
Not Sated about Light,365,61,district
Others Type of Light,14595,61,district
Solar,16075,61,district
Bio-Gas,32,55009,local
Electricity,6760,55009,local
Kerosene,8697,55009,local
Not Sated about Light,365,55009,local
Others Type of Light,14595,55009,local
Solar,16075,55009,local
Bio-Gas,32,55003,local
Electricity,6760,55003,local
Kerosene,8697,55003,local
Not Sated about Light,365,55003,local
Others Type of Light,14595,55003,local
Solar,16075,55003,local
Bio-Gas,32,55002,local
Electricity,6760,55002,local
Kerosene,8697,55002,local
Not Sated about Light,365,55002,local
Others Type of Light,14595,55002,local
Solar,16075,55002,local
Bio-Gas,32,55010,local
Electricity,6760,55010,local
Kerosene,8697,55010,local
Not Sated about Light,365,55010,local
Others Type of Light,14595,55010,local
Solar,16075,55010,local
Bio-Gas,32,55006,local
Electricity,6760,55006,local
Kerosene,8697,55006,local
Not Sated about Light,365,55006,local
Others Type of Light,14595,55006,local
Solar,16075,55006,local
Bio-Gas,32,55001,local
Electricity,6760,55001,local
Kerosene,8697,55001,local
Not Sated about Light,365,55001,local
Others Type of Light,14595,55001,local
Solar,16075,55001,local
Bio-Gas,32,55007,local
Electricity,6760,55007,local
Kerosene,8697,55007,local
Not Sated about Light,365,55007,local
Others Type of Light,14595,55007,local
Solar,16075,55007,local
Bio-Gas,32,55004,local
Electricity,6760,55004,local
Kerosene,8697,55004,local
Not Sated about Light,365,55004,local
Others Type of Light,14595,55004,local
Solar,16075,55004,local
Bio-Gas,32,55008,local
Electricity,6760,55008,local
Kerosene,8697,55008,local
Not Sated about Light,365,55008,local
Others Type of Light,14595,55008,local
Solar,16075,55008,local
Bio-Gas,32,55005,local
Electricity,6760,55005,local
Kerosene,8697,55005,local
Not Sated about Light,365,55005,local
Others Type of Light,14595,55005,local
Solar,16075,55005,local
Bio-Gas,51,77,district
Electricity,4170,77,district
Kerosene,1597,77,district
Not Sated about Light,92,77,district
Others Type of Light,10495,77,district
Solar,14230,77,district
Bio-Gas,51,54003,local
Electricity,4170,54003,local
Kerosene,1597,54003,local
Not Sated about Light,92,54003,local
Others Type of Light,10495,54003,local
Solar,14230,54003,local
Bio-Gas,51,54001,local
Electricity,4170,54001,local
Kerosene,1597,54001,local
Not Sated about Light,92,54001,local
Others Type of Light,10495,54001,local
Solar,14230,54001,local
Bio-Gas,51,54005,local
Electricity,4170,54005,local
Kerosene,1597,54005,local
Not Sated about Light,92,54005,local
Others Type of Light,10495,54005,local
Solar,14230,54005,local
Bio-Gas,51,54006,local
Electricity,4170,54006,local
Kerosene,1597,54006,local
Not Sated about Light,92,54006,local
Others Type of Light,10495,54006,local
Solar,14230,54006,local
Bio-Gas,51,54002,local
Electricity,4170,54002,local
Kerosene,1597,54002,local
Not Sated about Light,92,54002,local
Others Type of Light,10495,54002,local
Solar,14230,54002,local
Bio-Gas,51,54004,local
Electricity,4170,54004,local
Kerosene,1597,54004,local
Not Sated about Light,92,54004,local
Others Type of Light,10495,54004,local
Solar,14230,54004,local
Bio-Gas,41,27,district
Electricity,1225,27,district
Kerosene,713,27,district
Not Sated about Light,117,27,district
Others Type of Light,15827,27,district
Solar,12545,27,district
Bio-Gas,41,61005,local
Electricity,1225,61005,local
Kerosene,713,61005,local
Not Sated about Light,117,61005,local
Others Type of Light,15827,61005,local
Solar,12545,61005,local
Bio-Gas,41,61004,local
Electricity,1225,61004,local
